municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M064,S-M064-01,家庭ごみの分別と正しい出し方,自治体公式Webページ,https://www.town.nishinoshima.shimane.jp/bunya/b_sumai/b_gomi/833,西ノ島町,令和8年度,現行,2026-08-19,燃える・埋立・資源各区分、前処理、収集不可,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M064,S-M064-02,令和8年度西ノ島町ごみ収集運搬業務委託仕様書,自治体公式PDF,https://www.town.nishinoshima.shimane.jp/files/original/202601221430235172519a52c.pdf,西ノ島町,令和8年度,2026-01,2026-08-19,令和8年度も同じ収集区分が稼働することの現行性証拠,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M065,S-M065-01,知夫村公式サイト,自治体公式Webページ,https://www.chibu.jp/,知夫村,令和8年度,現行,2026-08-19,公式主体確認のみ。分別区分網羅性は未確認,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M066,S-M066-01,ごみの分け方・出し方について,自治体公式Webページ,https://www.town.okinoshima.shimane.jp/kurashi/gomi-kankyo/katei_gomi/2/5013.html,隠岐の島町,令和8年度,2026-03-02,2026-08-19,現行ガイドブックへの公式導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M066,S-M066-02,令和8年度ごみ分別収集カレンダー,自治体公式Webページ,https://www.town.okinoshima.shimane.jp/soshiki/kankyo/gyomu/1/1/1/242.html,隠岐の島町,令和8年度,2026-03-02,2026-08-19,令和8年度現行運用確認,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M067,S-M067-01,家庭ごみに関すること,自治体公式Webページ,https://www.city.okayama.jp/kurashi/category/1-12-7-10-0-0-0-0-0-0.html,岡山市,令和8年度,現行,2026-08-19,家庭ごみ各区分への公式索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M067,S-M067-02,ごみの出し方,自治体公式Webページ,https://www.city.okayama.jp/kurashi/category/1-12-7-10-7-0-0-0-0-0.html,岡山市,令和8年度,現行,2026-08-19,可燃・不燃・プラスチック資源・粗大ごみ等,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M067,S-M067-03,可燃ごみの出し方（令和6年3月から）,自治体公式Webページ,https://www.city.okayama.jp/kurashi/0000053082.html,岡山市,令和8年度,2024-11-18,2026-08-19,プラスチック資源分別開始後の現行体系,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M067,S-M067-04,ごみの収集など（自動翻訳・音声読み上げ向け抜粋版）,自治体公式Webページ,https://www.city.okayama.jp/kurashi/0000028002.html,岡山市,令和8年度,2024-08-19,2026-08-19,資源化物・廃乾電池体温計・粗大ごみの住民区分,4,現行,,TRUE,MUNICIPAL_DOMAIN,
M068,S-M068-01,家庭ごみの出し方,自治体公式Webページ,https://www.city.kurashiki.okayama.jp/kurashi/kankyo/1003645/1013690/index.html,倉敷市,令和8年度,現行,2026-08-19,ステーションの燃やせる・資源・埋立・使用済乾電池,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M068,S-M068-02,ごみ分別検索,自治体公式Webページ,https://www.city.kurashiki.okayama.jp/kurashi/kankyo/1003645/1013690/1012155.html,倉敷市,令和8年度,2026-04-01,2026-08-19,現行分別区分と品目条件,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M069,S-M069-01,津山市公式サイト,自治体公式Webページ,https://www.city.tsuyama.lg.jp/,津山市,令和8年度,現行,2026-08-19,公式主体確認のみ。分別区分網羅性は未確認,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M070,S-M070-01,令和8年度ごみカレンダーと玉野市ごみ分別辞典,自治体公式Webページ,https://www.city.tamano.lg.jp/site/recycle/1630.html,玉野市,令和8年度,2026-06-04,2026-08-19,令和8年度現行運用と分別辞典区分,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M071,S-M071-01,笠岡市公式サイト,自治体公式Webページ,https://www.city.kasaoka.okayama.jp/,笠岡市,令和8年度,現行,2026-08-19,公式主体確認のみ。分別区分網羅性は未確認,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M072,S-M072-01,ごみ・リサイクル,自治体公式Webページ,https://www.city.ibara.okayama.jp/life/1/6/35/,井原市,令和8年度,現行,2026-08-19,現行ごみ情報索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M072,S-M072-02,ごみの正しい分け方・出し方ガイド,自治体公式Webページ,https://www.city.ibara.okayama.jp/soshiki/13/13158.html,井原市,令和8年度,2026-01-22,2026-08-19,現行ガイドへの公式導線,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M072,S-M072-03,令和8年度上半期ごみ収集カレンダー,自治体公式Webページ,https://www.city.ibara.okayama.jp/soshiki/13/19195.html,井原市,令和8年度,2026-03-02,2026-08-19,令和8年度現行運用確認,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M073,S-M073-01,ごみの収集日・正しい出し方,自治体公式Webページ,https://www.city.soja.okayama.jp/soshiki/34/4198.html,総社市,令和8年度,2025-11-25,2026-08-19,燃やせる・燃やせない・資源・不燃性粗大の4区分,1,現行,,TRUE,MUNICIPAL_DOMAIN,
