municipality_id,都道府県,市町村,実装区分,ごみ処理主体,自治体ごみトップURL,分別ガイドURL,品目検索URL,やさしい日本語URL,多言語資料URL,対象年度,最終確認日,確認ステータス,備考,official_category_count,reviewed_category_count,category_count_basis,category_count_verified,category_count_check_status,category_count_review_id,category_count_reviewed_date,category_count_reviewed_by,search_service_check_status,search_service_check_evidence,easy_japanese_check_status,easy_japanese_check_evidence,multilingual_check_status,multilingual_check_evidence
M064,島根県,西ノ島町,中国5県全市町村,西ノ島町,https://www.town.nishinoshima.shimane.jp/bunya/b_sumai/b_gomi/833,https://www.town.nishinoshima.shimane.jp/bunya/b_sumai/b_gomi/833,,,,令和8年度,2026-08-19,QA_PASSED,現行住民向けWebと令和8年度収集運搬仕様で分別体系の現行性を確認。,,7,住民が排出時に選択する公式区分を現行公式ページ・現年度資料で照合。,TRUE,MANUAL_INDEX_REVIEW,CR-M064-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH07_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M065,島根県,知夫村,中国5県全市町村,知夫村,https://www.vill.chibu.lg.jp/,https://www.vill.chibu.lg.jp/gyosei/life/needs/needs05/40,,,,令和8年度,2026-08-19,QA_REQUIRED,2026年の村公式案内が現行の『ゴミ・リサイクル』公式ページへ誘導していることは確認。全分別区分表の本文を取得できないためNOT_REVIEWEDを維持。,,,全区分網羅性の証拠未取得。推測で補完しない。,FALSE,NOT_REVIEWED,,,,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M066,島根県,隠岐の島町,中国5県全市町村,隠岐の島町,https://www.town.okinoshima.shimane.jp/kurashi/gomi-kankyo/katei_gomi/2/5013.html,https://www.town.okinoshima.shimane.jp/kurashi/gomi-kankyo/katei_gomi/2/5013.html,,,,令和8年度,2026-08-19,QA_PASSED,2026年更新の住民向けガイド・令和8年度カレンダー・現行条例を照合し、可燃/不燃/缶/びん/PET/古紙/粗大の7住民区分を確認。,,7,住民が排出時に選択する公式区分を現行公式ページ・現年度資料で照合。,TRUE,MANUAL_INDEX_REVIEW,CR-M066-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH07_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M067,岡山県,岡山市,中国5県全市町村,岡山市,https://www.city.okayama.jp/kurashi/category/1-12-7-10-0-0-0-0-0-0.html,https://www.city.okayama.jp/kurashi/category/1-12-7-10-7-0-0-0-0-0.html,,,,令和8年度,2026-08-19,QA_PASSED,令和6年3月開始のプラスチック資源を反映し、現行6住民区分を保持。,,6,住民が排出時に選択する公式区分を現行公式ページ・現年度資料で照合。,TRUE,MANUAL_INDEX_REVIEW,CR-M067-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH07_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M068,岡山県,倉敷市,中国5県全市町村,倉敷市,https://www.city.kurashiki.okayama.jp/kurashi/kankyo/1003645/1013690/index.html,https://www.city.kurashiki.okayama.jp/kurashi/kankyo/1003645/1013690/1012155.html,,,,令和8年度,2026-08-19,QA_PASSED,ごみステーション4区分と粗大ごみを住民向け体系として採用。雑がみは資源ごみの内部条件で独立箱化しない。,,5,住民が排出時に選択する公式区分を現行公式ページ・現年度資料で照合。,TRUE,MANUAL_INDEX_REVIEW,CR-M068-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH07_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M069,岡山県,津山市,中国5県全市町村,津山市,https://www.city.tsuyama.lg.jp/,https://www.city.tsuyama.lg.jp/common/photo/free/files/15157/202207061635570688633.pdf,,,,令和8年度,2026-08-19,QA_PASSED,市公式の外国人市民向け生活ガイドが家庭ごみ6種類を明示。保存版分別案内も公式サイトで現行配布され、同体系と整合。,,6,住民が排出時に選択する公式区分を現行公式ページ・現年度資料で照合。,TRUE,MANUAL_INDEX_REVIEW,CR-M069-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH07_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M070,岡山県,玉野市,中国5県全市町村,玉野市,https://www.city.tamano.lg.jp/site/recycle/1630.html,https://www.city.tamano.lg.jp/site/recycle/1630.html,,,,令和8年度,2026-08-19,QA_PASSED,令和8年度カレンダーと現行分別辞典の住民向け8収集系統を採用。,,9,住民が排出時に選択する公式区分を現行公式ページ・現年度資料で照合。,TRUE,MANUAL_INDEX_REVIEW,CR-M070-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH07_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M071,岡山県,笠岡市,中国5県全市町村,笠岡市,https://www.city.kasaoka.okayama.jp/life/1/11/46/,https://www.city.kasaoka.okayama.jp/soshiki/18/7239.html,,,,令和8年度,2026-08-19,QA_PASSED,2026年4月最新版ごみ大百科と現行分別ページを照合。可燃指定袋の現行名称『もやすしかないごみ』を採用。,,12,住民が排出時に選択する公式区分を現行公式ページ・現年度資料で照合。,TRUE,MANUAL_INDEX_REVIEW,CR-M071-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH07_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M072,岡山県,井原市,中国5県全市町村,井原市／井笠広域里庄清掃工場,https://www.city.ibara.okayama.jp/life/1/6/35/,https://www.city.ibara.okayama.jp/soshiki/13/13158.html,,,,令和8年度,2026-08-19,QA_PASSED,R7.12.15改訂の現行ガイドと令和8年度カレンダーを照合。燃やす/燃やさない、資源ごみ3、資源の日2、粗大の8葉を採用。,,8,住民が排出時に選択する公式区分を現行公式ページ・現年度資料で照合。,TRUE,MANUAL_INDEX_REVIEW,CR-M072-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH07_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M073,岡山県,総社市,中国5県全市町村,総社市,https://www.city.soja.okayama.jp/soshiki/34/4198.html,https://www.city.soja.okayama.jp/soshiki/34/4198.html,,,,令和8年度,2026-08-19,QA_PASSED,現行公式ページが示す燃やせる・燃やせない・資源・不燃性粗大の4住民区分を採用。,,4,住民が排出時に選択する公式区分を現行公式ページ・現年度資料で照合。,TRUE,MANUAL_INDEX_REVIEW,CR-M073-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH07_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
