municipality_id,category_id,自治体正式名称,category_group,parent_category_id,classification_level,表示順,collection_channel,代表品目,入れてはいけない物,適用条件,条件外の扱い,出す前の処理,袋・容器のルール,サイズ・条件,粗大ごみ扱いか,予約が必要か,有料か,料金ルール,自治体収集外か,注意事項,source_id,出典URL,出典ページ・該当箇所,確認日,ui_role,rule_status,effective_from,effective_to
M074,C-M074-01,燃やせるごみ,燃やせるごみ,,PRIMARY,1,CURBSIDE,生ごみ・可燃性家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,生ごみは十分に水切り,45L以下の透明・半透明袋,,FALSE,FALSE,FALSE,,FALSE,,S-M074-01,https://www.city.takahashi.lg.jp/soshiki/14/gomibunbetsu.html,燃やせるごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M074,C-M074-02,燃やせないごみ,燃やせないごみ,,PRIMARY,2,CURBSIDE,不燃性家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,袋に入らないものは「不用品」と表示,45L以下の透明・半透明袋,,FALSE,FALSE,FALSE,,FALSE,,S-M074-01,https://www.city.takahashi.lg.jp/soshiki/14/gomibunbetsu.html,燃やせないごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M074,C-M074-03,びん類,びん類,,PRIMARY,3,CURBSIDE,飲食用びん,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,キャップを外し水洗いし指定コンテナへ,,,FALSE,FALSE,FALSE,,FALSE,,S-M074-01,https://www.city.takahashi.lg.jp/soshiki/14/gomibunbetsu.html,びん類,2026-08-19,SORT_BUCKET,CURRENT,,
M074,C-M074-04,かん類,かん類,,PRIMARY,4,CURBSIDE,飲食用缶・スプレー缶・ガス缶,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,水洗い。スプレー缶・ガス缶は使い切り穴を空ける,,,FALSE,FALSE,FALSE,,FALSE,,S-M074-01,https://www.city.takahashi.lg.jp/soshiki/14/gomibunbetsu.html,かん類,2026-08-19,SORT_BUCKET,CURRENT,,
M074,C-M074-05,ペットボトル,ペットボトル,,PRIMARY,5,CURBSIDE,PETマークのボトル,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,水洗い。キャップ・ラベルはその他プラスチックへ,,,FALSE,FALSE,FALSE,,FALSE,,S-M074-01,https://www.city.takahashi.lg.jp/soshiki/14/gomibunbetsu.html,ペットボトル,2026-08-19,SORT_BUCKET,CURRENT,,
M074,C-M074-06,その他プラスチック,その他プラスチック,,PRIMARY,6,CURBSIDE,その他プラマークのある容器包装,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,水洗い等で汚れを落とす,,,FALSE,FALSE,FALSE,,FALSE,,S-M074-01,https://www.city.takahashi.lg.jp/soshiki/14/gomibunbetsu.html,その他プラスチック,2026-08-19,SORT_BUCKET,CURRENT,,
M074,C-M074-07,雑紙・紙パック・段ボール・古新聞・古雑誌,雑紙・紙パック・段ボール・古新聞・古雑誌,,PRIMARY,7,CURBSIDE,雑紙・紙パック・段ボール・新聞・雑誌,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,種類ごとにひもで十文字。雑紙は紙袋または結束,,,FALSE,FALSE,FALSE,,FALSE,,S-M074-01,https://www.city.takahashi.lg.jp/soshiki/14/gomibunbetsu.html,雑紙・紙パック・段ボール・古新聞・古雑誌,2026-08-19,SORT_BUCKET,CURRENT,,
M074,C-M074-08,収集できないもの,収集できないもの,,EXCLUDED,8,NOT_COLLECTED,家電リサイクル品・処理困難物等,NOT_STATED_IN_CITED_SOURCE,,販売店・専門業者等の公式案内に従う,受入先の指示に従う,,,FALSE,FALSE,FALSE,,TRUE,,S-M074-01,https://www.city.takahashi.lg.jp/soshiki/14/gomibunbetsu.html,収集できないもの,2026-08-19,EXCLUDED_NOTICE,CURRENT,,
M075,C-M075-01,可燃ごみ,可燃ごみ,,PRIMARY,1,CURBSIDE,可燃性家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,新見市記名式指定ごみ袋（黄色）,,FALSE,FALSE,FALSE,,FALSE,,S-M075-01,https://www.city.niimi.okayama.jp/kurashi/kurashi_detail/index/37602.html,可燃ごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M075,C-M075-02,埋立ごみ,埋立ごみ,,PRIMARY,2,CURBSIDE,埋立対象の家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,新見市記名式指定ごみ袋（黄色）,,FALSE,FALSE,FALSE,,FALSE,,S-M075-01,https://www.city.niimi.okayama.jp/kurashi/kurashi_detail/index/37602.html,埋立ごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M075,C-M075-03,資源ごみ（再資源化物）,資源ごみ（再資源化物）,,PRIMARY,3,CURBSIDE,びん・缶・PET・古紙等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,資源は透明袋。古紙類はひもでしばる,,,FALSE,FALSE,FALSE,,FALSE,,S-M075-01,https://www.city.niimi.okayama.jp/kurashi/kurashi_detail/index/37602.html,資源ごみ（再資源化物）,2026-08-19,SORT_BUCKET,CURRENT,,
M075,C-M075-04,粗大ごみ,粗大ごみ,,PRIMARY,4,BOOKED_PICKUP,大型家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,事前申込し収集指定日に出す,,,TRUE,TRUE,FALSE,,FALSE,,S-M075-01,https://www.city.niimi.okayama.jp/kurashi/kurashi_detail/index/37602.html,粗大ごみ,2026-08-19,REFERENCE_ONLY,CURRENT,,
M077,C-M077-01,燃やすしかないごみ,燃やすしかないごみ,,PRIMARY,1,CURBSIDE,生ごみ・資源化できない可燃物,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,市指定袋。生ごみは水切り,,,FALSE,FALSE,FALSE,,FALSE,,S-M077-02,https://www.city.setouchi.lg.jp/uploaded/attachment/126501.pdf,燃やすしかないごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M077,C-M077-02,飲料用カン・ペットボトル,飲料用カン・ペットボトル,,PRIMARY,2,CURBSIDE,飲料用缶・PETボトル,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中身を空にして洗浄。PETはキャップ・ラベルを外す,,,FALSE,FALSE,FALSE,,FALSE,,S-M077-02,https://www.city.setouchi.lg.jp/uploaded/attachment/126501.pdf,飲料用カン・ペットボトル,2026-08-19,SORT_BUCKET,CURRENT,,
