municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M034,S-M034-01,ごみの分別,自治体公式Webページ,https://www.town.wakasa.tottori.jp/soshikikarasagasu/zeimujuminka/gyoumuannai/chominka/1/1/1/574.html,若桜町,令和8年度,2024-06-13,2026-08-19,住民向け8分別区分・前処理・収集不可品,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M035,S-M035-01,家庭ごみの分類,自治体公式Webページ,https://www1.town.chizu.tottori.jp/chizu/zeimu/gomi/bunbetsu/bunrui/,智頭町,令和8年度,現行,2026-08-19,住民向け8分別区分と収集不可導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M035,S-M035-02,令和8年度ごみ収集カレンダー,自治体公式Webページ,https://www1.town.chizu.tottori.jp/chizu/zeimu/gomi/p624-copy-2/,智頭町,令和8年度,2026,2026-08-19,現行運用確認,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M035,S-M035-03,可燃ごみ・資源ごみ・プラスチックごみ・ペットボトル,自治体公式Webページ,https://www1.town.chizu.tottori.jp/chizu/zeimu/gomi/bunbetsu/gomi01/,智頭町,令和8年度,現行,2026-08-19,4区分の具体ルール,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M035,S-M035-04,小型破砕ごみ・乾電池類・大型資源ごみ・有害ごみ,自治体公式Webページ,https://www1.town.chizu.tottori.jp/chizu/zeimu/gomi/bunbetsu/gomi02/,智頭町,令和8年度,現行,2026-08-19,4区分の具体ルール,4,現行,,TRUE,MUNICIPAL_DOMAIN,
M036,S-M036-01,家庭ごみの分別表,自治体公式Webページ,https://www.town.yazu.tottori.jp/site/gomi/1048.html,八頭町,令和8年度,2025-06-02,2026-08-19,令和6年4月版手引き・50音表への公式導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M036,S-M036-02,令和8年度家庭ごみ収集カレンダー,自治体公式Webページ,https://www.town.yazu.tottori.jp/site/gomi/1047.html,八頭町,令和8年度,2026-04-01,2026-08-19,現行収集体系,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M036,S-M036-03,令和6年4月から分別区分が一部変わります,自治体公式Webページ,https://www.town.yazu.tottori.jp/site/gomi/7845.html,八頭町,令和8年度,2024-01-30,2026-08-19,有害ごみ新設・白色トレイ統合・PET変更,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M037,S-M037-01,ごみの区分と出し方,自治体公式Webページ,https://www.town.misasa.tottori.jp/315/319/324/764/1901/1906/,三朝町,令和8年度,現行,2026-08-19,住民向け分別・広域手引きへの公式導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M037,S-M037-02,令和8年度前期ごみ収集日程表,自治体公式Webページ,https://www.town.misasa.tottori.jp/315/319/324/764/1901/1906/20959.html,三朝町,令和8年度,2026-02-13,2026-08-19,11収集ラベル・充電池有害ごみ化,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M038,S-M038-01,ごみの分別と出し方,自治体公式Webページ,https://www.yurihama.jp/soshiki/4/1431.html,湯梨浜町,令和8年度,2022-04-01,2026-08-19,住民向け冊子12区分への公式索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M038,S-M038-02,令和8年度ごみ収集日程,自治体公式Webページ,https://www.yurihama.jp/soshiki/4/26990.html,湯梨浜町,令和8年度,2026-02-10,2026-08-19,現行12区分・有害ごみ運用,2,現行,,TRUE,MUNICIPAL_DOMAIN,
