mapping_id,municipality_id,internal_item_id,branch_order,自治体での品目表記,category_id,分別区分正式名称,条件,前処理,例外分別先,自治体収集外,rule_status,effective_from,effective_to,category_source_id,category_source_url,category_source_locator,item_evidence_source_id,item_evidence_url,item_evidence_locator,確認日,mapping_status,evidence_scope,branch_review_status,reviewed_date,reviewed_by,備考
MAP-M034-I001-C-M034-04,M034,I001,1,category正式名称・代表品目から機械抽出,C-M034-04,ペットボトル,要品目別確認,キャップとラベルを外し水洗い。つぶしても可,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M034-01,https://www.town.wakasa.tottori.jp/soshikikarasagasu/zeimujuminka/gyoumuannai/chominka/1/1/1/574.html,ごみの分別／ペットボトル,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M034-I018-C-M034-01,M034,I018,1,category正式名称・代表品目から機械抽出,C-M034-01,可燃ゴミ,要品目別確認,生ごみは十分水切り。不燃物や付属金属を外す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M034-01,https://www.town.wakasa.tottori.jp/soshikikarasagasu/zeimujuminka/gyoumuannai/chominka/1/1/1/574.html,ごみの分別／可燃ゴミ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M034-I026-C-M034-05,M034,I026,1,category正式名称・代表品目から機械抽出,C-M034-05,小型破砕ごみ,要品目別確認,危険物は透明袋に入れ「キケン」と表示,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M034-01,https://www.town.wakasa.tottori.jp/soshikikarasagasu/zeimujuminka/gyoumuannai/chominka/1/1/1/574.html,ごみの分別／小型破砕ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M034-I027-C-M034-07,M034,I027,1,category正式名称・代表品目から機械抽出,C-M034-07,乾電池類,要品目別確認,電池は端子を絶縁。蛍光管は破損防止,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M034-01,https://www.town.wakasa.tottori.jp/soshikikarasagasu/zeimujuminka/gyoumuannai/chominka/1/1/1/574.html,ごみの分別／乾電池類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M034-I028-C-M034-07,M034,I028,1,category正式名称・代表品目から機械抽出,C-M034-07,乾電池類,要品目別確認,電池は端子を絶縁。蛍光管は破損防止,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M034-01,https://www.town.wakasa.tottori.jp/soshikikarasagasu/zeimujuminka/gyoumuannai/chominka/1/1/1/574.html,ごみの分別／乾電池類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M034-I030-C-M034-07,M034,I030,1,category正式名称・代表品目から機械抽出,C-M034-07,乾電池類,要品目別確認,電池は端子を絶縁。蛍光管は破損防止,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M034-01,https://www.town.wakasa.tottori.jp/soshikikarasagasu/zeimujuminka/gyoumuannai/chominka/1/1/1/574.html,ごみの分別／乾電池類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M034-I031-C-M034-05,M034,I031,1,category正式名称・代表品目から機械抽出,C-M034-05,小型破砕ごみ,要品目別確認,危険物は透明袋に入れ「キケン」と表示,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M034-01,https://www.town.wakasa.tottori.jp/soshikikarasagasu/zeimujuminka/gyoumuannai/chominka/1/1/1/574.html,ごみの分別／小型破砕ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M034-I032-C-M034-08,M034,I032,1,category正式名称・代表品目から機械抽出,C-M034-08,有害ごみ,要品目別確認,スプレー缶等は中身を使い切る。穴あけ不要,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M034-01,https://www.town.wakasa.tottori.jp/soshikikarasagasu/zeimujuminka/gyoumuannai/chominka/1/1/1/574.html,ごみの分別／有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M034-I033-C-M034-08,M034,I033,1,category正式名称・代表品目から機械抽出,C-M034-08,有害ごみ,要品目別確認,スプレー缶等は中身を使い切る。穴あけ不要,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M034-01,https://www.town.wakasa.tottori.jp/soshikikarasagasu/zeimujuminka/gyoumuannai/chominka/1/1/1/574.html,ごみの分別／有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M034-I037-C-M034-09,M034,I037,1,category正式名称・代表品目から機械抽出,C-M034-09,収集できないゴミ,要品目別確認,受入先の指示に従う,販売店・メーカー・専門業者等の公式案内に従う,TRUE,CURRENT,,,S-M034-01,https://www.town.wakasa.tottori.jp/soshikikarasagasu/zeimujuminka/gyoumuannai/chominka/1/1/1/574.html,ごみの分別／収集できないゴミ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
