municipality_id,都道府県,市町村,実装区分,ごみ処理主体,自治体ごみトップURL,分別ガイドURL,品目検索URL,やさしい日本語URL,多言語資料URL,対象年度,最終確認日,確認ステータス,備考,official_category_count,reviewed_category_count,category_count_basis,category_count_verified,category_count_check_status,category_count_review_id,category_count_reviewed_date,category_count_reviewed_by,search_service_check_status,search_service_check_evidence,easy_japanese_check_status,easy_japanese_check_evidence,multilingual_check_status,multilingual_check_evidence
M106,広島県,安芸高田市,中国5県全市町村,芸北広域環境施設組合,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,,,,令和8年度,2026-08-19,QA_PASSED,現行公式ページの住民向け区分を採用。容器包装類と燃えないごみは『分類ごとに袋を分ける』ため公式子葉を保持。モバイルバッテリーの直接案内は非BOX経路として保持。,,11,住民が排出時に選択する現行公式分別区分を公式索引・現年度資料で全件照合。上位グループは子葉へ二重計上しない。,TRUE,MANUAL_INDEX_REVIEW,CR-M106-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH11_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M107,広島県,江田島市,中国5県全市町村,江田島市,https://www.city.etajima.hiroshima.jp/cms/articles/show/11923,https://www.city.etajima.hiroshima.jp/cms/articles/download/11923/1/R8_nihonngo.pdf,,,,令和8年度,2026-08-19,QA_PASSED,令和8年度改定ポスターを採用。古紙・布類は現行ポスターで一つの資源ごみ区分として扱う。,,8,住民が排出時に選択する現行公式分別区分を公式索引・現年度資料で全件照合。上位グループは子葉へ二重計上しない。,TRUE,MANUAL_INDEX_REVIEW,CR-M107-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH11_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M108,広島県,府中町,中国5県全市町村,府中町,https://www.town.fuchu.hiroshima.jp/site/kankyousenta/34617.html,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,,,,令和8年度,2026-08-19,QA_PASSED,令和8年度ごみの正しい出し方を採用。有価物は品目ごとに分けて順番に収集するため4公式子葉を保持。,,11,住民が排出時に選択する現行公式分別区分を公式索引・現年度資料で全件照合。上位グループは子葉へ二重計上しない。,TRUE,MANUAL_INDEX_REVIEW,CR-M108-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH11_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M109,広島県,海田町,中国5県全市町村,海田町,https://www.town.kaita.lg.jp/soshiki/10/135455.html,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,,,,令和8年度,2026-08-19,QA_PASSED,令和8年度家庭ごみの正しい出し方を採用。資源物内の5住民区分を公式子葉として保持。,,9,住民が排出時に選択する現行公式分別区分を公式索引・現年度資料で全件照合。上位グループは子葉へ二重計上しない。,TRUE,MANUAL_INDEX_REVIEW,CR-M109-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH11_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M110,広島県,熊野町,中国5県全市町村,熊野町,https://www.town.kumano.lg.jp/8/1/3/2/3569.html,https://www.town.kumano.lg.jp/8/1/3/2/3569.html,,,,令和8年度,2026-08-19,QA_PASSED,令和8年度の現行6区分を保持。資源物(1)(2)内部の小分類を人工的な独立categoryへ増やさない。,,6,住民が排出時に選択する現行公式分別区分を公式索引・現年度資料で全件照合。上位グループは子葉へ二重計上しない。,TRUE,MANUAL_INDEX_REVIEW,CR-M110-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH11_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M111,広島県,坂町,中国5県全市町村,坂町,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,,,,令和8年度,2026-08-19,QA_PASSED,令和8年度現行ページを採用。資源ごみは住民が8品目に分けて出すため公式子葉を保持。,,13,住民が排出時に選択する現行公式分別区分を公式索引・現年度資料で全件照合。上位グループは子葉へ二重計上しない。,TRUE,MANUAL_INDEX_REVIEW,CR-M111-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH11_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M112,広島県,安芸太田町,中国5県全市町村,安芸太田町／ポックルくろだおクリーンセンター,https://www.akiota.jp/soshiki/13/2397.html,https://www.akiota.jp/uploaded/attachment/9505.pdf,,,,令和8年度,2026-08-19,QA_PASSED,令和8年版家庭ごみ分別五十音事典を採用。資源・燃えない・プラスチックは区分ごとに分けるため12公式葉を保持。,,12,住民が排出時に選択する現行公式分別区分を公式索引・現年度資料で全件照合。上位グループは子葉へ二重計上しない。,TRUE,MANUAL_INDEX_REVIEW,CR-M112-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH11_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M113,広島県,北広島町,中国5県全市町村,芸北広域環境施設組合,https://www.town.kitahiroshima.lg.jp/soshiki/14/17696.html,https://www.town.kitahiroshima.lg.jp/uploaded/attachment/23637.pdf,,,,令和8年度,2026-08-19,QA_PASSED,町公式が芸北広域環境施設組合の収集を明示し、令和8年度の分け方・出し方一覧表を現行資料として案内。,,11,住民が排出時に選択する現行公式分別区分を公式索引・現年度資料で全件照合。上位グループは子葉へ二重計上しない。,TRUE,MANUAL_INDEX_REVIEW,CR-M113-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH11_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M114,広島県,大崎上島町,中国5県全市町村,大崎上島町,https://www.town.osakikamijima.hiroshima.jp/soshiki/joge_suido/1_1/1/1133.html,https://www.town.osakikamijima.hiroshima.jp/soshiki/joge_suido/1_1/1/1133.html,,,,令和8年度,2026-08-19,QA_PASSED,令和8年4月の変更後ルールを採用。公式6上位分類のうち不燃・資源は住民向け2子葉ずつを保持。,,8,住民が排出時に選択する現行公式分別区分を公式索引・現年度資料で全件照合。上位グループは子葉へ二重計上しない。,TRUE,MANUAL_INDEX_REVIEW,CR-M114-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH11_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M115,広島県,世羅町,中国5県全市町村,世羅町,https://www.town.sera.hiroshima.jp/soshiki/4/317.html,https://www.town.sera.hiroshima.jp/soshiki/4/317.html,,,,令和8年度,2026-08-19,QA_PASSED,令和8年度現行ページを採用。不燃ごみは『それぞれ別々の袋』の5公式子葉を保持。地域差は日程のみ。,,9,住民が排出時に選択する現行公式分別区分を公式索引・現年度資料で全件照合。上位グループは子葉へ二重計上しない。,TRUE,MANUAL_INDEX_REVIEW,CR-M115-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH11_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
