municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M106,S-M106-01,家庭ごみの出し方,自治体公式Webページ,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,安芸高田市,令和8年度,2025-11-06,2026-08-19,燃える・古紙・容器包装・燃えない・有害・粗大と、分類ごとに袋を分ける子区分・前処理,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M106,S-M106-02,リチウムイオン電池からの火災に注意！！,自治体公式Webページ,https://www.akitakata.jp/ja/shisei/section/119/m148-copy-5/,安芸高田市,2026年度／取得時点現行,2025-08-07,2026-08-27,モバイルバッテリーを一般ごみ・小型家電回収ボックスへ出せないことと販売店等の引取経路,2,CURRENT,M106 LESSON_READY_10の非通常収集品目に対するcategory根拠。,TRUE,MUNICIPAL_DOMAIN,
M107,S-M107-01,家庭ごみの種類と正しい出し方（令和8年度改定版）,自治体公式PDF,https://www.city.etajima.hiroshima.jp/cms/articles/download/11923/1/R8_nihonngo.pdf,江田島市,令和8年度,2026-04-30,2026-08-19,令和8年度の現行8住民区分、代表品目、資源ごみ3系統,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M107,S-M107-02,スプレー缶のごみ出しについて,自治体公式Webページ,https://www.city.etajima.hiroshima.jp/cms/articles/show/11608,江田島市,令和8年度,2026-01-05,2026-08-19,有害・危険ごみ。使い切り必須、穴を開けずに出す場合の表示方法,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M107,S-M107-03,『家庭ごみの種類と正しい出し方』ポスターをご利用ください,自治体公式Webページ,https://www.city.etajima.hiroshima.jp/cms/articles/show/11923,江田島市,令和8年度,2026-04-30,2026-08-19,令和8年度改定版が現行であること、5言語版の公開,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M108,S-M108-01,令和8年度 ごみの正しい出し方,自治体公式PDF,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,府中町,令和8年度,令和8年度,2026-08-19,普通ごみ・有価物4子葉・埋立・有害・PET・紙パック・白色トレイ・大型ごみ,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M108,S-M108-02,令和8年度 ごみの正しい出し方,自治体公式Webページ,https://www.town.fuchu.hiroshima.jp/site/kankyousenta/34617.html,府中町,令和8年度,2026-03-01,2026-08-19,令和8年度版が現行であること,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M109,S-M109-01,令和8年度 家庭ごみの正しい出し方,自治体公式PDF,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,海田町,令和8年度,令和8年度,2026-08-19,可燃・埋立・資源物5子葉・有害・大型ごみと前処理,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M109,S-M109-02,令和8年度 家庭ごみの正しい出し方,自治体公式Webページ,https://www.town.kaita.lg.jp/soshiki/10/135455.html,海田町,令和8年度,2026-03-12,2026-08-19,令和8年度日本語版と外国語版が現行であること,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M110,S-M110-01,熊野町 ごみの正しい出し方,自治体公式Webページ,https://www.town.kumano.lg.jp/8/1/3/2/3569.html,熊野町,令和8年度,2026-07-01,2026-08-19,可燃・資源物(1)・資源物(2)・埋立・有害・大型の現行6区分,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M110,S-M110-02,資源物（1）,自治体公式Webページ,https://www.town.kumano.lg.jp/8/1/3/2/1/3572.html,熊野町,令和8年度,2026-03-31,2026-08-19,紙・衣類・PET・プラ容器包装の内部小分類と前処理,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M111,S-M111-01,ごみの出し方,自治体公式Webページ,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,坂町,令和8年度,2026-03-27,2026-08-19,もやせる・粗大2種・埋立・有害・資源8子葉と前処理,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M112,S-M112-01,ごみ（一般廃棄物）の分別収集と処理について,自治体公式Webページ,https://www.akiota.jp/soshiki/13/2397.html,安芸太田町,令和8年度,2026-06-22,2026-08-19,現行の上位分別体系と令和8年版資料への公式導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M112,S-M112-02,令和8年版 安芸太田町 家庭ごみ分別五十音事典,自治体公式PDF,https://www.akiota.jp/uploaded/attachment/9505.pdf,安芸太田町,令和8年度,令和8年版,2026-08-19,12住民区分、区分ごとの指定袋、前処理・穴あけ不要ルール,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M113,S-M113-01,家庭ごみの分け方・出し方,自治体公式Webページ,https://www.town.kitahiroshima.lg.jp/soshiki/14/17696.html,北広島町,令和8年度,2026-04-13,2026-08-19,芸北広域環境施設組合が収集主体であること、令和8年度資料・分別アプリへの現行導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M113,S-M113-02,ごみの分け方出し方一覧表,自治体公式PDF,https://www.town.kitahiroshima.lg.jp/uploaded/attachment/23637.pdf,北広島町,令和8年度,令和8年度案内中,2026-08-19,芸北広域の住民向け分別体系と子区分,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M114,S-M114-01,家庭ごみの分け方・出し方,自治体公式Webページ,https://www.town.osakikamijima.hiroshima.jp/soshiki/joge_suido/1_1/1/1133.html,大崎上島町,令和8年度,2026-04-01,2026-08-19,令和8年4月変更後の6上位分類と不燃・資源の住民向け子区分,1,現行,,TRUE,MUNICIPAL_DOMAIN,
