municipality_id,category_id,自治体正式名称,category_group,parent_category_id,classification_level,表示順,collection_channel,代表品目,入れてはいけない物,適用条件,条件外の扱い,出す前の処理,袋・容器のルール,サイズ・条件,粗大ごみ扱いか,予約が必要か,有料か,料金ルール,自治体収集外か,注意事項,source_id,出典URL,出典ページ・該当箇所,確認日,ui_role,rule_status,effective_from,effective_to
M106,C-M106-01,燃えるごみ,燃えるごみ,,PRIMARY,1,CURBSIDE,生ごみ・古着・布・紙くず・木の枝等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,生ごみは水切り。ロープ・木の枝等は50cm以下。液体は吸わせるか固形化。重さ10kg以下,,,FALSE,FALSE,FALSE,,FALSE,,S-M106-01,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,燃えるごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M106,C-M106-02,古紙類,古紙類,,PRIMARY,2,CURBSIDE,新聞・ダンボール・雑誌・ざつ紙等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,長さ50cm・10kg以下。紙種別に分け、ひもで十文字にくくり処理券を貼る,,,FALSE,FALSE,FALSE,,FALSE,,S-M106-01,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,古紙類,2026-08-19,SORT_BUCKET,CURRENT,,
M106,C-M106-03,容器包装類,容器包装類,,PRIMARY,3,CURBSIDE,紙パック・プラスチック製容器包装・ペットボトル,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,FALSE,FALSE,FALSE,,FALSE,,S-M106-01,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,容器包装類,2026-08-19,SORT_BUCKET,CURRENT,,
M106,C-M106-04,紙パック,容器包装類,C-M106-03,SUBCATEGORY,4,CURBSIDE,紙パックマークのあるもの,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中を洗い、開いて乾かす。内側アルミ箔は燃えるごみ,,,FALSE,FALSE,FALSE,,FALSE,,S-M106-01,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,紙パック,2026-08-19,REFERENCE_ONLY,CURRENT,,
M106,C-M106-05,プラスチック製容器包装,容器包装類,C-M106-03,SUBCATEGORY,5,CURBSIDE,プラマークのある容器包装,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,汚れを拭き取るか洗う。落ちないものは燃えるごみ,,,FALSE,FALSE,FALSE,,FALSE,,S-M106-01,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,プラスチック製容器包装,2026-08-19,REFERENCE_ONLY,CURRENT,,
M106,C-M106-06,ペットボトル,容器包装類,C-M106-03,SUBCATEGORY,6,CURBSIDE,PETマークの飲料・酒・しょうゆ等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中を水洗いし、キャップ・ラベルを外してプラスチック製容器包装へ,,,FALSE,FALSE,FALSE,,FALSE,,S-M106-01,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,ペットボトル,2026-08-19,REFERENCE_ONLY,CURRENT,,
M106,C-M106-07,燃えないごみ,燃えないごみ,,PRIMARY,7,CURBSIDE,かん・びん・小型家電・金物・陶器・ガラス,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,FALSE,FALSE,FALSE,,FALSE,,S-M106-01,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,燃えないごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M106,C-M106-08,かん類,燃えないごみ,C-M106-07,SUBCATEGORY,8,CURBSIDE,飲料缶・食品缶・スプレー缶等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中を洗う。スプレー缶・カセットボンベは使い切る。穴あけ不要。重さ10kg以下,,,FALSE,FALSE,FALSE,,FALSE,,S-M106-01,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,かん類,2026-08-19,REFERENCE_ONLY,CURRENT,,
M106,C-M106-09,びん類,燃えないごみ,C-M106-07,SUBCATEGORY,9,CURBSIDE,飲食用・化粧品・薬品びん等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中を洗い、ふた・キャップを外す。重さ10kg以下,,,FALSE,FALSE,FALSE,,FALSE,,S-M106-01,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,びん類,2026-08-19,REFERENCE_ONLY,CURRENT,,
M106,C-M106-10,小型家電、電源コード、金物など,燃えないごみ,C-M106-07,SUBCATEGORY,10,CURBSIDE,なべ・フライパン・小型家電・電源コード等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,電源コードを器具から切り取って束ねる。釘・かみそり等は紙で包む。袋に入らない物は粗大ごみ,,,FALSE,FALSE,FALSE,,FALSE,,S-M106-01,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,小型家電、電源コード、金物など,2026-08-19,REFERENCE_ONLY,CURRENT,,
