municipality_id,都道府県,市町村,実装区分,ごみ処理主体,自治体ごみトップURL,分別ガイドURL,品目検索URL,やさしい日本語URL,多言語資料URL,対象年度,最終確認日,確認ステータス,備考,official_category_count,reviewed_category_count,category_count_basis,category_count_verified,category_count_check_status,category_count_review_id,category_count_reviewed_date,category_count_reviewed_by,search_service_check_status,search_service_check_evidence,easy_japanese_check_status,easy_japanese_check_evidence,multilingual_check_status,multilingual_check_evidence
M054,島根県,江津市,中国5県全市町村,江津市,https://www.city.gotsu.lg.jp/soshiki/12/39048.html,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,,,,令和8年度,2026-08-19,QA_PASSED,令和8年度収集案内と家庭ごみ分け方から、非資源5ラベルと資源7品目を住民向け区分として保持。,,12,住民が家庭ごみ排出時に実際に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。親子構造は公式葉と教材投影を両立するために使用。,TRUE,MANUAL_INDEX_REVIEW,CR-M054-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH06_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M055,島根県,雲南市,中国5県全市町村,雲南市／雲南市・飯南町事務組合,https://www.city.unnan.shimane.jp/unnan/kurashi/kankyou/recycle/garbage02.html,https://www.unnan-yume.net/kankyo/gomi/gomibunbetu.php,,,,令和8年度,2026-08-19,QA_PASSED,大東・加茂・木次・三刀屋系と吉田・掛合系の両公式手引きを照合。共通する住民向け区分を保持し、地域差は条件として残す。,,11,住民が家庭ごみ排出時に実際に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。親子構造は公式葉と教材投影を両立するために使用。,TRUE,MANUAL_INDEX_REVIEW,CR-M055-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH06_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M056,島根県,奥出雲町,中国5県全市町村,奥出雲町,https://www.town.okuizumo.shimane.jp/kurashi/gomi-recycle/1773388412727.html,https://www.town.okuizumo.shimane.jp/www/contents/1773388412727/files/r8gomibunbetsu.pdf,https://www.town.okuizumo.shimane.jp/kurashi/gomi-recycle/1773388367729.html,,,令和8年度,2026-08-19,QA_PASSED,令和8年4月版の住民向け分類を採用。スプレー缶は中身を使い切り穴を開けて空き缶。,,10,住民が家庭ごみ排出時に実際に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。親子構造は公式葉と教材投影を両立するために使用。,TRUE,MANUAL_INDEX_REVIEW,CR-M056-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH06_REVIEW,CHECKED_PRESENT,URL:https://www.town.okuizumo.shimane.jp/kurashi/gomi-recycle/1773388367729.html; checked:2026-08-19,NOT_CHECKED,,NOT_CHECKED,
M057,島根県,飯南町,中国5県全市町村,飯南町／雲南市・飯南町事務組合,https://www.iinan.jp/soshiki/8/1865.html,https://www.unnan-yume.net/kankyo/gomi/gomibunbetu.php,,,,令和8年度,2026-08-19,QA_PASSED,町公式が雲南市・飯南町事務組合を正式案内。いいしクリーンセンター管内の住民向け区分を令和8年度頓原・赤来カレンダーで現行確認。,,11,住民が家庭ごみ排出時に実際に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。親子構造は公式葉と教材投影を両立するために使用。,TRUE,MANUAL_INDEX_REVIEW,CR-M057-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH06_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M058,島根県,川本町,中国5県全市町村,川本町／邑智クリーンセンター,https://www.town.shimane-kawamoto.lg.jp/gyosei/gyosei_environment/environment/,https://www.town.shimane-kawamoto.lg.jp/gyosei/gyosei_environment/environment/4377,,,,令和8年度,2026-08-19,QA_PASSED,令和6年12月改訂しおりと令和8年度日程を照合。公式13分別を保持し、古紙4葉は親箱配下に保持。,,13,住民が家庭ごみ排出時に実際に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。親子構造は公式葉と教材投影を両立するために使用。,TRUE,MANUAL_INDEX_REVIEW,CR-M058-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH06_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M059,島根県,美郷町,中国5県全市町村,美郷町／邑智クリーンセンター,https://gov.town.shimane-misato.lg.jp/kurasi/kankyo/246/,https://gov.town.shimane-misato.lg.jp/kurasi/kankyo/246/guide,,,,令和8年度,2026-08-19,QA_PASSED,令和7年3月更新の分別しおりと令和8年度日程を照合。邑智方式の13分別と有害ごみ拡大を反映。,,13,住民が家庭ごみ排出時に実際に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。親子構造は公式葉と教材投影を両立するために使用。,TRUE,MANUAL_INDEX_REVIEW,CR-M059-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH06_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M060,島根県,邑南町,中国5県全市町村,邑南町／邑智クリーンセンター,https://www.town.ohnan.lg.jp/soshiki/4/1072.html,https://www.town.ohnan.lg.jp/soshiki/4/1072.html,,,,令和8年度,2026-08-19,QA_PASSED,2026年更新の住民向け出し方と令和8年度日程を採用。10種13分別を親子構造で保持。スプレー缶は必ず穴あけ。,,13,住民が家庭ごみ排出時に実際に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。親子構造は公式葉と教材投影を両立するために使用。,TRUE,MANUAL_INDEX_REVIEW,CR-M060-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH06_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M061,島根県,津和野町,中国5県全市町村,津和野町／鹿足郡不燃物処理組合／益田地区広域市町村圏事務組合,https://www.town.tsuwano.lg.jp/www/contents/1000000358000/index.html,https://www.town.tsuwano.lg.jp/www/contents/1000000358000/simple/gominowakekatadasikatanotebikisyo.pdf,,,,令和8年度,2026-08-19,QA_PASSED,2026年3月公開R8.4改訂手引きと公式リサイクル運用から8住民区分を保持。,,8,住民が家庭ごみ排出時に実際に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。親子構造は公式葉と教材投影を両立するために使用。,TRUE,MANUAL_INDEX_REVIEW,CR-M061-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH06_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M062,島根県,吉賀町,中国5県全市町村,吉賀町／鹿足郡不燃物処理組合／益田地区広域市町村圏事務組合,https://www.town.yoshika.lg.jp/kurashi/seikatsu/gomi/,https://www.town.yoshika.lg.jp/kurashi/seikatsu/gomi/gomi.html,,,https://www.town.yoshika.lg.jp/kurashi/seikatsu/gomi/gomi.html,令和8年度,2026-08-19,QA_PASSED,2026年度カレンダーの8住民区分を採用。令和8年3月1日からライター類は有害ごみ。スプレー缶は穴あけ不要。,,8,住民が家庭ごみ排出時に実際に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。親子構造は公式葉と教材投影を両立するために使用。,TRUE,MANUAL_INDEX_REVIEW,CR-M062-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH06_REVIEW,NOT_CHECKED,,NOT_CHECKED,,CHECKED_PRESENT,URL:https://www.town.yoshika.lg.jp/kurashi/seikatsu/gomi/gomi.html; checked:2026-08-19
M063,島根県,海士町,中国5県全市町村,海士町,https://www.town.ama.shimane.jp/kurashi-tetsuduki/kurashi/gomi-recycle/r44t8e7yf3,https://www.town.ama.shimane.jp/kurashi-tetsuduki/kurashi/gomi-recycle/r44t8e7yf3,,,,令和8年度,2026-08-19,QA_PASSED,2026年公式カレンダーに表示される7収集ラベルをそのまま住民向け体系として採用。複合ラベルを人工分割しない。,,7,住民が家庭ごみ排出時に実際に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。親子構造は公式葉と教材投影を両立するために使用。,TRUE,MANUAL_INDEX_REVIEW,CR-M063-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH06_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
