review_evidence_id,review_id,municipality_id,source_id,locator,evidence_role,notes
CRE-M054-01,CR-M054-CATEGORY-COVERAGE,M054,S-M054-01,現行収集ラベル・資源7品目・粗大基準,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M054-02,CR-M054-CATEGORY-COVERAGE,M054,S-M054-02,資源品目別条件・前処理,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M055-01,CR-M055-CATEGORY-COVERAGE,M055,S-M055-01,雲南市・飯南町事務組合への公式導線,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M055-02,CR-M055-CATEGORY-COVERAGE,M055,S-M055-02,大東・加茂・木次・三刀屋地域の分別区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M055-03,CR-M055-CATEGORY-COVERAGE,M055,S-M055-03,吉田・掛合地域の分別区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M055-04,CR-M055-CATEGORY-COVERAGE,M055,S-M055-04,市内6地域の現行運用,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M056-01,CR-M056-CATEGORY-COVERAGE,M056,S-M056-01,現行収集分類・持込・収集外,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M056-02,CR-M056-CATEGORY-COVERAGE,M056,S-M056-02,中身を使い切り穴を開けて資源ごみ（空き缶）,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M056-03,CR-M056-CATEGORY-COVERAGE,M056,S-M056-03,令和8年4月版への公式導線,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M057-01,CR-M057-CATEGORY-COVERAGE,M057,S-M057-01,雲南市・飯南町事務組合への公式導線,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
