municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M054,S-M054-01,令和8年度家庭ごみの収集日,自治体公式Webページ,https://www.city.gotsu.lg.jp/soshiki/12/39048.html,江津市,令和8年度,2026-03-02,2026-08-19,現行収集ラベル・資源7品目・粗大基準,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M054,S-M054-02,家庭ごみの分け方・出し方（令和6年度～）,自治体公式Webページ,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,江津市,令和8年度,現行,2026-08-19,資源品目別条件・前処理,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M055,S-M055-01,雲南市 ごみの分別・収集案内,自治体公式Webページ,https://www.city.unnan.shimane.jp/unnan/kurashi/kankyou/recycle/garbage02.html,雲南市,令和8年度,現行,2026-08-19,雲南市・飯南町事務組合への公式導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M055,S-M055-02,ごみの分別方法（雲南EC管内）,一部事務組合公式PDF,https://www.unnan-yume.net/files/format/kankyo_ebook_enesen.pdf,雲南市・飯南町事務組合,令和8年度,現行,2026-08-19,大東・加茂・木次・三刀屋地域の分別区分,2,現行,,TRUE,INTERMUNICIPAL_AUTHORITY_DOMAIN,
M055,S-M055-03,ごみの分別方法（いいしCC管内）,一部事務組合公式PDF,https://www.unnan-yume.net/files/format/kankyo_ebook_iishi.pdf,雲南市・飯南町事務組合,令和8年度,現行,2026-08-19,吉田・掛合地域の分別区分,3,現行,,TRUE,INTERMUNICIPAL_AUTHORITY_DOMAIN,
M055,S-M055-04,令和8年度ごみ収集カレンダー,一部事務組合公式Webページ,https://www.unnan-yume.net/kankyo/gomi-calendar/calendar.php,雲南市・飯南町事務組合,令和8年度,2026,2026-08-19,市内6地域の現行運用,4,現行,,TRUE,INTERMUNICIPAL_AUTHORITY_DOMAIN,
M056,S-M056-01,家庭ごみの分け方・出し方（令和8年4月版）,自治体公式PDF,https://www.town.okuizumo.shimane.jp/www/contents/1773388412727/files/r8gomibunbetsu.pdf,奥出雲町,令和8年度,2026-04-21,2026-08-19,現行収集分類・持込・収集外,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M056,S-M056-02,スプレー缶・カセットボンベの捨て方,自治体公式Webページ,https://www.town.okuizumo.shimane.jp/kurashi/gomi-recycle/1001000000397.html,奥出雲町,令和8年度,2026-03-26,2026-08-19,中身を使い切り穴を開けて資源ごみ（空き缶）,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M056,S-M056-03,家庭ごみの分け方・出し方（現行案内）,自治体公式Webページ,https://www.town.okuizumo.shimane.jp/kurashi/gomi-recycle/1773388412727.html,奥出雲町,令和8年度,2026-04-21,2026-08-19,令和8年4月版への公式導線,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M057,S-M057-01,飯南町 ごみの出し方,自治体公式Webページ,https://www.iinan.jp/soshiki/8/1865.html,飯南町,令和8年度,現行,2026-08-19,雲南市・飯南町事務組合への公式導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M057,S-M057-02,ごみの分別方法（いいしCC管内）,一部事務組合公式PDF,https://www.unnan-yume.net/files/format/kankyo_ebook_iishi.pdf,雲南市・飯南町事務組合,令和8年度,現行,2026-08-19,飯南町の住民向け分別区分,2,現行,,TRUE,INTERMUNICIPAL_AUTHORITY_DOMAIN,
M057,S-M057-03,令和8年度ごみ収集カレンダー,一部事務組合公式Webページ,https://www.unnan-yume.net/kankyo/gomi-calendar/calendar.php,雲南市・飯南町事務組合,令和8年度,2026,2026-08-19,飯南町頓原・赤来の現行運用,3,現行,,TRUE,INTERMUNICIPAL_AUTHORITY_DOMAIN,
M058,S-M058-01,ごみの種類と分別方法（令和6年12月改訂）,自治体公式Webページ,https://www.town.shimane-kawamoto.lg.jp/gyosei/gyosei_environment/environment/4377,川本町,令和8年度,2025-03,2026-08-19,しおり・ポスターへの公式導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M058,S-M058-02,令和8年度川本町ごみ収集日程表,自治体公式PDF,https://www.town.shimane-kawamoto.lg.jp/files/original/20260331171521171fa6559a6.pdf,川本町,令和8年度,2026,2026-08-19,現行収集区分・指定袋,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M058,S-M058-03,指定ごみ袋・粗大ごみシール,自治体公式Webページ,https://www.town.shimane-kawamoto.lg.jp/gyosei/gyosei_environment/environment/gomibukuro,川本町,令和8年度,現行,2026-08-19,可燃・不燃・容器プラ・PET・容器紙・缶・びんの独立袋,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M059,S-M059-01,ごみの種類と分別の仕方,自治体公式Webページ,https://gov.town.shimane-misato.lg.jp/kurasi/kankyo/246/guide,美郷町,令和8年度,2025-03-13,2026-08-19,分別しおり・ポスター、有害ごみ拡大,1,現行,,TRUE,MUNICIPAL_DOMAIN,
