municipality_id,category_id,自治体正式名称,category_group,parent_category_id,classification_level,表示順,collection_channel,代表品目,入れてはいけない物,適用条件,条件外の扱い,出す前の処理,袋・容器のルール,サイズ・条件,粗大ごみ扱いか,予約が必要か,有料か,料金ルール,自治体収集外か,注意事項,source_id,出典URL,出典ページ・該当箇所,確認日,ui_role,rule_status,effective_from,effective_to
M054,C-M054-01,金物類（粗大ごみを含む）,金物類（粗大ごみを含む）,,PRIMARY,1,CURBSIDE,金属製品・金属を含む粗大品,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,FALSE,FALSE,FALSE,,FALSE,,S-M054-01,https://www.city.gotsu.lg.jp/soshiki/12/39048.html,令和8年度収集日／金物類（粗大ごみを含む）,2026-08-19,SORT_BUCKET,CURRENT,,
M054,C-M054-02,有害ごみ（粗大ごみを含む）,有害ごみ（粗大ごみを含む）,,PRIMARY,2,CURBSIDE,電池類・蛍光灯・電球等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,品目別の市指定方法に従う,,,FALSE,FALSE,FALSE,,FALSE,,S-M054-01,https://www.city.gotsu.lg.jp/soshiki/12/39048.html,令和8年度収集日／有害ごみ（粗大ごみを含む）,2026-08-19,SORT_BUCKET,CURRENT,,
M054,C-M054-03,ガラス・陶器類（粗大ごみを含む）,ガラス・陶器類（粗大ごみを含む）,,PRIMARY,3,CURBSIDE,ガラス・陶器類,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,割れ物は危険防止,,,FALSE,FALSE,FALSE,,FALSE,,S-M054-01,https://www.city.gotsu.lg.jp/soshiki/12/39048.html,令和8年度収集日／ガラス・陶器類（粗大ごみを含む）,2026-08-19,SORT_BUCKET,CURRENT,,
M054,C-M054-04,燃やせるごみ,燃やせるごみ,,PRIMARY,4,CURBSIDE,生ごみ・紙くず等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,生ごみは水切り,市指定袋,,FALSE,FALSE,FALSE,,FALSE,,S-M054-01,https://www.city.gotsu.lg.jp/soshiki/12/39048.html,令和8年度収集日／燃やせるごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M054,C-M054-05,燃やせる粗大ごみ,燃やせる粗大ごみ,,PRIMARY,5,CURBSIDE,指定袋に入らない可燃大型品,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,市指定ごみ券を貼る,,長さ2m程度まで等の市基準,TRUE,FALSE,FALSE,,FALSE,,S-M054-01,https://www.city.gotsu.lg.jp/soshiki/12/39048.html,令和8年度収集日／燃やせる粗大ごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M054,C-M054-06,ビン類,ビン類,,PRIMARY,6,CURBSIDE,飲食用びん,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中身を空にして洗い、ふたを外す,,,FALSE,FALSE,FALSE,,FALSE,,S-M054-02,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,家庭ごみの分け方／ビン類,2026-08-19,SORT_BUCKET,CURRENT,,
M054,C-M054-07,缶類,缶類,,PRIMARY,7,CURBSIDE,飲料用アルミ缶・スチール缶,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中身を空にして洗い、つぶさない,,,FALSE,FALSE,FALSE,,FALSE,,S-M054-02,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,家庭ごみの分け方／缶類,2026-08-19,SORT_BUCKET,CURRENT,,
M054,C-M054-08,容器包装プラスチック類,容器包装プラスチック類,,PRIMARY,8,CURBSIDE,プラマークの容器包装,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,汚れを落とす。汚れが残る物は燃やせるごみ,,,FALSE,FALSE,FALSE,,FALSE,,S-M054-02,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,家庭ごみの分け方／容器包装プラスチック類,2026-08-19,SORT_BUCKET,CURRENT,,
M054,C-M054-09,ペットボトル,ペットボトル,,PRIMARY,9,CURBSIDE,PETマークのボトル,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,ふたとラベルを外し、つぶさない,,,FALSE,FALSE,FALSE,,FALSE,,S-M054-02,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,家庭ごみの分け方／ペットボトル,2026-08-19,SORT_BUCKET,CURRENT,,
M054,C-M054-10,発泡スチロール,発泡スチロール,,PRIMARY,10,CURBSIDE,発泡スチロール,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,テープ・シールを外し汚れを落とす,,,FALSE,FALSE,FALSE,,FALSE,,S-M054-02,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,家庭ごみの分け方／発泡スチロール,2026-08-19,SORT_BUCKET,CURRENT,,
