mapping_id,municipality_id,internal_item_id,branch_order,自治体での品目表記,category_id,分別区分正式名称,条件,前処理,例外分別先,自治体収集外,rule_status,effective_from,effective_to,category_source_id,category_source_url,category_source_locator,item_evidence_source_id,item_evidence_url,item_evidence_locator,確認日,mapping_status,evidence_scope,branch_review_status,reviewed_date,reviewed_by,備考
MAP-M054-I001-C-M054-09,M054,I001,1,category正式名称・代表品目から機械抽出,C-M054-09,ペットボトル,要品目別確認,ふたとラベルを外し、つぶさない,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M054-02,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,家庭ごみの分け方／ペットボトル,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M054-I004-C-M054-07,M054,I004,1,category正式名称・代表品目から機械抽出,C-M054-07,缶類,要品目別確認,中身を空にして洗い、つぶさない,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M054-02,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,家庭ごみの分け方／缶類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M054-I005-C-M054-07,M054,I005,1,category正式名称・代表品目から機械抽出,C-M054-07,缶類,要品目別確認,中身を空にして洗い、つぶさない,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M054-02,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,家庭ごみの分け方／缶類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M054-I006-C-M054-06,M054,I006,1,category正式名称・代表品目から機械抽出,C-M054-06,ビン類,要品目別確認,中身を空にして洗い、ふたを外す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M054-02,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,家庭ごみの分け方／ビン類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M054-I007-C-M054-11,M054,I007,1,category正式名称・代表品目から機械抽出,C-M054-11,白色トレイ,要品目別確認,汚れを落とす,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M054-02,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,家庭ごみの分け方／白色トレイ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M054-I012-C-M054-10,M054,I012,1,category正式名称・代表品目から機械抽出,C-M054-10,発泡スチロール,要品目別確認,テープ・シールを外し汚れを落とす,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M054-02,https://www.city.gotsu.lg.jp/soshiki/12/8529.html,家庭ごみの分け方／発泡スチロール,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M054-I018-C-M054-04,M054,I018,1,category正式名称・代表品目から機械抽出,C-M054-04,燃やせるごみ,要品目別確認,生ごみは水切り,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M054-01,https://www.city.gotsu.lg.jp/soshiki/12/39048.html,令和8年度収集日／燃やせるごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M054-I030-C-M054-02,M054,I030,1,category正式名称・代表品目から機械抽出,C-M054-02,有害ごみ（粗大ごみを含む）,要品目別確認,品目別の市指定方法に従う,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M054-01,https://www.city.gotsu.lg.jp/soshiki/12/39048.html,令和8年度収集日／有害ごみ（粗大ごみを含む）,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M054-I031-C-M054-02,M054,I031,1,category正式名称・代表品目から機械抽出,C-M054-02,有害ごみ（粗大ごみを含む）,要品目別確認,品目別の市指定方法に従う,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M054-01,https://www.city.gotsu.lg.jp/soshiki/12/39048.html,令和8年度収集日／有害ごみ（粗大ごみを含む）,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M055-I027-C-M055-09,M055,I027,1,category正式名称・代表品目から機械抽出,C-M055-09,有害ごみ2,要品目別確認,電池類は端子を絶縁,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M055-03,https://www.unnan-yume.net/files/format/kankyo_ebook_iishi.pdf,公式分別手引き／有害ごみ2,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
