review_evidence_id,review_id,municipality_id,source_id,locator,evidence_role,notes
CRE-M002-01,CR-M002-CATEGORY-COVERAGE,M002,S-M002-01,本文の燃えるごみ〜プラスチック類と地域別見出し,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M002-02,CR-M002-CATEGORY-COVERAGE,M002,S-M002-02,粗大ごみ収集見出し,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M002-03,CR-M002-CATEGORY-COVERAGE,M002,S-M002-03,電池類・蛍光管の見出し,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M002-04,CR-M002-CATEGORY-COVERAGE,M002,S-M002-04,小型充電式電池の見出し,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M003-01,CR-M003-CATEGORY-COVERAGE,M003,S-M003-02,目次P4〜11とP4〜8の全分別見出し,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M004-01,CR-M004-CATEGORY-COVERAGE,M004,S-M004-01,ごみの分け方と出し方カテゴリナビ全件,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M004-02,CR-M004-CATEGORY-COVERAGE,M004,S-M004-02,資源ごみ見出し,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M004-03,CR-M004-CATEGORY-COVERAGE,M004,S-M004-03,大形・不燃ごみ見出し,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M004-04,CR-M004-CATEGORY-COVERAGE,M004,S-M004-04,有害・危険ごみ及び乾電池見出し,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M005-01,CR-M005-CATEGORY-COVERAGE,M005,S-M005-04,第2編17〜18ページ：5種類19分別、表2-1のあきびん4種類,OFFICIAL_TOTAL,2026-08-18 category completeness review
CRE-M005-02,CR-M005-CATEGORY-COVERAGE,M005,S-M005-02,現行家庭ごみ案内の全区分見出し,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M006-01,CR-M006-CATEGORY-COVERAGE,M006,S-M006-02,P2〜4の収集区分・粗大・小型家電・収集外,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M007-01,CR-M007-CATEGORY-COVERAGE,M007,S-M007-01,分別種類表と燃やせる粗大ごみ・食用油見出し,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M008-01,CR-M008-CATEGORY-COVERAGE,M008,S-M008-02,全30ページのごみの区分列,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M009-01,CR-M009-CATEGORY-COVERAGE,M009,S-M009-02,現行ガイドP1〜15の分別章＋P9家庭用パソコン直接搬入ルート,PRIMARY_INDEX,2026-08-31 category completeness再監査。PC直接搬入を公式特殊ルートとして追加。
CRE-M010-01,CR-M010-CATEGORY-COVERAGE,M010,S-M010-01,家庭系ごみの出し方：5種14分別,OFFICIAL_TOTAL,2026-08-18 category completeness review
CRE-M011-01,CR-M011-CATEGORY-COVERAGE,M011,S-M011-02,令和8年度1ページ図解の全分別見出し,PRIMARY_INDEX,2026-08-18 category completeness review
