municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M002,S-M002-01,ごみ・リサイクルの出し方、収集日程,自治体公式Webページ,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,奥州市,令和8年度,2026-03-10,2026-08-17,全区分・前処理・袋条件・多言語,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M002,S-M002-02,令和8年度粗大ごみ収集について,自治体公式Webページ,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/9522.html,奥州市,令和8年度,2026,2026-08-17,粗大ごみ・サイズ条件,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M002,S-M002-03,電池類・蛍光管の廃棄方法,自治体公式Webページ,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/1280.html,奥州市,現行,,2026-08-17,電池・蛍光管,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M002,S-M002-04,小型充電式電池について,自治体公式Webページ,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/2/13684.html,奥州市,現行,,2026-08-17,充電池回収拠点・絶縁,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M003,S-M003-01,ごみ収集・し尿処理,自治体公式Webページ,https://www.town.nishiwaga.lg.jp/mokutekibetsudesagasu/gomi/2256.html,西和賀町,令和8年度,2026-03-31,2026-08-17,現行導線・粗大ごみ・資源・搬入,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M003,S-M003-02,西和賀町ごみ百科,自治体公式PDF,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,西和賀町,令和6年4月改定,2024-04,2026-08-17,分別区分・代表品目・袋条件,2,現行案内中,2026年度公式ページから案内,TRUE,MUNICIPAL_DOMAIN,
M004,S-M004-01,令和8年度ごみの分け方と出し方,自治体公式Webページ,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/17749649372176/,紫波町,令和8年度,2026-04-01,2026-08-17,区分体系・現行性,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M004,S-M004-02,資源ごみ,自治体公式Webページ,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,紫波町,現行,2026-04-01,2026-08-17,資源6区分・前処理,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M004,S-M004-03,大形・不燃ごみ,自治体公式Webページ,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,紫波町,現行,2024-04-09,2026-08-17,サイズ・袋・収集外,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M004,S-M004-04,有害・危険ごみ及び乾電池,自治体公式Webページ,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2353.html,紫波町,現行,2026-04-01,2026-08-17,蛍光管・電池・回収箱,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M005,S-M005-01,ごみの分別・出し方、粗大ごみの出し方,自治体公式Webページ,https://www.city.ishinomaki.lg.jp/d0010/d0030/d0010/d010/index.html,石巻市,令和8年度,,2026-08-17,公式導線・収集外,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M005,S-M005-02,永久保存版 家庭ごみの分け方・出し方,自治体公式PDF案内,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,石巻市,現行,2026-03-24,2026-08-17,分別区分・粗大ごみ,2,現行案内中,河北地区公式ページ経由,TRUE,MUNICIPAL_DOMAIN,
M005,S-M005-03,令和8年10月からプラスチックの分別収集を開始します,自治体公式Webページ,https://www.city.ishinomaki.lg.jp/cont/10301500/123/20260305162141.html,石巻市,令和8年度,2026-05-21,2026-08-17,将来施行区分・指定袋,1,施行予定,2026-10-01から適用,TRUE,MUNICIPAL_DOMAIN,
M006,S-M006-01,ごみ収集日のお知らせ,自治体公式Webページ,https://www.town.ogawara.miyagi.jp/1406.htm,大河原町,令和8年度,2026-03-05,2026-08-17,現行導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M006,S-M006-02,令和8年度 大河原町一般廃棄物処理実施計画,自治体公式PDF,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,大河原町,令和8年度,2026,2026-08-17,全区分・処理主体・収集外,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M006,S-M006-03,ごみの分別と出し方,一部事務組合公式資料,https://www.az9.or.jp/eisei/gomi-bunbetsu.html,仙南地域広域行政事務組合,令和8年2月改訂,2026-02,2026-08-17,50音別区分・前処理,2,現行,,TRUE,INTERMUNICIPAL_AUTHORITY_DOMAIN,
M007,S-M007-01,ごみの分別収集・し尿のくみ取りについて,自治体公式Webページ,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/847.html,加美町,令和8年度,2026-03-05,2026-08-17,全区分・粗大・搬入・検索導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M007,S-M007-02,プラスチックと有害ごみの収集について,自治体公式Webページ,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,加美町,令和6年度以降,,2026-08-17,プラスチック適用条件・有害ごみ,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M007,S-M007-03,使用済み小型家電の回収,自治体公式Webページ,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/3552.html,加美町,現行,,2026-08-17,小型家電・電池取り外し,2,現行,,TRUE,MUNICIPAL_DOMAIN,
