municipality_id,internal_item_id,branch_order,canonical_name,display_name,official_item_wording,category_id,category_name,condition,preparation,exception_destination,evidence_basis,item_evidence_source_id,item_evidence_url,item_evidence_locator,branch_review_status,checked_date,reviewer,note
M094,I001,1,ペットボトル,ペットボトル,ペットボトル,C-M094-02,ペットボトル,飲料・酒類・みりん類・酢類・しょうゆ類等の対象PETボトル,キャップとラベルを外し、中を洗い、軽くつぶして透明・半透明袋へ入れる,食用油・ソース・洗剤等のボトルはリサイクルプラ,DIRECT_ITEM,IS-M094-06,https://www.city.hiroshima.lg.jp/living/gomi-kankyo/1021277/1003072/1026094/1008424.html,「ペットボトル」2行,COMPLETE,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,公式品目行又は公式区分ルールと例外条件を手動照合。
M094,I002,1,ペットボトルのキャップ,キャップ,プラ製のキャップ,C-M094-03,リサイクルプラ,ペットボトルから外したプラスチック製キャップ,本体から外し、付着物を取り除いて透明・半透明袋へ入れる,金属製のふたは不燃ごみ、汚れが取れない物は可燃ごみ,DIRECT_ITEM,S-M094-01,https://www.city.hiroshima.lg.jp/living/gomi-kankyo/1021277/1003072/1026095/1026096/1003182.html,ペットボトル／ごみの出し方（キャップ）,COMPLETE,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,公式品目行又は公式区分ルールと例外条件を手動照合。
M094,I003,1,ペットボトルのラベル,ラベル,プラ製のラベル,C-M094-03,リサイクルプラ,ペットボトルから外したプラスチック製ラベル,本体から外し、透明・半透明袋へ入れる,紙製ラベルは可燃ごみ,DIRECT_ITEM,S-M094-01,https://www.city.hiroshima.lg.jp/living/gomi-kankyo/1021277/1003072/1026095/1026096/1003182.html,ペットボトル／ごみの出し方（ラベル）,COMPLETE,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,公式品目行又は公式区分ルールと例外条件を手動照合。
M094,I003,2,ペットボトルのラベル,ラベル,紙ラベル,C-M094-01,可燃ごみ,ペットボトルから外した紙製ラベル,本体から外し、じょうぶな紙袋またはポリ袋へ入れる,プラスチック製ラベルはリサイクルプラ,DIRECT_ITEM,IS-M094-10,https://www.city.hiroshima.lg.jp/living/gomi-kankyo/1021277/1003072/1026094/1008421.html,「しょうゆの容器 ペットボトル」の備考（紙ラベル）,COMPLETE,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,公式品目行又は公式区分ルールと例外条件を手動照合。
M094,I004,1,アルミ缶,アルミ缶,アルミ缶,C-M094-06,資源ごみ,中身を使い切ったアルミ缶,中を洗ってきれいにし、じょうぶな袋へ入れる,スプレー缶は同じ資源ごみだが、屋外ガス抜き等の個別条件に従う,DIRECT_ITEM,IS-M094-09,https://www.city.hiroshima.lg.jp/living/gomi-kankyo/1021277/1003072/1026094/1008419.html,「アルミ缶」の行,COMPLETE,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,公式品目行又は公式区分ルールと例外条件を手動照合。
M094,I005,1,スチール缶,スチール缶,スチール缶,C-M094-06,資源ごみ,中身を使い切ったスチール缶,中を洗ってきれいにし、じょうぶな袋へ入れる,中身の残る油缶・塗料缶等は市で収集しない,DIRECT_ITEM,IS-M094-10,https://www.city.hiroshima.lg.jp/living/gomi-kankyo/1021277/1003072/1026094/1008421.html,「スチール缶」の行,COMPLETE,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,公式品目行又は公式区分ルールと例外条件を手動照合。
M094,I006,1,ガラスびん,びん,びん(ガラス) 薬・飲料・食料品等用,C-M094-06,資源ごみ,薬・飲料・食料品等用のガラスびん,ふたを外し、中を洗って、じょうぶな袋へ入れる,乳白色化粧品びん・マニキュアびん・耐熱ガラスは不燃ごみ,DIRECT_ITEM,IS-M094-06,https://www.city.hiroshima.lg.jp/living/gomi-kankyo/1021277/1003072/1026094/1008424.html,「びん(ガラス) 薬・飲料・食料品等用」の行,COMPLETE,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,公式品目行又は公式区分ルールと例外条件を手動照合。
M094,I007,1,白色食品トレー,白いトレー,トレイ 発泡トレイ,C-M094-03,リサイクルプラ,白色の食品用発泡トレイで付着物を取り除ける物,きれいに洗い、透明・半透明袋へ入れる,汚れが取り除けない物は可燃ごみ。店頭回収も利用可,DIRECT_ITEM,S-M094-01,https://www.city.hiroshima.lg.jp/living/gomi-kankyo/1021277/1003072/1026095/1026096/1003182.html,リサイクルプラ／食品トレーの例示とごみの出し方,COMPLETE,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,公式品目行又は公式区分ルールと例外条件を手動照合。
M094,I007,2,白色食品トレー,白いトレー,汚れが取れない食品トレイ,C-M094-01,可燃ごみ,付着物を水洗い・拭き取りで取り除けない白色食品トレイ,中身を空にし、じょうぶな紙袋またはポリ袋へ入れる,汚れを取り除ける物はリサイクルプラ,DIRECT_ITEM,S-M094-01,https://www.city.hiroshima.lg.jp/living/gomi-kankyo/1021277/1003072/1026095/1026096/1003182.html,リサイクルプラ／ごみの出し方（汚れが取れない場合）,COMPLETE,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,公式品目行又は公式区分ルールと例外条件を手動照合。
M094,I008,1,色柄食品トレー,色のトレー,トレイ 発泡トレイ／プラスチック製,C-M094-03,リサイクルプラ,色柄を問わず、食品用プラスチックトレイで付着物を取り除ける物,きれいに洗い、透明・半透明袋へ入れる,汚れが取り除けない物は可燃ごみ。公式区分は色で分けない,DIRECT_ITEM,IS-M094-05,https://www.city.hiroshima.lg.jp/living/gomi-kankyo/1021277/1003072/1026094/1008422.html,「トレイ 発泡トレイ」「トレイ プラスチック製」の行,COMPLETE,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,公式品目行又は公式区分ルールと例外条件を手動照合。
