municipality_id,internal_item_id,branch_order,canonical_name,display_name,official_item_wording,category_id,category_name,condition,preparation,exception_destination,evidence_basis,item_evidence_source_id,item_evidence_url,item_evidence_locator,branch_review_status,checked_date,reviewer,note
M009,I001,1,ペットボトル,ペットボトル,ペットボトル,C-M009-05,ペットボトル,PET認識マークのある飲料・酒類・しょうゆ用ボトル,キャップとラベルを外し、中をすすぐ,認識マークなしはもやせるごみ,DIRECT_ITEM,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,P6・分別早見表『ペットボトル（認識マークあり）』,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
M009,I002,1,ペットボトルのキャップ,キャップ,ペットボトルのキャップ,C-M009-01,もやせるごみ,ペットボトルから外したプラスチック製キャップ,本体から外してもやせるごみへ出す,ペットボトル本体とは分ける,DIRECT_ITEM,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,P6・分別早見表『ペットボトル』注意事項,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
M009,I003,1,ペットボトルのラベル,ラベル,ペットボトルのラベル,C-M009-01,もやせるごみ,ペットボトルから外したラベル,本体から外してもやせるごみへ出す,ペットボトル本体とは分ける,DIRECT_ITEM,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,P6・分別早見表『ペットボトル』注意事項,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
M009,I004,1,アルミ缶,アルミ缶,アルミ缶,C-M009-04,缶類,飲料・食品用のアルミ缶,中身を空にし、必要に応じすすぐ,内側コーティング等の対象外缶はもやせないごみ,DIRECT_ITEM,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,分別早見表『缶（飲料・食料・調味料用）』,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
M009,I005,1,スチール缶,スチール缶,スチール缶,C-M009-04,缶類,飲料・食品用のスチール缶,中身を空にし、必要に応じすすぐ,内側コーティング等の対象外缶はもやせないごみ,DIRECT_ITEM,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,分別早見表『缶（飲料・食料・調味料用）』,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
M009,I006,1,ガラスびん,びん,ガラスびん,C-M009-03,びん類,割れていない飲料・食品・調味料用びん,キャップを外し、中をすすぐ,割れたびん・ガラス製品はもやせないごみ,DIRECT_ITEM,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,分別早見表『びん（飲料・調味料用）』,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
M009,I007,1,白色食品トレー,白いトレー,白色食品トレー,C-M009-01,もやせるごみ,白色の食品トレイ,食品残渣を除いてもやせるごみへ出す,洗浄して店頭回収への協力も可,DIRECT_ITEM,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,分別早見表 P23『食品トレイ（白色トレイ）』,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
M009,I008,1,色柄食品トレー,色のトレー,色柄食品トレー,C-M009-01,もやせるごみ,白色以外の食品トレイ,食品残渣を除いてもやせるごみへ出す,店頭回収の対象条件は回収先に従う,DIRECT_ITEM,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,分別早見表『食品トレイ（白色トレイ以外）』,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
M009,I009,1,弁当容器,弁当の容器,弁当容器,C-M009-01,もやせるごみ,家庭から出るプラスチック製弁当容器,中身を除いてもやせるごみへ出す,汚れ・材質に応じて個別品目表を確認,OFFICIAL_RULE_DERIVED,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,分別早見表『コンビニ弁当箱』,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
M009,I010,1,お菓子の袋,お菓子の袋,お菓子の袋,C-M009-01,もやせるごみ,家庭から出る菓子袋,中身を除いてもやせるごみへ出す,金属製の容器は別区分,DIRECT_ITEM,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,分別早見表 P18『菓子袋（紙・ビニール・プラスチック製）』,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
M009,I011,1,レジ袋,レジ袋,レジ袋,C-M009-01,もやせるごみ,家庭から出るレジ袋,中身を除いてもやせるごみへ出す,材質が異なる大型品は個別品目表を確認,DIRECT_ITEM,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,分別早見表 P18『買い物袋（レジ袋・エコバッグ）』,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
M009,I012,1,発泡スチロール,発泡スチロール,発泡スチロール,C-M009-01,もやせるごみ,家庭から出る発泡スチロール,異物を除いてもやせるごみへ出す,大型・特殊用途品は個別品目表を確認,DIRECT_ITEM,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,分別早見表『発泡スチロール』,COMPLETE,2026-08-31,OPENAI_M009_APP_READY_V1,現行公式ガイドの品目行・分別ルールを照合。
