municipality_id,internal_item_id,branch_order,canonical_name,display_name,official_item_wording,category_id,category_name,condition,preparation,exception_destination,evidence_basis,item_evidence_source_id,item_evidence_url,item_evidence_locator,branch_review_status,checked_date,reviewer,note
M095,I001,1,ペットボトル,ペットボトル,ペットボトル,C-M095-05,資源物（びん類・缶類・ペットボトル）,飲料用・食品用のペットボトル,中身を空にして軽く水洗いし、ラベルとフタを外して専用網袋へ入れる,外したフタ・ラベルは2026年4月からプラスチック資源,DIRECT_ITEM,IS-M095-03,https://www.city.kure.lg.jp/soshiki/19/gomidashinew-html.html,資源物［ペットボトル］,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I002,1,ペットボトルのキャップ,キャップ,ペットボトルのフタ,C-M095-04,プラスチック資源,ペットボトルから外したプラスチック製フタ,本体から外し、汚れを落としてプラスチック資源専用指定袋へ入れる,汚れが落ちない物は燃えるごみ,DIRECT_ITEM,IS-M095-09,https://www.city.kure.lg.jp/uploaded/attachment/106973.pdf,市政だより令和8年1月号6頁「4月からペットボトルのふたとラベルはプラスチック資源へ」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I003,1,ペットボトルのラベル,ラベル,ペットボトルのラベル,C-M095-04,プラスチック資源,ペットボトルから外したプラスチック製ラベル,本体から外し、汚れを落としてプラスチック資源専用指定袋へ入れる,汚れが落ちない物は燃えるごみ,DIRECT_ITEM,IS-M095-09,https://www.city.kure.lg.jp/uploaded/attachment/106973.pdf,市政だより令和8年1月号6頁「4月からペットボトルのふたとラベルはプラスチック資源へ」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I004,1,アルミ缶,アルミ缶,アルミ缶,C-M095-05,資源物（びん類・缶類・ペットボトル）,飲料・食品用のアルミ缶,中身を全部取り除いて軽く水洗いし、袋から出して専用網袋へ入れる,汚れや臭いが取れない物・腐敗した物は燃えないごみ,DIRECT_ITEM,IS-M095-03,https://www.city.kure.lg.jp/soshiki/19/gomidashinew-html.html,資源物［缶類］,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I005,1,スチール缶,スチール缶,スチール缶,C-M095-05,資源物（びん類・缶類・ペットボトル）,飲料・食品用のスチール缶,中身を全部取り除いて軽く水洗いし、袋から出して専用網袋へ入れる,汚れや臭いが取れない物・腐敗した物は燃えないごみ,DIRECT_ITEM,IS-M095-03,https://www.city.kure.lg.jp/soshiki/19/gomidashinew-html.html,資源物［缶類］,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I006,1,ガラスびん,びん,ガラスびん（飲料用・食品用）,C-M095-05,資源物（びん類・缶類・ペットボトル）,飲料・食品用のガラスびん,フタを取り、中身を空にして軽く水洗いし、無色透明・茶色・その他の色に分けて各コンテナへ入れる,乳白色・汚れがひどい物・割れた物は燃えないごみ,DIRECT_ITEM,IS-M095-04,https://www.city.kure.lg.jp/uploaded/attachment/109400.pdf,か音50音表「ガラスびん（飲料用，食品用）」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I006,2,ガラスびん,びん,飲料・食品用以外のガラスびん,C-M095-02,燃えないごみ,飲料・食品用以外のガラスびん、乳白色びん、汚れがひどい又は割れたびん,割れや欠けがある場合は丈夫な紙などで包み、燃えないごみの指定袋へ入れる,飲料・食品用で状態の良いびんは資源物,DIRECT_ITEM,IS-M095-04,https://www.city.kure.lg.jp/uploaded/attachment/109400.pdf,か音50音表「ガラスびん（飲料用，食品用以外）」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I007,1,白色食品トレー,白いトレー,白色食品トレイ,C-M095-04,プラスチック資源,プラスチックだけでできた50cm未満の白色食品トレイで汚れが落ちる物,中身を除き軽く水洗いし、プラスチック資源専用指定袋へ入れる,汚れが落ちない物は燃えるごみ,DIRECT_ITEM,IS-M095-09,https://www.city.kure.lg.jp/uploaded/attachment/106973.pdf,市政だより令和8年1月号4頁「トレイ類」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I007,2,白色食品トレー,白いトレー,汚れが落ちない白色食品トレイ,C-M095-01,燃えるごみ,水洗いしても食品汚れが落ちない白色食品トレイ,中身を空にし、燃えるごみの指定袋へ入れる,汚れが落ちる物はプラスチック資源,OFFICIAL_RULE_DERIVED,IS-M095-08,https://www.city.kure.lg.jp/soshiki/18/plastic-bunbetu.html,プラスチック資源「水洗いしても汚れが落ちないもの」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I008,1,色柄食品トレー,色のトレー,色柄食品トレイ,C-M095-04,プラスチック資源,プラスチックだけでできた50cm未満の色柄食品トレイで汚れが落ちる物,中身を除き軽く水洗いし、プラスチック資源専用指定袋へ入れる,汚れが落ちない物は燃えるごみ,OFFICIAL_RULE_DERIVED,IS-M095-08,https://www.city.kure.lg.jp/soshiki/18/plastic-bunbetu.html,プラスチック資源の対象条件,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I008,2,色柄食品トレー,色のトレー,汚れが落ちない色柄食品トレイ,C-M095-01,燃えるごみ,水洗いしても食品汚れが落ちない色柄食品トレイ,中身を空にし、燃えるごみの指定袋へ入れる,汚れが落ちる物はプラスチック資源,OFFICIAL_RULE_DERIVED,IS-M095-08,https://www.city.kure.lg.jp/soshiki/18/plastic-bunbetu.html,プラスチック資源「水洗いしても汚れが落ちないもの」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I009,1,弁当容器,弁当の容器,プラスチック製弁当容器,C-M095-04,プラスチック資源,プラスチックだけでできた50cm未満の弁当容器で汚れが落ちる物,中身を除き軽く水洗いし、プラスチック資源専用指定袋へ入れる,汚れが落ちない物は燃えるごみ,OFFICIAL_RULE_DERIVED,IS-M095-08,https://www.city.kure.lg.jp/soshiki/18/plastic-bunbetu.html,プラスチック資源の対象条件,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I009,2,弁当容器,弁当の容器,汚れが落ちない弁当容器,C-M095-01,燃えるごみ,水洗いしても食品汚れが落ちないプラスチック製弁当容器,中身を空にし、燃えるごみの指定袋へ入れる,汚れが落ちる物はプラスチック資源,OFFICIAL_RULE_DERIVED,IS-M095-08,https://www.city.kure.lg.jp/soshiki/18/plastic-bunbetu.html,プラスチック資源「水洗いしても汚れが落ちないもの」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I010,1,お菓子の袋,お菓子の袋,プラスチック製菓子袋,C-M095-04,プラスチック資源,プラスチックだけでできた菓子袋で汚れが落ちる物,中身を空にし、必要に応じて軽く水洗いしてプラスチック資源専用指定袋へ入れる,汚れが落ちない物は燃えるごみ,OFFICIAL_RULE_DERIVED,IS-M095-08,https://www.city.kure.lg.jp/soshiki/18/plastic-bunbetu.html,プラスチック資源の対象条件,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I010,2,お菓子の袋,お菓子の袋,汚れが落ちない菓子袋,C-M095-01,燃えるごみ,食品汚れが落ちないプラスチック製菓子袋,中身を空にし、燃えるごみの指定袋へ入れる,汚れが落ちる物はプラスチック資源,OFFICIAL_RULE_DERIVED,IS-M095-08,https://www.city.kure.lg.jp/soshiki/18/plastic-bunbetu.html,プラスチック資源「汚れが落ちないもの」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I011,1,レジ袋,レジ袋,レジ袋,C-M095-04,プラスチック資源,プラスチックだけでできた50cm未満の清潔なレジ袋,内容物を除き、プラスチック資源専用指定袋へ入れる,汚れが落ちない物は燃えるごみ,OFFICIAL_RULE_DERIVED,IS-M095-08,https://www.city.kure.lg.jp/soshiki/18/plastic-bunbetu.html,プラスチック資源の対象条件,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I011,2,レジ袋,レジ袋,汚れが落ちないレジ袋,C-M095-01,燃えるごみ,汚れが落ちないプラスチック製レジ袋,内容物を除き、燃えるごみの指定袋へ入れる,清潔な物はプラスチック資源,OFFICIAL_RULE_DERIVED,IS-M095-08,https://www.city.kure.lg.jp/soshiki/18/plastic-bunbetu.html,プラスチック資源「汚れが落ちないもの」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I012,1,発泡スチロール,発泡スチロール,発泡スチロール,C-M095-04,プラスチック資源,プラスチックだけでできた50cm未満の発泡スチロールで汚れが落ちる物,テープ等の異物を外し、必要に応じて洗ってプラスチック資源専用指定袋へ入れる,汚れが落ちない物は燃えるごみ。50cm以上で小さくできない物は粗大ごみ,DIRECT_ITEM,IS-M095-09,https://www.city.kure.lg.jp/uploaded/attachment/106973.pdf,市政だより令和8年1月号4頁「発泡スチロール製の食品トレイ・緩衝材」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
M095,I012,2,発泡スチロール,発泡スチロール,汚れが落ちない発泡スチロール,C-M095-01,燃えるごみ,水洗いしても汚れが落ちない発泡スチロール,異物を除き、燃えるごみの指定袋へ入れる,汚れが落ちる50cm未満はプラスチック資源,OFFICIAL_RULE_DERIVED,IS-M095-08,https://www.city.kure.lg.jp/soshiki/18/plastic-bunbetu.html,プラスチック資源「水洗いしても汚れが落ちないもの」,COMPLETE,2026-08-24,OPENAI_CODEX_M095_APP_READINESS_V1,公式品目行又は現行公式ルールから条件枝を手動照合。
