municipality_id,internal_item_id,branch_order,canonical_name,display_name,official_item_wording,category_id,category_name,condition,preparation,exception_destination,evidence_basis,item_evidence_source_id,item_evidence_url,item_evidence_locator,branch_review_status,checked_date,reviewer,note
M020,I001,1,ペットボトル,ペットボトル,ペットボトル,C-M020-10,ペットボトル,PETボトル識別表示のある飲料等のボトル,キャップ・ラベルを外し、水洗いする,葵・駿河区は回収拠点、清水区は集積所の専用回収箱,DIRECT_ITEM,IS-M020-04,https://www.city.shizuoka.lg.jp/gomi/hinmoku/00258.html,分別区分：葵区・駿河区/清水区ともペットボトル,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I002,1,ペットボトルのキャップ,キャップ,ペットボトルのキャップ,C-M020-01,可燃ごみ,ペットボトルから外したプラスチック製キャップ,ボトルから外して可燃ごみへ出す,ペットボトル・製品プラ回収BOXには入れない,DIRECT_ITEM,IS-M020-05,https://www.city.shizuoka.lg.jp/s2487/faq/s000010.html,回答：ペットボトルキャップは可燃ごみ,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I003,1,ペットボトルのラベル,ラベル,ペットボトルのラベル,C-M020-01,可燃ごみ,ペットボトルから外したラベル,ボトルから外して可燃ごみへ出す,ペットボトル回収には混ぜない,DIRECT_ITEM,IS-M020-06,https://www.city.shizuoka.lg.jp/gomi/hinmoku/03591.html,分別区分：両地域とも可燃ごみ,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I004,1,アルミ缶,アルミ缶,アルミ缶,C-M020-09,缶,家庭の飲料・食品用アルミ缶,中身を空にして出す,スプレー缶は別に分ける,DIRECT_ITEM,IS-M020-07,https://www.city.shizuoka.lg.jp/gomi/hinmoku/00121.html,分別区分：資源物（缶）,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I005,1,スチール缶,スチール缶,スチール缶,C-M020-09,缶,家庭の飲料・食品用スチール缶,中身を空にして出す,スプレー缶は別に分ける,DIRECT_ITEM,IS-M020-08,https://www.city.shizuoka.lg.jp/gomi/hinmoku/01988.html,分別区分：資源物（缶）,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I006,1,ガラスびん,びん,ガラスびん,C-M020-08,びん,飲食用等のびんで割れていないもの,キャップを外し、中を水洗いする,割れたびん・コップ・耐熱ガラス等は不燃・粗大ごみ,DIRECT_ITEM,IS-M020-09,https://www.city.shizuoka.lg.jp/gomi/s000677.html,びんの出し方・回収対象外,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I007,1,白色食品トレー,白いトレー,白色食品トレー,C-M020-01,可燃ごみ,白色の食品トレイ,食品残渣を除いて可燃ごみへ出す,製品プラスチック回収BOXの対象外,DIRECT_ITEM,IS-M020-10,https://www.city.shizuoka.lg.jp/gomi/hinmoku/01860.html,分別区分：両地域とも可燃ごみ,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I008,1,色柄食品トレー,色のトレー,色柄食品トレー,C-M020-01,可燃ごみ,色柄の食品トレイ,食品残渣を除いて可燃ごみへ出す,製品プラスチック回収BOXの対象外,OFFICIAL_RULE_DERIVED,IS-M020-10,https://www.city.shizuoka.lg.jp/gomi/hinmoku/01860.html,食品トレイの分別区分：両地域とも可燃ごみ,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I009,1,弁当容器,弁当の容器,弁当容器,C-M020-01,可燃ごみ,プラスチック製の弁当容器,食品残渣を除いて可燃ごみへ出す,製品プラスチック回収BOXの対象外,OFFICIAL_RULE_DERIVED,IS-M020-11,https://www.city.shizuoka.lg.jp/s2487/seihinpura.html,回収BOXに持込できないもの：お弁当の容器,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I010,1,お菓子の袋,お菓子の袋,お菓子の袋,C-M020-01,可燃ごみ,菓子のプラスチック製容器包装袋,中身を除いて可燃ごみへ出す,製品プラスチック回収BOXの対象外,OFFICIAL_RULE_DERIVED,IS-M020-11,https://www.city.shizuoka.lg.jp/s2487/seihinpura.html,容器包装プラスチックは製品プラ回収対象外という現行ルール,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I011,1,レジ袋,レジ袋,レジ袋,C-M020-01,可燃ごみ,家庭から出るレジ袋,中身を除いて可燃ごみへ出す,製品プラスチック回収BOXには入れない,DIRECT_ITEM,IS-M020-12,https://www.city.shizuoka.lg.jp/gomi/hinmoku/04259.html,分別区分：両地域とも可燃ごみ,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I012,1,発泡スチロール,発泡スチロール,発泡スチロール,C-M020-01,可燃ごみ,家庭から出る発泡スチロール,テープ等の異物を除いて可燃ごみへ出す,発泡スチロールカッター等の製品は別品目,DIRECT_ITEM,IS-M020-13,https://www.city.shizuoka.lg.jp/gomi/hinmoku/03084.html,分別区分：両地域とも可燃ごみ,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I013,1,新聞,新聞,新聞,C-M020-12,新聞,新聞・折込広告,種類別にまとめて古紙回収へ出す,汚れ・加工等で古紙回収できない紙は可燃ごみ,DIRECT_ITEM,IS-M020-14,https://www.city.shizuoka.lg.jp/documents/667/p17-22gominowakekatahayamihyouaosuru.pdf,早見表：新聞紙→古紙・雑がみ,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I014,1,段ボール,段ボール,段ボール,C-M020-14,段ボール,アルミ加工のない通常の段ボール,折りたたみ、古紙回収へ出す,アルミ加工ありは可燃ごみ,DIRECT_ITEM,IS-M020-15,https://www.city.shizuoka.lg.jp/gomi/hinmoku/02362.html,分別区分：資源物（古紙・雑がみ類）,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I014,2,段ボール,段ボール,アルミ加工段ボール,C-M020-01,可燃ごみ,内側等にアルミ加工がある段ボール,可燃ごみとして出す,アルミ加工なしは資源物（古紙・雑がみ類）,DIRECT_ITEM,IS-M020-44,https://www.city.shizuoka.lg.jp/gomi/hinmoku/02361.html,分別区分：アルミ加工ありは可燃ごみ,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I015,1,雑誌,雑誌,雑誌,C-M020-13,雑誌・雑がみ,家庭から出る雑誌,紙以外の付属物を外して古紙回収へ出す,汚れ・加工等で古紙回収できない紙は可燃ごみ,DIRECT_ITEM,IS-M020-16,https://www.city.shizuoka.lg.jp/gomi/hinmoku/01530.html,分別区分：資源物（古紙・雑がみ類）,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I016,1,雑紙・菓子箱,紙の箱,紙製菓子箱,C-M020-13,雑誌・雑がみ,紙製で資源化できる菓子箱・紙箱,紙以外の付属物を外して古紙回収へ出す,汚れ・加工等で古紙回収できないものは可燃ごみ,DIRECT_ITEM,IS-M020-17,https://www.city.shizuoka.lg.jp/gomi/hinmoku/00708.html,分別区分：資源物（古紙・雑がみ類）,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I017,1,紙パック,牛乳パック,紙パック（アルミ加工なし）,C-M020-15,紙パック,内側にアルミ加工のない飲料用紙パック,洗浄・乾燥し、紙以外の付属物を外して回収へ出す,アルミ加工ありは可燃ごみ,DIRECT_ITEM,IS-M020-18,https://www.city.shizuoka.lg.jp/gomi/hinmoku/00831.html,分別区分：アルミ加工なしは資源物（古紙・雑がみ類）,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
M020,I017,2,紙パック,牛乳パック,紙パック（アルミ加工あり）,C-M020-01,可燃ごみ,内側にアルミ加工がある紙パック,可燃ごみとして出す,アルミ加工なしは資源物（古紙・雑がみ類）,DIRECT_ITEM,IS-M020-19,https://www.city.shizuoka.lg.jp/gomi/hinmoku/00830.html,分別区分：アルミ加工ありは可燃ごみ,COMPLETE,2026-08-31,OPENAI_M020_APP_READY_V1,現行公式品目ページ又は公式区分ルールで必要条件枝を照合。
