municipality_id,internal_item_id,branch_order,canonical_name,display_name,official_item_wording,category_id,category_name,condition,preparation,exception_destination,evidence_basis,item_evidence_source_id,item_evidence_url,item_evidence_locator,branch_review_status,checked_date,reviewer,note
M099,I001,1,ペットボトル,ペットボトル,ペットボトル（プラマークがあるもの）,C-M099-02,容器包装プラスチックごみ,プラマークのあるPETボトルで中身を空にし汚れを落とせるもの,ふた・ラベルを外して水で軽くゆすぐ,汚れが落ちないものは燃やせるごみ,DIRECT_ITEM,S-M099-06,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314133.html,分別辞典『ペットボトル』,COMPLETE,2026-08-31,OPENAI_M099_APP_READY_V1,教材UIには詳細条件を出さず、既存の地域variantを学習者向け正答として維持。
M099,I001,2,ペットボトル,ペットボトル,汚れが落ちない容器包装プラスチック,C-M099-01,燃やせるごみ,PETボトルでも汚れが落ちず容器包装プラとして出せないもの,中身を使い切って出す,洗浄できるPETボトルは容器包装プラスチックごみ,OFFICIAL_RULE_DERIVED,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁『燃やせるごみ』汚れが落ちない容器包装プラスチック,COMPLETE,2026-08-31,OPENAI_M099_APP_READY_V1,教材UIには詳細条件を出さず、既存の地域variantを学習者向け正答として維持。
M099,I002,1,ペットボトルのキャップ,キャップ,ペットボトルのふた,C-M099-02,容器包装プラスチックごみ,PETボトルから外したプラスチック製キャップ,ボトルから外し、ボトル・ラベルと同じ袋へ入れる,材質が異なる場合は品目別に確認,OFFICIAL_RULE_DERIVED,S-M099-03,https://www.city.fukuyama.hiroshima.jp/uploaded/attachment/273294.pdf,内海町版『容器包装プラスチックごみ』：ボトル・ふた・ラベルは同じ袋,COMPLETE,2026-08-31,OPENAI_M099_APP_READY_V1,教材UIには詳細条件を出さず、既存の地域variantを学習者向け正答として維持。
M099,I003,1,ペットボトルのラベル,ラベル,ペットボトルのラベル,C-M099-02,容器包装プラスチックごみ,PETボトルから外したプラスチック製ラベル,ボトルから外し、ボトル・ふたと同じ袋へ入れる,材質が異なる場合は品目別に確認,OFFICIAL_RULE_DERIVED,S-M099-03,https://www.city.fukuyama.hiroshima.jp/uploaded/attachment/273294.pdf,内海町版『容器包装プラスチックごみ』：ボトル・ふた・ラベルは同じ袋,COMPLETE,2026-08-31,OPENAI_M099_APP_READY_V1,教材UIには詳細条件を出さず、既存の地域variantを学習者向け正答として維持。
M099,I004,1,アルミ缶,アルミ缶,アルミ缶,C-M099-04,資源ごみ,中身を空にした家庭用アルミ缶,中身を空にして出す,さびたりボロボロの缶は不燃（破砕）ごみ,DIRECT_ITEM,S-M099-06,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314133.html,分別辞典『缶』『アルミ缶』,COMPLETE,2026-08-31,OPENAI_M099_APP_READY_V1,教材UIには詳細条件を出さず、既存の地域variantを学習者向け正答として維持。
M099,I004,2,アルミ缶,アルミ缶,さびたりボロボロになった缶,C-M099-05,不燃（破砕）ごみ,腐食・破損が進み資源缶として扱えないアルミ缶,中身を完全に除く,通常状態のアルミ缶は資源ごみ,DIRECT_ITEM,S-M099-06,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314133.html,分別辞典『缶』：さびたりボロボロになった缶,COMPLETE,2026-08-31,OPENAI_M099_APP_READY_V1,教材UIには詳細条件を出さず、既存の地域variantを学習者向け正答として維持。
M099,I005,1,スチール缶,スチール缶,スチール缶,C-M099-04,資源ごみ,中身を空にした家庭用スチール缶,中身を空にして出す,さびたりボロボロの缶は不燃（破砕）ごみ,DIRECT_ITEM,S-M099-06,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314133.html,分別辞典『スチール缶』『缶』,COMPLETE,2026-08-31,OPENAI_M099_APP_READY_V1,教材UIには詳細条件を出さず、既存の地域variantを学習者向け正答として維持。
M099,I005,2,スチール缶,スチール缶,さびたりボロボロになった缶,C-M099-05,不燃（破砕）ごみ,腐食・破損が進み資源缶として扱えないスチール缶,中身を完全に除く,通常状態のスチール缶は資源ごみ,DIRECT_ITEM,S-M099-06,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314133.html,分別辞典『缶』：さびたりボロボロになった缶,COMPLETE,2026-08-31,OPENAI_M099_APP_READY_V1,教材UIには詳細条件を出さず、既存の地域variantを学習者向け正答として維持。
M099,I006,1,ガラスびん,びん,びん（ガラス製）,C-M099-04,資源ごみ,家庭から出る飲食物等の割れていないガラスびん,中身・ふたを取り除く,陶磁器製びん・ガラス製品・割れ物は不燃（破砕）ごみ,DIRECT_ITEM,S-M099-06,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314133.html,分別辞典『びん』『薬びん（飲み薬）』,COMPLETE,2026-08-31,OPENAI_M099_APP_READY_V1,教材UIには詳細条件を出さず、既存の地域variantを学習者向け正答として維持。
M099,I006,2,ガラスびん,びん,ガラス製品・割れ物,C-M099-05,不燃（破砕）ごみ,資源びんとして扱わないガラス製品又は割れたガラスびん,割れて危険な場合は新聞紙等で包み『キケン』と表示,割れていない資源対象びんは資源ごみ,OFFICIAL_RULE_DERIVED,S-M099-06,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314133.html,分別辞典『花瓶』『湯のみ』等のガラス・陶磁器扱い,COMPLETE,2026-08-31,OPENAI_M099_APP_READY_V1,教材UIには詳細条件を出さず、既存の地域variantを学習者向け正答として維持。
