mapping_id,municipality_id,internal_item_id,branch_order,自治体での品目表記,category_id,分別区分正式名称,条件,前処理,例外分別先,自治体収集外,rule_status,effective_from,effective_to,category_source_id,category_source_url,category_source_locator,item_evidence_source_id,item_evidence_url,item_evidence_locator,確認日,mapping_status,evidence_scope,branch_review_status,reviewed_date,reviewed_by,備考
MAP-M095-I001-C-M095-05,M095,I001,1,category正式名称・代表品目から機械抽出,C-M095-05,資源物（びん類・缶類・ペットボトル）,要品目別確認,中身を空にする,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M095-01,https://www.city.kure.lg.jp/soshiki/19/gomidasicalender2026.html,資源物（びん類・缶類・ペットボトル）,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M095-I006-C-M095-05,M095,I006,1,category正式名称・代表品目から機械抽出,C-M095-05,資源物（びん類・缶類・ペットボトル）,要品目別確認,中身を空にする,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M095-01,https://www.city.kure.lg.jp/soshiki/19/gomidasicalender2026.html,資源物（びん類・缶類・ペットボトル）,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M095-I021-C-M095-01,M095,I021,1,category正式名称・代表品目から機械抽出,C-M095-01,燃えるごみ,要品目別確認,生ごみは水切りする,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M095-01,https://www.city.kure.lg.jp/soshiki/19/gomidasicalender2026.html,燃えるごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M095-I023-C-M095-02,M095,I023,1,category正式名称・代表品目から機械抽出,C-M095-02,燃えないごみ,要品目別確認,電池を外し、危険物は安全に保護して出す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M095-01,https://www.city.kure.lg.jp/soshiki/19/gomidasicalender2026.html,燃えないごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M095-I030-C-M095-07,M095,I030,1,category正式名称・代表品目から機械抽出,C-M095-07,有害・危険ごみ,要品目別確認,電池は絶縁等の市指定処理。スプレー缶等は中身を使い切る,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M095-01,https://www.city.kure.lg.jp/soshiki/19/gomidasicalender2026.html,有害・危険ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M095-I032-C-M095-07,M095,I032,1,category正式名称・代表品目から機械抽出,C-M095-07,有害・危険ごみ,要品目別確認,電池は絶縁等の市指定処理。スプレー缶等は中身を使い切る,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M095-01,https://www.city.kure.lg.jp/soshiki/19/gomidasicalender2026.html,有害・危険ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M095-I033-C-M095-07,M095,I033,1,category正式名称・代表品目から機械抽出,C-M095-07,有害・危険ごみ,要品目別確認,電池は絶縁等の市指定処理。スプレー缶等は中身を使い切る,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M095-01,https://www.city.kure.lg.jp/soshiki/19/gomidasicalender2026.html,有害・危険ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M095-I034-C-M095-02,M095,I034,1,category正式名称・代表品目から機械抽出,C-M095-02,燃えないごみ,要品目別確認,電池を外し、危険物は安全に保護して出す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M095-01,https://www.city.kure.lg.jp/soshiki/19/gomidasicalender2026.html,燃えないごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M096-I021-C-M096-01,M096,I021,1,category正式名称・代表品目から機械抽出,C-M096-01,もやせる物,要品目別確認,生ごみは水切り。指定袋に入る衣類等はこの区分,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M096-01,https://www.city.takehara.lg.jp/soshikikarasagasu/chiikizukurika/gyomuannai/1_1/2_1/7243.html,もやせる物,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M096-I023-C-M096-02,M096,I023,1,category正式名称・代表品目から機械抽出,C-M096-02,リサイクルする物,要品目別確認,中身を空にして品目別処理。スプレー缶は使い切り、穴を開ける必要はない,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M096-01,https://www.city.takehara.lg.jp/soshikikarasagasu/chiikizukurika/gyomuannai/1_1/2_1/7243.html,リサイクルする物,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M096-I027-C-M096-05,M096,I027,1,category正式名称・代表品目から機械抽出,C-M096-05,有害ごみ,要品目別確認,電池類等は安全措置を行い指定方法で出す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M096-01,https://www.city.takehara.lg.jp/soshikikarasagasu/chiikizukurika/gyomuannai/1_1/2_1/7243.html,有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M096-I028-C-M096-05,M096,I028,1,category正式名称・代表品目から機械抽出,C-M096-05,有害ごみ,要品目別確認,電池類等は安全措置を行い指定方法で出す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M096-01,https://www.city.takehara.lg.jp/soshikikarasagasu/chiikizukurika/gyomuannai/1_1/2_1/7243.html,有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M096-I030-C-M096-05,M096,I030,1,category正式名称・代表品目から機械抽出,C-M096-05,有害ごみ,要品目別確認,電池類等は安全措置を行い指定方法で出す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M096-01,https://www.city.takehara.lg.jp/soshikikarasagasu/chiikizukurika/gyomuannai/1_1/2_1/7243.html,有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M096-I033-C-M096-05,M096,I033,1,category正式名称・代表品目から機械抽出,C-M096-05,有害ごみ,要品目別確認,電池類等は安全措置を行い指定方法で出す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M096-01,https://www.city.takehara.lg.jp/soshikikarasagasu/chiikizukurika/gyomuannai/1_1/2_1/7243.html,有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
