municipality_id,category_id,自治体正式名称,category_group,parent_category_id,classification_level,表示順,collection_channel,代表品目,入れてはいけない物,適用条件,条件外の扱い,出す前の処理,袋・容器のルール,サイズ・条件,粗大ごみ扱いか,予約が必要か,有料か,料金ルール,自治体収集外か,注意事項,source_id,出典URL,出典ページ・該当箇所,確認日,ui_role,rule_status,effective_from,effective_to
M084,C-M084-01,燃えるごみ,燃えるごみ,,PRIMARY,1,CURBSIDE,可燃性家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,町指定燃えるごみ袋,,FALSE,FALSE,FALSE,,FALSE,,S-M084-03,https://www.town.satosho.okayama.jp/site/recycle/2040.html,燃えるごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M084,C-M084-02,燃えないごみ,燃えないごみ,,PRIMARY,2,CURBSIDE,不燃性家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,町指定燃えないごみ袋,,FALSE,FALSE,FALSE,,FALSE,,S-M084-03,https://www.town.satosho.okayama.jp/site/recycle/2040.html,燃えないごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M084,C-M084-03,缶,缶,,PRIMARY,3,CURBSIDE,アルミ缶・スチール缶,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中身を空にし、品目条件に従って出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M084-02,https://www.town.satosho.okayama.jp/site/recycle/1248.html,缶,2026-08-19,SORT_BUCKET,CURRENT,,
M084,C-M084-04,びん類,びん類,,PRIMARY,4,CURBSIDE,無色・茶色・緑色・その他色のびん,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中身を空にし、色別条件に従って出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M084-02,https://www.town.satosho.okayama.jp/site/recycle/1248.html,びん類,2026-08-19,SORT_BUCKET,CURRENT,,
M084,C-M084-05,ペットボトル,ペットボトル,,PRIMARY,5,CURBSIDE,PETマークのボトル,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中身を空にし、町指定方法で出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M084-02,https://www.town.satosho.okayama.jp/site/recycle/1248.html,ペットボトル,2026-08-19,SORT_BUCKET,CURRENT,,
M084,C-M084-06,その他プラスチック,その他プラスチック,,PRIMARY,6,CURBSIDE,プラスチック製容器包装類,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,汚れ等の町指定条件に従って出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M084-02,https://www.town.satosho.okayama.jp/site/recycle/1248.html,その他プラスチック,2026-08-19,SORT_BUCKET,CURRENT,,
M084,C-M084-07,製品プラスチック,製品プラスチック,,PRIMARY,7,CURBSIDE,対象となるプラスチック製品,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,町指定の対象条件に従って出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M084-02,https://www.town.satosho.okayama.jp/site/recycle/1248.html,製品プラスチック,2026-08-19,SORT_BUCKET,CURRENT,,
M084,C-M084-08,紙類,紙類,,PRIMARY,8,CURBSIDE,新聞・雑誌/その他紙・段ボール・飲料用紙パック,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,紙の種類別条件に従って出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M084-02,https://www.town.satosho.okayama.jp/site/recycle/1248.html,紙類,2026-08-19,SORT_BUCKET,CURRENT,,
M084,C-M084-09,古布,古布,,PRIMARY,9,CURBSIDE,対象古布,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,町指定方法で出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M084-02,https://www.town.satosho.okayama.jp/site/recycle/1248.html,古布,2026-08-19,SORT_BUCKET,CURRENT,,
M084,C-M084-10,粗大ごみ,粗大ごみ,,PRIMARY,10,BOOKED_PICKUP,指定ごみ袋へ入らない大きな家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,事前申込み・処理券等、町の粗大ごみ制度に従う,,,TRUE,TRUE,FALSE,,FALSE,,S-M084-03,https://www.town.satosho.okayama.jp/site/recycle/2040.html,粗大ごみ,2026-08-19,REFERENCE_ONLY,CURRENT,,
M085,C-M085-01,ビン（ガラスビン）,ビン（ガラスビン）,,PRIMARY,1,CURBSIDE,飲食用ガラスびん,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,キャップを外し水洗いし、無色透明・茶色・緑色・その他に分ける,,,FALSE,FALSE,FALSE,,FALSE,,S-M085-01,https://www.town.yakage.okayama.jp/life/kankyo/gomi.html,ビン（ガラスビン）,2026-08-19,SORT_BUCKET,CURRENT,,
M085,C-M085-02,カン（空き缶）,カン（空き缶）,,PRIMARY,2,CURBSIDE,飲食用アルミ缶・スチール缶,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中身を抜き水洗いし、アルミ缶とスチール缶に分ける,,,FALSE,FALSE,FALSE,,FALSE,,S-M085-01,https://www.town.yakage.okayama.jp/life/kankyo/gomi.html,カン（空き缶）,2026-08-19,SORT_BUCKET,CURRENT,,
M085,C-M085-03,紙（古紙）,紙（古紙）,,PRIMARY,3,CURBSIDE,牛乳パック・段ボール・新聞/チラシ・雑誌/その他,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,4種類に分け、各種類をひもで十文字に結束する,,,FALSE,FALSE,FALSE,,FALSE,,S-M085-01,https://www.town.yakage.okayama.jp/life/kankyo/gomi.html,紙（古紙）,2026-08-19,SORT_BUCKET,CURRENT,,
M085,C-M085-04,布（古布）,布（古布）,,PRIMARY,4,CURBSIDE,対象となる古布,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,ひもで十文字に結束する,,,FALSE,FALSE,FALSE,,FALSE,,S-M085-01,https://www.town.yakage.okayama.jp/life/kankyo/gomi.html,布（古布）,2026-08-19,SORT_BUCKET,CURRENT,,
M085,C-M085-05,ボトル（ペットボトル・その他のプラスチック）,ボトル（ペットボトル・その他のプラスチック）,,PRIMARY,5,CURBSIDE,PETボトル・対象プラスチック,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,品目別に洗浄・分別条件へ従う,,,FALSE,FALSE,FALSE,,FALSE,,S-M085-01,https://www.town.yakage.okayama.jp/life/kankyo/gomi.html,ボトル（ペットボトル・その他のプラスチック）,2026-08-19,SORT_BUCKET,CURRENT,,
M085,C-M085-06,可燃ごみ［30cm以下の焼却処理のできるごみ］,可燃ごみ［30cm以下の焼却処理のできるごみ］,,PRIMARY,6,CURBSIDE,30cm以下の可燃性家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,町指定可燃ごみ袋で出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M085-01,https://www.town.yakage.okayama.jp/life/kankyo/gomi.html,可燃ごみ［30cm以下の焼却処理のできるごみ］,2026-08-19,SORT_BUCKET,CURRENT,,
M085,C-M085-07,可燃ごみ［大型］,可燃ごみ［大型］,,PRIMARY,7,DIRECT_HAUL,30cmを超える可燃性大型ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,町指定の大型可燃ごみ方法に従う,,,TRUE,FALSE,FALSE,,FALSE,,S-M085-01,https://www.town.yakage.okayama.jp/life/kankyo/gomi.html,可燃ごみ［大型］,2026-08-19,REFERENCE_ONLY,CURRENT,,
M085,C-M085-08,不燃ごみ［30cm以下の焼却処理のできないごみ］,不燃ごみ［30cm以下の焼却処理のできないごみ］,,PRIMARY,8,CURBSIDE,30cm以下の不燃性家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,町指定不燃ごみ袋で出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M085-01,https://www.town.yakage.okayama.jp/life/kankyo/gomi.html,不燃ごみ［30cm以下の焼却処理のできないごみ］,2026-08-19,SORT_BUCKET,CURRENT,,
M085,C-M085-09,不燃ごみ［大型］,不燃ごみ［大型］,,PRIMARY,9,DIRECT_HAUL,30cmを超える不燃性大型ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,町指定の大型不燃ごみ方法に従う,,,TRUE,FALSE,FALSE,,FALSE,,S-M085-01,https://www.town.yakage.okayama.jp/life/kankyo/gomi.html,不燃ごみ［大型］,2026-08-19,REFERENCE_ONLY,CURRENT,,
M085,C-M085-10,水銀使用廃製品,水銀使用廃製品,,PRIMARY,10,CURBSIDE,蛍光管・水銀使用製品等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,破損防止など町指定方法に従う,,,FALSE,FALSE,FALSE,,FALSE,,S-M085-01,https://www.town.yakage.okayama.jp/life/kankyo/gomi.html,水銀使用廃製品,2026-08-19,SORT_BUCKET,CURRENT,,
M085,C-M085-11,ガレキ類,ガレキ類,,PRIMARY,11,DIRECT_HAUL,町が受入対象とする家庭由来ガレキ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,指定受入先・条件に従う,,,FALSE,FALSE,FALSE,,FALSE,,S-M085-01,https://www.town.yakage.okayama.jp/life/kankyo/gomi.html,ガレキ類,2026-08-19,REFERENCE_ONLY,CURRENT,,
