review_evidence_id,review_id,municipality_id,source_id,locator,evidence_role,notes
CRE-M084-01,CR-M084-CATEGORY-COVERAGE,M084,S-M084-01,現行家庭ごみ案内の公式索引,PRIMARY_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M084-02,CR-M084-CATEGORY-COVERAGE,M084,S-M084-02,缶・びん・PET・その他プラ・製品プラ・紙類・古布の7資源区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M084-03,CR-M084-CATEGORY-COVERAGE,M084,S-M084-03,燃える・燃えない指定袋と粗大ごみ処理制度,SUPPLEMENTAL_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M085-01,CR-M085-CATEGORY-COVERAGE,M085,S-M085-01,ビン・カン・紙・布・ボトル・可燃小/大型・不燃小/大型・水銀・ガレキの住民区分と前処理,PRIMARY_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M087-01,CR-M087-CATEGORY-COVERAGE,M087,S-M087-01,家庭ごみの分別体系・代表品目・前処理,PRIMARY_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M087-02,CR-M087-CATEGORY-COVERAGE,M087,S-M087-02,令和8年度に同体系が稼働すること,SUPPLEMENTAL_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M087-03,CR-M087-CATEGORY-COVERAGE,M087,S-M087-03,可燃・不燃・プラ容器包装・資源4系統・粗大の区分確認,SUPPLEMENTAL_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M088-01,CR-M088-CATEGORY-COVERAGE,M088,S-M088-01,7種分別収集の公式総数と7正式名称,OFFICIAL_TOTAL,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M088-02,CR-M088-CATEGORY-COVERAGE,M088,S-M088-02,令和8年度も家庭ごみ区分が現行であること,SUPPLEMENTAL_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M089-01,CR-M089-CATEGORY-COVERAGE,M089,S-M089-01,可燃ごみ、資源ごみ・小型不燃ごみ・有害なごみの現行定期収集ラベル,PRIMARY_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M090-01,CR-M090-CATEGORY-COVERAGE,M090,S-M090-01,美作市委託と令和8年度村版カレンダーへの公式導線,PRIMARY_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M090-02,CR-M090-CATEGORY-COVERAGE,M090,S-M090-02,可燃・資源・かん・びん等・古紙の5収集グループ,SUPPLEMENTAL_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M091-01,CR-M091-CATEGORY-COVERAGE,M091,S-M091-01,資源紙4・資源容器5・適正処理・燃やす・プラ・燃えない・粗大の全区分と前処理,PRIMARY_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M092-01,CR-M092-CATEGORY-COVERAGE,M092,S-M092-01,全町統一分別、指定袋3種、粗大ごみ、令和8年度日程表への公式導線,PRIMARY_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M092-02,CR-M092-CATEGORY-COVERAGE,M092,S-M092-02,可燃・不燃・プラ容器包装・資源・粗大の現行収集ラベル,SUPPLEMENTAL_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M093-01,CR-M093-CATEGORY-COVERAGE,M093,S-M093-01,可燃・不燃・資源各品目・可燃/不燃粗大・蛍光管の現行案内,PRIMARY_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
CRE-M093-02,CR-M093-CATEGORY-COVERAGE,M093,S-M093-02,11の住民向け収集葉を全件照合,SUPPLEMENTAL_INDEX,2026-08-19 Batch 09 resident-facing category completeness review
