review_evidence_id,review_id,municipality_id,source_id,locator,evidence_role,notes
CRE-M012-01,CR-M012-CATEGORY-COVERAGE,M012,S-M012-01,全区分索引・現行性,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M012-02,CR-M012-CATEGORY-COVERAGE,M012,S-M012-02,分別区分・前処理・袋条件・分別早見表,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M014-01,CR-M014-CATEGORY-COVERAGE,M014,S-M014-01,現行ガイド・多言語導線,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M014-02,CR-M014-CATEGORY-COVERAGE,M014,S-M014-02,分別フロー・全区分・前処理,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M015-01,CR-M015-CATEGORY-COVERAGE,M015,S-M015-01,現行版・多言語導線,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M015-02,CR-M015-CATEGORY-COVERAGE,M015,S-M015-02,収集区分・資源内訳・拠点回収,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M015-03,CR-M015-CATEGORY-COVERAGE,M015,S-M015-03,品目表・収集外・補足,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M016-01,CR-M016-CATEGORY-COVERAGE,M016,S-M016-01,分割ガイド全冊への公式索引,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M016-02,CR-M016-CATEGORY-COVERAGE,M016,S-M016-02,燃せるごみ・びん缶金物,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M016-03,CR-M016-CATEGORY-COVERAGE,M016,S-M016-03,PET・容器包装プラ・不燃,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M016-04,CR-M016-CATEGORY-COVERAGE,M016,S-M016-04,古着・蛍光管・破砕不可・枝草,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M016-05,CR-M016-CATEGORY-COVERAGE,M016,S-M016-05,古紙5区分,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M016-06,CR-M016-CATEGORY-COVERAGE,M016,S-M016-06,粗大・小型家電・乾電池,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M016-07,CR-M016-CATEGORY-COVERAGE,M016,S-M016-07,家電4品目・市で扱えないごみ,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M017-01,CR-M017-CATEGORY-COVERAGE,M017,S-M017-01,有料3区分・資源区分・収集外,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M017-02,CR-M017-CATEGORY-COVERAGE,M017,S-M017-02,現行年度・地区別収集区分,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M018-01,CR-M018-CATEGORY-COVERAGE,M018,S-M018-01,区分別資料の全索引・アプリ案内,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M018-02,CR-M018-CATEGORY-COVERAGE,M018,S-M018-02,基本ルール・収集外,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M019-01,CR-M019-CATEGORY-COVERAGE,M019,S-M019-01,現行計画への公式導線,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M019-02,CR-M019-CATEGORY-COVERAGE,M019,S-M019-02,収集区分・資源化区分・処理方法,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M020-01,CR-M020-CATEGORY-COVERAGE,M020,S-M020-01,区別ガイド・令和8年度変更,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M020-02,CR-M020-CATEGORY-COVERAGE,M020,S-M020-02,葵・駿河区の区分・前処理,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M020-03,CR-M020-CATEGORY-COVERAGE,M020,S-M020-03,清水区の区分・前処理,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M021-01,CR-M021-CATEGORY-COVERAGE,M021,S-M021-01,現行ガイド・多言語版,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M021-02,CR-M021-CATEGORY-COVERAGE,M021,S-M021-02,分別区分一覧・前処理・収集外,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M021-03,CR-M021-CATEGORY-COVERAGE,M021,S-M021-03,品目別補足,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
CRE-M022-01,CR-M022-CATEGORY-COVERAGE,M022,S-M022-01,全章索引・現行版,PRIMARY_INDEX,2026-08-18 category completeness review
CRE-M022-02,CR-M022-CATEGORY-COVERAGE,M022,S-M022-02,定期収集・拠点回収・粗大不燃・収集外,SUPPLEMENTAL_INDEX,2026-08-18 category completeness review
