municipality_id,category_id,自治体正式名称,category_group,parent_category_id,classification_level,表示順,collection_channel,代表品目,入れてはいけない物,適用条件,条件外の扱い,出す前の処理,袋・容器のルール,サイズ・条件,粗大ごみ扱いか,予約が必要か,有料か,料金ルール,自治体収集外か,注意事項,source_id,出典URL,出典ページ・該当箇所,確認日,ui_role,rule_status,effective_from,effective_to
M012,C-M012-01,燃やせるごみ,燃やせるごみ,,PRIMARY,1,CURBSIDE,生ごみ・汚れた紙・革・ゴム,アルミホイル、資源化できる紙・布、きれいな容器包装プラスチック,,アルミホイルは燃やせないごみ、資源化できる物は各資源区分,生ごみは水を切る。枝木は太さ5cm以下・長さ50cm以下にして直径30cm程度にひもで束ねる,黄色の市指定袋に入れ、口を結ぶ,枝木は太さ5cm以下・長さ50cm以下。板は厚さ5cm以下・長さ50cm以下・幅5cm以下,FALSE,FALSE,FALSE,,FALSE,,S-M012-02,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,p23 燃やせるごみ,2026-08-18,SORT_BUCKET,CURRENT,,
M012,C-M012-02,燃やせないごみ,燃やせないごみ,,PRIMARY,2,CURBSIDE,陶磁器・ガラス・小型金属,乾電池・ボタン電池、蛍光管、スプレー缶、50cm以上の物,,電池・蛍光管は有害ごみ、スプレー缶等は危険ごみ、50cm以上は粗大ごみ,割れ物・刃物は紙等で包み、危険物であることを表示する。容器は中身を空にして拭く,透明または半透明の袋。黒袋・段ボール箱・紙袋は不可,いずれか一辺が50cm以上は粗大ごみ,FALSE,FALSE,FALSE,,FALSE,,S-M012-02,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,p24 燃やせないごみ,2026-08-18,SORT_BUCKET,CURRENT,,
M012,C-M012-03,有害ごみ,有害ごみ,,PRIMARY,3,CURBSIDE,乾電池・ボタン電池・蛍光管・水銀製品・モバイルバッテリー,スプレー缶、カセットガスボンベ、ライター,,膨張したモバイルバッテリーは環境課へ直接持参。危険ごみ対象は危険ごみへ,品目ごとに分ける。蛍光管は破損防止し、モバイルバッテリーは放電して端子を絶縁する,品目ごとに別の透明または半透明袋,膨張したモバイルバッテリーは集積所に出さない,FALSE,FALSE,FALSE,,FALSE,,S-M012-02,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,p24 有害ごみ,2026-08-18,SORT_BUCKET,CURRENT,,
M012,C-M012-04,危険ごみ,危険ごみ,,PRIMARY,4,CURBSIDE,スプレー缶・カセットガスボンベ・ライター,乾電池・蛍光管・モバイルバッテリー,,乾電池等は有害ごみ,できるだけ使い切る。使い切れない場合も穴は開けない,スプレー缶等とライターをそれぞれ別の透明または半透明袋,,FALSE,FALSE,FALSE,,FALSE,,S-M012-02,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,p25 危険ごみ,2026-08-18,SORT_BUCKET,CURRENT,,
M012,C-M012-05,粗大ごみ,粗大ごみ,,PRIMARY,5,CURBSIDE,家具・寝具・自転車など一辺50cm以上の物,スプリング入りマットレス・ソファ、家電4品目、枝木・材木,,スプリング製品は金属と布等に分離できなければ専門業者。家電4品目は販売店等,自転車は『ごみ』と表示し、ストーブ等は燃料を抜き、電池は外す,収集日にごみ集積所へ出す,いずれか一辺が50cm以上,TRUE,FALSE,FALSE,,FALSE,,S-M012-02,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,p25 粗大ごみ,2026-08-18,REFERENCE_ONLY,CURRENT,,
M012,C-M012-06,その他プラスチック,その他プラスチック,,PRIMARY,6,CURBSIDE,プラマークの容器包装・発泡スチロール,おもちゃ・バケツ等の製品プラスチック、医療系廃棄物、かみそり,,製品プラスチックとかみそりは燃やせないごみ、汚れが落ちない物は燃やせるごみ,中身を空にし、汚れを洗うか拭き取って乾かす,透明または半透明袋。二重袋は不可,,FALSE,FALSE,FALSE,,FALSE,,S-M012-02,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,p26 その他プラスチック,2026-08-18,SORT_BUCKET,CURRENT,,
M012,C-M012-07,かん,かん・びん・ペットボトル,,PRIMARY,7,CURBSIDE,飲食用アルミ缶・スチール缶,塗料缶・自動車オイル缶、加工した缶、内容物が残る缶,,塗料缶等は中身を除いて燃やせないごみ,中をすすぎ、つぶさずに出す,オレンジ色の回収容器,,FALSE,FALSE,FALSE,,FALSE,,S-M012-02,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,p27 かん・びん・ペットボトル,2026-08-18,SORT_BUCKET,CURRENT,,
M012,C-M012-08,びん,かん・びん・ペットボトル,,PRIMARY,8,CURBSIDE,飲食用びん,薬品・農薬・化粧品等のびん、割れたびん、内容物が残るびん,,対象外びんは中身を除いて燃やせないごみ。リターナブルびんは販売店返却可,ふたを外して中をすすぐ,青色の回収容器に横向きに入れる,,FALSE,FALSE,FALSE,,FALSE,,S-M012-02,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,p27 かん・びん・ペットボトル,2026-08-18,SORT_BUCKET,CURRENT,,
M012,C-M012-09,ペットボトル,かん・びん・ペットボトル,,PRIMARY,9,CURBSIDE,PETマークの飲料・酒・調味料用ボトル,PET以外の表示、着色・塗装した物、汚れ・中身・異物が残る物,,他のプラ表示はその他プラスチック、塗装品は燃やせるごみ,キャップとラベルを外し、中をすすいでつぶす,ペットボトル用ネット,,FALSE,FALSE,FALSE,,FALSE,,S-M012-02,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,p27 かん・びん・ペットボトル,2026-08-18,SORT_BUCKET,CURRENT,,
M012,C-M012-10,新聞,紙類,,PRIMARY,10,CURBSIDE,新聞・折込広告,防水・感熱・コーティング紙、汚れ・臭いの付いた紙,,リサイクルできない紙は燃やせるごみ,新聞と折込広告を一緒に種類別にまとめる,むき出しで、ひもを十文字に結ぶ。紙袋・箱は不可,,FALSE,FALSE,FALSE,,FALSE,,S-M012-02,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,p28 紙類,2026-08-18,SORT_BUCKET,CURRENT,,
