municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M012,S-M012-01,令和8年度ごみ収集カレンダー・ごみの分け方,自治体公式Webページ,https://www.city.satte.lg.jp/soshiki/kankyou/1/1/13626.html,幸手市,令和8年度,2026-03-24,2026-08-18,全区分索引・現行性,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M012,S-M012-02,ごみの分け方・出し方 共通説明,自治体公式PDF,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,幸手市,令和8年度,2026-03,2026-08-18,分別区分・前処理・袋条件・分別早見表,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M014,S-M014-01,資源物とごみの分け方・出し方（日本語）,自治体公式Webページ,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/wakedashi_pamphlet/japanese.html,墨田区,令和8年度,2026-06-06,2026-08-18,現行ガイド・多言語導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M014,S-M014-02,資源物とごみの分け方・出し方 2026年3月版,自治体公式PDF,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/wakedashi_pamphlet/japanese.files/wakedashi202603.pdf,墨田区,令和8年度,2026-03,2026-08-18,分別フロー・全区分・前処理,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M015,S-M015-01,ごみと資源の分け方・出し方,自治体公式Webページ,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/bunbetsu/wakekata/panhuretto.html,中央区,令和8年1月改訂,2026-02-26,2026-08-18,現行版・多言語導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M015,S-M015-02,ごみと資源の分け方・出し方 1～27頁,自治体公式PDF,https://www.city.chuo.lg.jp/documents/5392/1p-27p.pdf,中央区,令和8年1月改訂,2026-01,2026-08-18,収集区分・資源内訳・拠点回収,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M015,S-M015-03,ごみと資源の分け方・出し方 28～52頁,自治体公式PDF,https://www.city.chuo.lg.jp/documents/5392/28p-52p.pdf,中央区,令和8年1月改訂,2026-01,2026-08-18,品目表・収集外・補足,3,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M016,S-M016-01,ごみと資源の分け方・出し方,自治体公式Webページ,https://www.city.miura.kanagawa.jp/soshiki/haikibutsutaisakuka/gomi_katei/3007.html,三浦市,令和8年度,2026-01-06,2026-08-18,分割ガイド全冊への公式索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M016,S-M016-02,ごみと資源の分け方・出し方 P1-P4,自治体公式PDF,https://www.city.miura.kanagawa.jp/material/files/group/39/P1-P4.pdf,三浦市,令和8年度,2026,2026-08-18,燃せるごみ・びん缶金物,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M016,S-M016-03,ごみと資源の分け方・出し方 P5-P8,自治体公式PDF,https://www.city.miura.kanagawa.jp/material/files/group/39/P5-P8.pdf,三浦市,令和8年度,2026,2026-08-18,PET・容器包装プラ・不燃,3,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
