review_evidence_id,review_id,municipality_id,source_id,locator,evidence_role,notes
CRE-M126-01,CR-M126-CATEGORY-COVERAGE,M126,S-M126-01,令和8年度も現行ごみ出し体系が運用されること,PRIMARY_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M126-02,CR-M126-CATEGORY-COVERAGE,M126,S-M126-02,カン・金属類の現行排出方法。スプレー缶は使い切り、屋外で穴を開ける,SUPPLEMENTAL_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M126-03,CR-M126-CATEGORY-COVERAGE,M126,S-M126-03,ガラスビンと乾電池を分け、透明袋へ出す,SUPPLEMENTAL_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M126-04,CR-M126-CATEGORY-COVERAGE,M126,S-M126-04,PETは指定回収ボックス。古紙は新聞・チラシ／段ボール／雑誌・本・その他の紙の3種別,SUPPLEMENTAL_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M126-05,CR-M126-CATEGORY-COVERAGE,M126,S-M126-05,可燃ごみと粗大ごみ境界,SUPPLEMENTAL_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M126-06,CR-M126-CATEGORY-COVERAGE,M126,S-M126-06,不燃ごみと電池取り外し等の前処理,SUPPLEMENTAL_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M126-07,CR-M126-CATEGORY-COVERAGE,M126,S-M126-07,粗大ごみの直接搬入・戸別収集経路,SUPPLEMENTAL_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M128-01,CR-M128-CATEGORY-COVERAGE,M128,S-M128-01,市全域向け現行分別冊子索引。燃やせる、古紙・衣類、びん・缶類/PET、プラ2区分、燃やせない、使用済小型家電、処理困難物、粗大ごみ,PRIMARY_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M128-02,CR-M128-CATEGORY-COVERAGE,M128,S-M128-02,処理困難物。中身を使い切り、穴を開ける,SUPPLEMENTAL_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M128-03,CR-M128-CATEGORY-COVERAGE,M128,S-M128-03,粗大ごみは戸別予約または自己搬入,SUPPLEMENTAL_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M129-01,CR-M129-CATEGORY-COVERAGE,M129,S-M129-01,市全域向け現行分別体系。燃やせる・燃やせない・空びん・古紙・PET・空かん・古着布類・発泡スチロール白色トレイ・大型ごみ,PRIMARY_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M130-01,CR-M130-CATEGORY-COVERAGE,M130,S-M130-01,種類でさがすの12現行区分と収集不能2通知区分,PRIMARY_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
CRE-M130-02,CR-M130-CATEGORY-COVERAGE,M130,S-M130-02,充電式電池を有害ごみへ変更。スプレー缶は使い切れば穴あけ不要,SUPPLEMENTAL_INDEX,2026-08-19 Batch 13 resident-facing category completeness review
