municipality_id,category_id,自治体正式名称,category_group,parent_category_id,classification_level,表示順,collection_channel,代表品目,入れてはいけない物,適用条件,条件外の扱い,出す前の処理,袋・容器のルール,サイズ・条件,粗大ごみ扱いか,予約が必要か,有料か,料金ルール,自治体収集外か,注意事項,source_id,出典URL,出典ページ・該当箇所,確認日,ui_role,rule_status,effective_from,effective_to
M126,C-M126-01,可燃ごみ,可燃ごみ,,PRIMARY,1,CURBSIDE,生ごみ・紙くず・プラスチック製品等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,生ごみは水切り。市指定袋へ入れる,,,FALSE,FALSE,FALSE,,FALSE,,S-M126-05,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi1.html,可燃ごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M126,C-M126-02,不燃ごみ,不燃ごみ,,PRIMARY,2,CURBSIDE,ガラス・陶器・蛍光灯・小型電気製品等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,電池・バッテリーを外す。市指定袋へ入れる,,,FALSE,FALSE,FALSE,,FALSE,,S-M126-06,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi2.html,不燃ごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M126,C-M126-03,カン・金属類,カン・金属類,,PRIMARY,3,CURBSIDE,空き缶・金属製品・スプレー缶等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,汚れを除く。スプレー缶は使い切り、火気のない風通しの良い屋外で穴を開ける,,,FALSE,FALSE,FALSE,,FALSE,,S-M126-02,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi3.html,カン・金属類,2026-08-19,SORT_BUCKET,CURRENT,,
M126,C-M126-04,ビン・乾電池,ビン・乾電池,,PRIMARY,4,CURBSIDE,ガラスビン・乾電池,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,FALSE,FALSE,FALSE,,FALSE,,S-M126-03,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi4.html,ビン・乾電池,2026-08-19,SORT_BUCKET,CURRENT,,
M126,C-M126-05,ガラスビン,ビン・乾電池,C-M126-04,SUBCATEGORY,5,CURBSIDE,飲食用ガラスびん等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,乾電池と分け、透明袋へ入れる,,,FALSE,FALSE,FALSE,,FALSE,,S-M126-03,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi4.html,ガラスビン,2026-08-19,REFERENCE_ONLY,CURRENT,,
M126,C-M126-06,乾電池,ビン・乾電池,C-M126-04,SUBCATEGORY,6,CURBSIDE,乾電池,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,ガラスビンと分け、透明袋へ入れる,,,FALSE,FALSE,FALSE,,FALSE,,S-M126-03,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi4.html,乾電池,2026-08-19,REFERENCE_ONLY,CURRENT,,
M126,C-M126-07,ペットボトル・古紙,ペットボトル・古紙,,PRIMARY,7,CURBSIDE,ペットボトル・古紙3種類,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,FALSE,FALSE,FALSE,,FALSE,,S-M126-04,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi5.html,ペットボトル・古紙,2026-08-19,SORT_BUCKET,CURRENT,,
M126,C-M126-08,ペットボトル,ペットボトル・古紙,C-M126-07,SUBCATEGORY,8,DROP_OFF,PETマークのペットボトル,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,キャップを外し、中をすすぎ、はがせるラベルを外し、横につぶして指定回収ボックスへ,,,FALSE,FALSE,FALSE,,FALSE,,S-M126-04,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi5.html,ペットボトル,2026-08-19,REFERENCE_ONLY,CURRENT,,
M126,C-M126-09,新聞・チラシ,ペットボトル・古紙,C-M126-07,SUBCATEGORY,9,CURBSIDE,新聞・折込チラシ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,3種類の古紙を分け、種類ごとにひもで結ぶ,,,FALSE,FALSE,FALSE,,FALSE,,S-M126-04,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi5.html,新聞・チラシ,2026-08-19,REFERENCE_ONLY,CURRENT,,
M126,C-M126-10,段ボール,ペットボトル・古紙,C-M126-07,SUBCATEGORY,10,CURBSIDE,段ボール,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,3種類の古紙を分け、種類ごとにひもで結ぶ,,,FALSE,FALSE,FALSE,,FALSE,,S-M126-04,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi5.html,段ボール,2026-08-19,REFERENCE_ONLY,CURRENT,,
