mapping_id,municipality_id,internal_item_id,branch_order,自治体での品目表記,category_id,分別区分正式名称,条件,前処理,例外分別先,自治体収集外,rule_status,effective_from,effective_to,category_source_id,category_source_url,category_source_locator,item_evidence_source_id,item_evidence_url,item_evidence_locator,確認日,mapping_status,evidence_scope,branch_review_status,reviewed_date,reviewed_by,備考
MAP-M126-I001-C-M126-08,M126,I001,1,category正式名称・代表品目から機械抽出,C-M126-08,ペットボトル,要品目別確認,キャップを外し、中をすすぎ、はがせるラベルを外し、横につぶして指定回収ボックスへ,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M126-04,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi5.html,ペットボトル,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M126-I013-C-M126-09,M126,I013,1,category正式名称・代表品目から機械抽出,C-M126-09,新聞・チラシ,要品目別確認,3種類の古紙を分け、種類ごとにひもで結ぶ,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M126-04,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi5.html,新聞・チラシ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M126-I014-C-M126-10,M126,I014,1,category正式名称・代表品目から機械抽出,C-M126-10,段ボール,要品目別確認,3種類の古紙を分け、種類ごとにひもで結ぶ,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M126-04,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi5.html,段ボール,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M126-I015-C-M126-11,M126,I015,1,category正式名称・代表品目から機械抽出,C-M126-11,雑誌・本・その他の紙,要品目別確認,3種類の古紙を分け、種類ごとにひもで結ぶ,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M126-04,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi5.html,雑誌・本・その他の紙,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M126-I018-C-M126-01,M126,I018,1,category正式名称・代表品目から機械抽出,C-M126-01,可燃ごみ,要品目別確認,生ごみは水切り。市指定袋へ入れる,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M126-05,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi1.html,可燃ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M126-I027-C-M126-06,M126,I027,1,category正式名称・代表品目から機械抽出,C-M126-06,乾電池,要品目別確認,ガラスビンと分け、透明袋へ入れる,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M126-03,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi4.html,乾電池,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M126-I030-C-M126-02,M126,I030,1,category正式名称・代表品目から機械抽出,C-M126-02,不燃ごみ,要品目別確認,電池・バッテリーを外す。市指定袋へ入れる,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M126-06,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi2.html,不燃ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M126-I032-C-M126-03,M126,I032,1,category正式名称・代表品目から機械抽出,C-M126-03,カン・金属類,要品目別確認,汚れを除く。スプレー缶は使い切り、火気のない風通しの良い屋外で穴を開ける,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M126-02,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi3.html,カン・金属類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M128-I001-C-M128-07,M128,I001,1,category正式名称・代表品目から機械抽出,C-M128-07,ペットボトル,要品目別確認,キャップ・ラベルを外し、中を洗う,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M128-01,https://www.city.shunan.lg.jp/soshiki/19/33474.html,ペットボトル,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M128-I006-C-M128-06,M128,I006,1,category正式名称・代表品目から機械抽出,C-M128-06,びん・缶類,要品目別確認,中身を空にする,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M128-01,https://www.city.shunan.lg.jp/soshiki/19/33474.html,びん・缶類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M128-I018-C-M128-01,M128,I018,1,category正式名称・代表品目から機械抽出,C-M128-01,燃やせるごみ,要品目別確認,指定袋へ出す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M128-01,https://www.city.shunan.lg.jp/soshiki/19/33474.html,燃やせるごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M128-I021-C-M128-04,M128,I021,1,category正式名称・代表品目から機械抽出,C-M128-04,衣類,要品目別確認,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M128-01,https://www.city.shunan.lg.jp/soshiki/19/33474.html,衣類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
