municipality_id,internal_item_id,branch_order,canonical_name,display_name,official_item_wording,category_id,category_name,condition,preparation,exception_destination,evidence_basis,item_evidence_source_id,item_evidence_url,item_evidence_locator,branch_review_status,checked_date,reviewer,note,scoring_branch,exception_evidence_source_id,exception_evidence_url,exception_evidence_locator
M097,I001,1,ペットボトル,ペットボトル,ペットボトル（蓋とラベルを外したもの）,C-M097-04,ペットボトル,内容物を除き水洗いして汚れが落ちるペットボトル,蓋とラベルを外して水洗いし透明又は中身の見える45L以内の袋へ入れる,汚れが落ちない物・油のペットボトルはもやすごみ,DIRECT_ITEM,IS-M097-08,https://www.city.mihara.hiroshima.jp/soshiki/23/112567.html,「ペットボトル（蓋とラベルを外したもの）」欄,COMPLETE,2026-08-25,OPENAI_CODEX_M097_LESSON_READY_10_V1,画像は洗浄済み通常枝を表す。,TRUE,IS-M097-08,https://www.city.mihara.hiroshima.jp/soshiki/23/112567.html,同欄「汚れが落ちないもの」「油のペットボトル」
M097,I001,2,ペットボトル,ペットボトル,汚れが落ちないペットボトル・油のペットボトル,C-M097-01,もやすごみ,水洗いしても汚れが落ちない物又は油のペットボトル,内容物を除きもやすごみとして出す,汚れが落ちる対象ペットボトルは蓋とラベルを外してペットボトル,DIRECT_ITEM,IS-M097-08,https://www.city.mihara.hiroshima.jp/soshiki/23/112567.html,同欄「汚れが落ちないもの」「油のペットボトル」,COMPLETE,2026-08-25,OPENAI_CODEX_M097_LESSON_READY_10_V1,汚れ・内容物条件を独立枝として保持。,FALSE,IS-M097-08,https://www.city.mihara.hiroshima.jp/soshiki/23/112567.html,同欄の通常ペットボトル条件
M097,I004,1,アルミ缶,アルミ缶,飲料用のアルミ缶,C-M097-03,びん・飲料缶,内容物を除き水洗いしてきれいにした飲料用アルミ缶,内容物を除き水洗いして中身の見える袋へ入れる,飲料缶以外の缶類・汚れが落ちない缶は不燃物,DIRECT_ITEM,IS-M097-08,https://www.city.mihara.hiroshima.jp/soshiki/23/112567.html,「びん・飲料缶」欄の飲料用アルミ缶,COMPLETE,2026-08-25,OPENAI_CODEX_M097_LESSON_READY_10_V1,画像は洗浄済み飲料缶を表す。,TRUE,S-M097-01,https://www.city.mihara.hiroshima.jp/soshiki/23/112554.html,不燃物欄「汚れの落ちないびん・缶類」
M097,I004,2,アルミ缶,アルミ缶,汚れが落ちない飲料用アルミ缶,C-M097-02,不燃物,内容物や汚れが水洗いで落ちない飲料用アルミ缶,中身を除き不燃物として出す,きれいな飲料用アルミ缶はびん・飲料缶,DIRECT_ITEM,S-M097-01,https://www.city.mihara.hiroshima.jp/soshiki/23/112554.html,不燃物欄「汚れの落ちないびん・缶類」,COMPLETE,2026-08-25,OPENAI_CODEX_M097_LESSON_READY_10_V1,汚れ条件を独立枝として保持。,FALSE,IS-M097-08,https://www.city.mihara.hiroshima.jp/soshiki/23/112567.html,「びん・飲料缶」欄のきれいな飲料缶
M097,I004,3,アルミ缶,アルミ缶,飲料缶を除く缶類,C-M097-02,不燃物,アルミ製でも飲料用ではない缶,蓋と内容物を除いて不燃物として出す,きれいな飲料用アルミ缶はびん・飲料缶,DIRECT_ITEM,IS-M097-07,https://www.city.mihara.hiroshima.jp/soshiki/23/112566.html,「飲料缶を除いた缶類」欄,COMPLETE,2026-08-25,OPENAI_CODEX_M097_LESSON_READY_10_V1,用途条件を独立枝として保持。,FALSE,IS-M097-08,https://www.city.mihara.hiroshima.jp/soshiki/23/112567.html,「びん・飲料缶」欄の飲料缶条件
M097,I006,1,ガラスびん,びん,きれいなびん（飲み物・食料品・調味料等）,C-M097-03,びん・飲料缶,割れておらず内容物を除き水洗いして汚れが落ちる飲食物用ガラスびん,内容物を除き水洗いし蓋を材質別に外して中身の見える袋へ入れる,油のびん等の汚れが落ちない物・割れたびんは不燃物,DIRECT_ITEM,IS-M097-08,https://www.city.mihara.hiroshima.jp/soshiki/23/112567.html,「びん・飲料缶」欄のきれいなびん,COMPLETE,2026-08-25,OPENAI_CODEX_M097_LESSON_READY_10_V1,画像は割れていない洗浄済みびんを表す。,TRUE,IS-M097-07,https://www.city.mihara.hiroshima.jp/soshiki/23/112566.html,不燃物欄「ガラス・割れたびん等」
M097,I006,2,ガラスびん,びん,油のびん等の汚れが落ちない物,C-M097-02,不燃物,飲食物用でも油等の汚れが水洗いで落ちないガラスびん,内容物を除き不燃物として出す,汚れが落ちるきれいな飲食物用びんはびん・飲料缶,DIRECT_ITEM,IS-M097-08,https://www.city.mihara.hiroshima.jp/soshiki/23/112567.html,同欄「油のびん等の汚れが落ちない物」,COMPLETE,2026-08-25,OPENAI_CODEX_M097_LESSON_READY_10_V1,汚れ条件を独立枝として保持。,FALSE,IS-M097-08,https://www.city.mihara.hiroshima.jp/soshiki/23/112567.html,同欄のきれいなびん条件
M097,I006,3,ガラスびん,びん,割れたびん,C-M097-02,不燃物,割れたガラスびん,鋭利な部分を厚紙等で包み「危険」と表示して不燃物として出す,割れておらず汚れが落ちる飲食物用びんはびん・飲料缶,DIRECT_ITEM,IS-M097-07,https://www.city.mihara.hiroshima.jp/soshiki/23/112566.html,不燃物欄「ガラス・割れたびん等」,COMPLETE,2026-08-25,OPENAI_CODEX_M097_LESSON_READY_10_V1,破損条件を独立枝として保持。,FALSE,IS-M097-08,https://www.city.mihara.hiroshima.jp/soshiki/23/112567.html,「びん・飲料缶」欄のきれいなびん条件
M097,I007,1,白色食品トレー,白いトレー,食品トレイ,C-M097-05,容器包装プラスチック,内容物を除き水洗いして汚れが落ちる食品トレイ,内容物を除き水洗いして容器包装プラスチックへ出す,汚れが落ちない物はもやすごみ,DIRECT_ITEM,IS-M097-09,https://www.city.mihara.hiroshima.jp/soshiki/23/112569.html,「容器包装プラスチック」欄の食品トレイ,COMPLETE,2026-08-25,OPENAI_CODEX_M097_LESSON_READY_10_V1,三原市公式区分はトレイの色で分けない。画像は洗浄済み通常枝。,TRUE,IS-M097-09,https://www.city.mihara.hiroshima.jp/soshiki/23/112569.html,同欄「汚れが落ちないもの」
M097,I007,2,白色食品トレー,白いトレー,汚れが落ちない食品トレイ,C-M097-01,もやすごみ,水洗いしても汚れが落ちない食品トレイ,内容物を除きもやすごみとして出す,汚れが落ちる食品トレイは容器包装プラスチック,DIRECT_ITEM,IS-M097-09,https://www.city.mihara.hiroshima.jp/soshiki/23/112569.html,同欄「汚れが落ちないもの」,COMPLETE,2026-08-25,OPENAI_CODEX_M097_LESSON_READY_10_V1,汚れ条件を独立枝として保持。,FALSE,IS-M097-09,https://www.city.mihara.hiroshima.jp/soshiki/23/112569.html,同欄の食品トレイ例示
