municipality_id,internal_item_id,branch_order,canonical_name,display_name,official_item_wording,category_id,category_name,condition,preparation,exception_destination,evidence_basis,item_evidence_source_id,item_evidence_url,item_evidence_locator,branch_review_status,checked_date,reviewer,note,scoring_branch,exception_evidence_source_id,exception_evidence_url,exception_evidence_locator
M108,I001,1,ペットボトル,ペットボトル,ペットボトル,C-M108-09,ペットボトル,PETマークがあり汚れを落とせるもの,キャップとラベルを外し汚れを落とす,汚れが落ちないものは普通ごみ,DIRECT_ITEM,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,7頁 ペットボトル欄,COMPLETE,2026-08-27,OPENAI_CODEX_BATCH11_M107_M109_LESSON_READY_10_V1,画像は通常PET。,TRUE,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,7頁 汚れが落ちないものの注記
M108,I001,2,ペットボトル,ペットボトル,汚れが落ちないペットボトル,C-M108-01,普通ごみ,洗っても汚れが落ちないもの,中身を除き普通ごみへ出す,洗浄可能品はペットボトル,DIRECT_ITEM,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,7頁 ペットボトル欄の注記,COMPLETE,2026-08-27,OPENAI_CODEX_BATCH11_M107_M109_LESSON_READY_10_V1,汚れ枝を保持。,FALSE,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,7頁 ペットボトル欄
M108,I004,1,アルミ缶,アルミ缶,アルミ缶,C-M108-06,ビン・缶,中身を空にした飲料・食品用アルミ缶,中身を空にして出す,スプレー缶は中身を使い切る,DIRECT_ITEM,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,5頁 有価物『ビン・缶』欄,COMPLETE,2026-08-27,OPENAI_CODEX_BATCH11_M107_M109_LESSON_READY_10_V1,画像は通常缶。,TRUE,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,5頁 有価物『ビン・缶』欄
M108,I004,2,アルミ缶,アルミ缶,スプレー缶・カセットボンベ,C-M108-06,ビン・缶,中身を使い切ったスプレー缶等,中身を使い切って出す,飲料缶は中身を空にして同区分,OFFICIAL_RULE_DERIVED,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,5頁 有価物『ビン・缶』欄の条件,COMPLETE,2026-08-27,OPENAI_CODEX_BATCH11_M107_M109_LESSON_READY_10_V1,類似缶条件を保持。,FALSE,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,5頁 有価物『ビン・缶』欄の条件
M108,I006,1,ガラスびん,びん,ガラスびん,C-M108-06,ビン・缶,割れていない飲食用びん,ふたを外し中身を空にする,割れたびんは埋立ごみ,DIRECT_ITEM,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,5頁 有価物『ビン・缶』欄,COMPLETE,2026-08-27,OPENAI_CODEX_BATCH11_M107_M109_LESSON_READY_10_V1,画像は通常びん。,TRUE,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,6頁 埋立ごみ欄
M108,I006,2,ガラスびん,びん,割れたガラスびん,C-M108-07,埋立ごみ,破損したガラスびん,安全に包み内容を表示する,割れていない飲食用びんはビン・缶,OFFICIAL_RULE_DERIVED,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,6頁 埋立ごみ欄,COMPLETE,2026-08-27,OPENAI_CODEX_BATCH11_M107_M109_LESSON_READY_10_V1,破損枝を保持。,FALSE,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,5頁 有価物『ビン・缶』欄
M108,I007,1,白色食品トレー,白いトレー,白色トレイ,C-M108-11,白色トレイ,白色の発泡スチロール製食品トレイで汚れを落としたもの,汚れを落として出す,色柄・汚れたものは普通ごみ又は店頭回収条件,DIRECT_ITEM,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,7頁 白色トレイ欄,COMPLETE,2026-08-27,OPENAI_CODEX_BATCH11_M107_M109_LESSON_READY_10_V1,画像は白色の通常枝。,TRUE,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,7頁 白色トレイの対象外注記
M108,I007,2,白色食品トレー,白いトレー,色柄又は汚れたトレイ,C-M108-01,普通ごみ,白色トレイ区分の対象外となる色柄又は汚れたもの,普通ごみへ出す,店頭回収を使う場合は回収先条件に従う,DIRECT_ITEM,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,7頁 白色トレイの対象外注記,COMPLETE,2026-08-27,OPENAI_CODEX_BATCH11_M107_M109_LESSON_READY_10_V1,対象外・店頭回収情報を詳細層だけに保持。,FALSE,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,7頁 白色トレイの対象外注記
M108,I013,1,新聞,新聞,新聞,C-M108-03,新聞・雑誌・雑がみ,家庭から出る汚れのない新聞,ひもでしばって出す,汚れた紙は普通ごみ,DIRECT_ITEM,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,5頁 有価物『新聞・雑誌・雑がみ』欄,COMPLETE,2026-08-27,OPENAI_CODEX_BATCH11_M107_M109_LESSON_READY_10_V1,画像は通常新聞。,TRUE,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,4頁 普通ごみ欄
M108,I013,2,新聞,新聞,汚れた新聞,C-M108-01,普通ごみ,資源化できない汚れのある新聞,普通ごみへ出す,資源化できる新聞は有価物,OFFICIAL_RULE_DERIVED,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,4頁 普通ごみ欄（紙くず）,COMPLETE,2026-08-27,OPENAI_CODEX_BATCH11_M107_M109_LESSON_READY_10_V1,汚れ枝を保持。,FALSE,S-M108-01,https://www.town.fuchu.hiroshima.jp/uploaded/attachment/31359.pdf,5頁 新聞欄
