municipality_id,internal_item_id,branch_order,canonical_name,display_name,official_item_wording,category_id,category_name,condition,preparation,exception_destination,evidence_basis,item_evidence_source_id,item_evidence_url,item_evidence_locator,branch_review_status,checked_date,reviewer,note,scoring_branch,exception_evidence_source_id,exception_evidence_url,exception_evidence_locator
M070,I001,1,ペットボトル,ペットボトル,ペットボトル,C-M070-06,ペットボトル,PETマークのある通常のペットボトル,中身を使い切って水洗いする,マジックや絵の具で工作したものは燃やせるごみ,DIRECT_ITEM,S-M070-03,https://www.city.tamano.lg.jp/uploaded/attachment/27937.pdf,50音順「ペットボトル」＝ペット。中身を使い切って水洗い,COMPLETE,2026-09-15,OPENAI_GPT56_M070_LESSON_READY_15_V1,固定画像の通常状態を採点。,TRUE,S-M070-03,https://www.city.tamano.lg.jp/uploaded/attachment/27937.pdf,50音順「ペットボトル」工作したものは可燃
M070,I001,2,ペットボトル,ペットボトル,工作したペットボトル,C-M070-01,燃やせるごみ,マジックや絵の具で工作したペットボトル,通常の燃やせるごみとして出す,通常のPETマーク品はペットボトル,DIRECT_ITEM,S-M070-03,https://www.city.tamano.lg.jp/uploaded/attachment/27937.pdf,50音順「ペットボトル」マジックや絵の具で工作したものは可燃,COMPLETE,2026-09-15,OPENAI_GPT56_M070_LESSON_READY_15_V1,実在する例外枝。,FALSE,S-M070-03,https://www.city.tamano.lg.jp/uploaded/attachment/27937.pdf,通常のペットボトルはペット
M070,I004,1,アルミ缶,アルミ缶,アルミ缶,C-M070-07,缶類,中身を使い切って洗える通常のアルミ缶,中身を空にして水洗いする,ひどく汚れた缶は不燃物A,DIRECT_ITEM,S-M070-02,https://www.city.tamano.lg.jp/uploaded/attachment/33595.pdf,令和8年度カレンダー「缶」スチール缶・アルミ缶等,COMPLETE,2026-09-15,OPENAI_GPT56_M070_LESSON_READY_15_V1,固定画像の通常状態を採点。,TRUE,S-M070-03,https://www.city.tamano.lg.jp/uploaded/attachment/27937.pdf,50音順の缶類：ひどく汚れたものは不燃A
M070,I004,2,アルミ缶,アルミ缶,ひどく汚れた缶,C-M070-02,不燃物A,洗っても資源化できないほど汚れた缶,中身を除く,洗える通常のアルミ缶は缶類,DIRECT_ITEM,S-M070-02,https://www.city.tamano.lg.jp/uploaded/attachment/33595.pdf,令和8年度カレンダー「不燃物A」汚れた缶,COMPLETE,2026-09-15,OPENAI_GPT56_M070_LESSON_READY_15_V1,汚れによる例外枝。,FALSE,S-M070-02,https://www.city.tamano.lg.jp/uploaded/attachment/33595.pdf,通常のアルミ缶は缶
M070,I006,1,ガラスびん,びん,飲食用びん,C-M070-11,びん類,中身を使い切って洗える通常の飲食用びん,中身を空にして水洗いする,化粧品・油のびんやひどく汚れたびんは不燃物A,DIRECT_ITEM,S-M070-02,https://www.city.tamano.lg.jp/uploaded/attachment/33595.pdf,令和8年度カレンダー「びん」びん類,COMPLETE,2026-09-15,OPENAI_GPT56_M070_LESSON_READY_15_V1,固定画像は通常の飲食用びん。,TRUE,S-M070-02,https://www.city.tamano.lg.jp/uploaded/attachment/33595.pdf,化粧品や油の入っていたものは不燃物A
M070,I006,2,ガラスびん,びん,化粧品・油・ひどく汚れたびん,C-M070-02,不燃物A,化粧品・油の入っていたびん又はひどく汚れたびん,中身を除く,通常の飲食用びんはびん類,DIRECT_ITEM,S-M070-02,https://www.city.tamano.lg.jp/uploaded/attachment/33595.pdf,令和8年度カレンダー「不燃物A」ガラス・汚れたびん,COMPLETE,2026-09-15,OPENAI_GPT56_M070_LESSON_READY_15_V1,用途・汚れによる例外枝。,FALSE,S-M070-02,https://www.city.tamano.lg.jp/uploaded/attachment/33595.pdf,通常びんはびん類
M070,I007,1,白色食品トレー,白色トレー,トレイ（食品用）,C-M070-05,その他プラスチック製容器包装,汚れを落とした食品用トレイ,中身を除き、しっかり洗って汚れを落とす,汚れているものは燃やせるごみ,DIRECT_ITEM,S-M070-03,https://www.city.tamano.lg.jp/uploaded/attachment/27937.pdf,50音順「トレイ（食品用）」＝プラ、汚れているものは可燃,COMPLETE,2026-09-15,OPENAI_GPT56_M070_LESSON_READY_15_V1,固定画像は洗える通常の白色食品トレー。,TRUE,S-M070-03,https://www.city.tamano.lg.jp/uploaded/attachment/27937.pdf,汚れているものは可燃
M070,I007,2,白色食品トレー,白色トレー,汚れた食品用トレイ,C-M070-01,燃やせるごみ,汚れが残る食品用トレイ,中身を除く,汚れを落とせる食品用トレイはその他プラスチック製容器包装,DIRECT_ITEM,S-M070-03,https://www.city.tamano.lg.jp/uploaded/attachment/27937.pdf,50音順「トレイ（食品用）」汚れているものは可燃,COMPLETE,2026-09-15,OPENAI_GPT56_M070_LESSON_READY_15_V1,汚れによる例外枝。,FALSE,S-M070-03,https://www.city.tamano.lg.jp/uploaded/attachment/27937.pdf,洗えるトレイはプラ
M070,I013,1,新聞,新聞,新聞,C-M070-04,古紙類,家庭から出る通常の新聞,古紙としてまとめて出す,汚れ等で資源化できない紙は燃やせるごみを確認,DIRECT_ITEM,S-M070-02,https://www.city.tamano.lg.jp/uploaded/attachment/33595.pdf,令和8年度カレンダー「古紙」新聞,COMPLETE,2026-09-15,OPENAI_GPT56_M070_LESSON_READY_15_V1,固定画像の新聞。,TRUE,,,
M070,I014,1,段ボール,段ボール,段ボール,C-M070-04,古紙類,家庭から出る通常の段ボール,古紙としてまとめて出す,汚れ等で資源化できない紙は燃やせるごみを確認,DIRECT_ITEM,S-M070-02,https://www.city.tamano.lg.jp/uploaded/attachment/33595.pdf,令和8年度カレンダー「古紙」ダンボール,COMPLETE,2026-09-15,OPENAI_GPT56_M070_LESSON_READY_15_V1,固定画像の段ボール。,TRUE,,,
