municipality_id,internal_item_id,branch_order,canonical_name,display_name,official_item_wording,category_id,category_name,condition,preparation,exception_destination,evidence_basis,item_evidence_source_id,item_evidence_url,item_evidence_locator,branch_review_status,checked_date,reviewer,note,scoring_branch,exception_evidence_source_id,exception_evidence_url,exception_evidence_locator
M067,I001,1,ペットボトル,ペットボトル,PETマークのペットボトル,C-M067-04,資源化物,PETマークがある通常の飲料等のペットボトル本体,キャップとラベルを外し中を簡単に水洗いして透明・半透明袋で出す,キャップ・ラベルはプラスチック資源,DIRECT_ITEM,S-M067-05,https://www.city.okayama.jp/kurashi/0000005203.html,ペットボトルの出し方／PETマーク・キャップとラベルを外す,COMPLETE,2026-09-14,OPENAI_GPT56_M067_LESSON_READY_15_V1,固定画像は通常のPETボトル本体。,TRUE,S-M067-06,https://www.city.okayama.jp/kurashi/0000052989.html,ペットボトルのキャップ・ラベルはプラスチック資源
M067,I004,1,アルミ缶,アルミ缶,飲料用アルミ缶,C-M067-04,資源化物,家庭から出る通常の飲料用アルミ缶,中を簡単に水洗いして資源化物ステーションの青コンテナへ出す,飲料用以外の金属製品は品目別ルールを確認,DIRECT_ITEM,S-M067-09,https://www.city.okayama.jp/kurashi/0000005251.html,空き缶・スプレー缶の出し方／飲料水用缶,COMPLETE,2026-09-14,OPENAI_GPT56_M067_LESSON_READY_15_V1,固定画像は通常の飲料用アルミ缶。,TRUE,S-M067-09,https://www.city.okayama.jp/kurashi/0000005251.html,アルミ缶とスチール缶は混在可
M067,I006,1,ガラスびん,びん,使い捨てガラスびん,C-M067-04,資源化物,汚れを落とせる通常の飲食物等の使い捨てガラスびん,キャップを取り除き簡単に水洗いして色別コンテナへ出す,油びん・耐熱ガラス・乳白色びん・ひどく汚れたびん等は不燃ごみ,DIRECT_ITEM,S-M067-10,https://www.city.okayama.jp/kurashi/0000005224.html,使い捨てガラスびんの出し方／出してよいびん,COMPLETE,2026-09-14,OPENAI_GPT56_M067_LESSON_READY_15_V1,固定画像は通常の飲食用びん。,TRUE,S-M067-10,https://www.city.okayama.jp/kurashi/0000005224.html,資源化物として回収しないガラス製品
M067,I006,2,ガラスびん,びん,油びん・耐熱ガラス・乳白色びん・ひどく汚れたびん等,C-M067-02,不燃ごみ,資源化物対象外のガラスびん・ガラス製品,危険がないよう扱い不燃ごみとして出す,通常の対象びんは資源化物,DIRECT_ITEM,S-M067-10,https://www.city.okayama.jp/kurashi/0000005224.html,資源化物として回収しないガラス製品など,COMPLETE,2026-09-14,OPENAI_GPT56_M067_LESSON_READY_15_V1,条件差を内部枝として保持。,FALSE,S-M067-10,https://www.city.okayama.jp/kurashi/0000005224.html,通常対象びんは色別資源化物
M067,I007,1,白色食品トレー,白いトレー,食品トレイ（発泡・透明）,C-M067-03,プラスチック資源,汚れを落とした通常のプラスチック製食品トレイ,汚れを拭き取るか水ですすぎ水気を切って透明・半透明袋で出す,汚れが落ちないものは可燃ごみ,DIRECT_ITEM,S-M067-06,https://www.city.okayama.jp/kurashi/0000052989.html,主なプラスチック資源／食品の入っていた容器（カップ・トレイ）,COMPLETE,2026-09-14,OPENAI_GPT56_M067_LESSON_READY_15_V1,固定画像はきれいな白色食品トレー。,TRUE,S-M067-06,https://www.city.okayama.jp/kurashi/0000052989.html,汚れが落ちない容器は可燃ごみ
M067,I007,2,白色食品トレー,白いトレー,汚れが落ちない食品トレイ,C-M067-01,可燃ごみ,水ですすいでも汚れの落ちないプラスチック製食品トレイ,可燃ごみとして出す,汚れを落とした食品トレイはプラスチック資源,DIRECT_ITEM,S-M067-06,https://www.city.okayama.jp/kurashi/0000052989.html,プラスチック資源として回収できないもの／汚れの落ちない容器,COMPLETE,2026-09-14,OPENAI_GPT56_M067_LESSON_READY_15_V1,条件差を内部枝として保持。,FALSE,S-M067-06,https://www.city.okayama.jp/kurashi/0000052989.html,食品トレイは主なプラスチック資源
M067,I013,1,新聞,新聞,新聞紙・チラシ,C-M067-04,資源化物,家庭から出る通常の新聞紙・チラシ,十字に縛って種類別に資源化物ステーションへ出す,再生できない特殊紙は可燃ごみ,DIRECT_ITEM,S-M067-07,https://www.city.okayama.jp/kurashi/0000005263.html,古紙の出し方／新聞紙・チラシ,COMPLETE,2026-09-14,OPENAI_GPT56_M067_LESSON_READY_15_V1,市内共通の資源化物正答。,TRUE,S-M067-07,https://www.city.okayama.jp/kurashi/0000005263.html,感熱紙等は可燃ごみ
M067,I014,1,段ボール,段ボール,ダンボール,C-M067-04,資源化物,家庭から出る通常の段ボール,十字に縛って種類別に資源化物ステーションへ出す,再生できない特殊紙は可燃ごみ,DIRECT_ITEM,S-M067-07,https://www.city.okayama.jp/kurashi/0000005263.html,古紙の出し方／ダンボール,COMPLETE,2026-09-14,OPENAI_GPT56_M067_LESSON_READY_15_V1,市内共通の資源化物正答。,TRUE,S-M067-07,https://www.city.okayama.jp/kurashi/0000005263.html,古紙の注意事項
M067,I017,1,紙パック,牛乳パック,紙パック（牛乳パック）500ml以上・内側白,C-M067-04,資源化物,500ml以上で内側が白い通常の飲料用紙パック,水で洗って切り開き乾燥させ十字に縛る,500ml未満又はアルミコーティングは可燃ごみ,DIRECT_ITEM,S-M067-13,https://www.city.okayama.jp/kurashi/0000059565.html,紙パック（牛乳パック）500ml以上で内側が白いもの＝資源化物,COMPLETE,2026-09-14,OPENAI_GPT56_M067_LESSON_READY_15_V1,固定画像は通常の牛乳パック。,TRUE,S-M067-13,https://www.city.okayama.jp/kurashi/0000059565.html,500ml未満・アルミコーティングの分岐
M067,I017,2,紙パック,牛乳パック,紙パック（牛乳パック）500ml未満,C-M067-01,可燃ごみ,容量500ml未満の紙パック,可燃ごみとして出す,500ml以上で内側が白いものは資源化物,DIRECT_ITEM,S-M067-13,https://www.city.okayama.jp/kurashi/0000059565.html,紙パック（牛乳パック）500ml未満＝可燃ごみ,COMPLETE,2026-09-14,OPENAI_GPT56_M067_LESSON_READY_15_V1,条件差を内部枝として保持。,FALSE,S-M067-13,https://www.city.okayama.jp/kurashi/0000059565.html,500ml以上で内側白は資源化物
