municipality_id,internal_item_id,branch_order,canonical_name,display_name,official_item_wording,category_id,category_name,condition,preparation,exception_destination,evidence_basis,item_evidence_source_id,item_evidence_url,item_evidence_locator,branch_review_status,checked_date,reviewer,note,scoring_branch,exception_evidence_source_id,exception_evidence_url,exception_evidence_locator
M112,I001,1,ペットボトル,ペットボトル,ペットボトル,C-M112-13,ペットボトル,PETマークのペットボトル,内容物・付着物を除き洗う,キャップ・ラベルはその他プラスチック,DIRECT_ITEM,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『ペットボトル』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,通常PETを採点。,TRUE,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『ペットボトル』欄
M112,I001,2,ペットボトル,ペットボトル,ペットボトルのキャップ・ラベル,C-M112-14,その他プラスチック,ペットボトルから外したキャップ・ラベル,本体から外してその他プラスチックへ出す,PET本体はペットボトル区分,DIRECT_ITEM,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版プラスチックごみ欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,関連部材の分別条件を保持。,FALSE,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版プラスチックごみ欄
M112,I004,1,アルミ缶,アルミ缶,アルミ缶,C-M112-03,缶,飲料・食品用アルミ缶,中身を除き、つぶさずに出す,スプレー缶は使い切り穴あけ不要,DIRECT_ITEM,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『缶』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,通常缶を採点。,TRUE,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『缶』欄
M112,I004,2,アルミ缶,アルミ缶,スプレー缶,C-M112-03,缶,中身を使い切ったスプレー缶,中身を使い切り、穴を開けずに出す,飲食用缶は中身を除いて同区分,DIRECT_ITEM,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『缶』欄のスプレー缶条件,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,類似缶条件を保持。,FALSE,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『缶』欄のスプレー缶条件
M112,I006,1,ガラスびん,びん,ガラスびん,C-M112-04,ビン,割れていない飲食用びん,内容物・付着物を除き洗う,割れたガラスは陶器・ガラス類,DIRECT_ITEM,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『ビン』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,通常びんを採点。,TRUE,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『ビン』欄
M112,I006,2,ガラスびん,びん,割れたガラスびん,C-M112-10,陶器・ガラス類,破損したガラスびん,危険がないよう紙等で包み内容を表示する,割れていない飲食用びんはビン区分,DIRECT_ITEM,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『陶器・ガラス類』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,破損枝を保持。,FALSE,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『陶器・ガラス類』欄
M112,I007,1,白色食品トレー,白いトレー,食品トレイ,C-M112-14,その他プラスチック,家庭から出る対象プラスチック製食品トレイ,内容物・付着物を除いて出す,素材・状態により対象外なら燃えるごみ等を確認,DIRECT_ITEM,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『その他プラスチック』欄／食品トレイ,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,固定画像の白色食品トレーを採点。,TRUE,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『その他プラスチック』欄／食品トレイ
M112,I007,2,白色食品トレー,白いトレー,その他の対象食品トレイ,C-M112-14,その他プラスチック,その他プラスチックの対象となる食品トレイ,内容物・付着物を除いて出す,対象外素材は該当区分へ出す,OFFICIAL_RULE_DERIVED,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『その他プラスチック』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,色だけで別categoryにしない。,FALSE,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『その他プラスチック』欄
M112,I013,1,新聞,新聞,新聞,C-M112-05,古紙類,家庭から出る資源化可能な新聞,ひもでくくり指定方法で出す,資源化できない紙は燃えるごみ,DIRECT_ITEM,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『古紙類』新聞欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,通常新聞を採点。,TRUE,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『古紙類』新聞欄
M112,I013,2,新聞,新聞,資源化できない新聞,C-M112-01,燃えるごみ,汚れ等で資源化できない新聞,燃えるごみへ出す,資源化できる新聞は古紙類,OFFICIAL_RULE_DERIVED,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『新聞』行／燃えるごみ紙類,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,条件外枝を保持。,FALSE,S-M112-02,https://www.akiota.jp/uploaded/attachment/9504.pdf,令和8年版『新聞』行／燃えるごみ紙類
