municipality_id,internal_item_id,branch_order,canonical_name,display_name,official_item_wording,category_id,category_name,condition,preparation,exception_destination,evidence_basis,item_evidence_source_id,item_evidence_url,item_evidence_locator,branch_review_status,checked_date,reviewer,note,scoring_branch,exception_evidence_source_id,exception_evidence_url,exception_evidence_locator
M111,I001,1,ペットボトル,ペットボトル,ペットボトル,C-M111-13,ペットボトル,飲料用PETボトル,ふたを外して洗う,対象外・汚れたものはもやせるごみ,DIRECT_ITEM,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『ペットボトル』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,通常PETを採点。,TRUE,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『ペットボトル』欄
M111,I001,2,ペットボトル,ペットボトル,資源化できないペットボトル,C-M111-01,もやせるごみ,資源ごみの条件を満たさないもの,中身を除きもやせるごみへ出す,対象PETはペットボトル区分,OFFICIAL_RULE_DERIVED,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『ペットボトル』,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,条件外枝を保持。,FALSE,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『ペットボトル』
M111,I004,1,アルミ缶,アルミ缶,アルミ缶,C-M111-07,缶類,飲料・食品用アルミ缶,中を洗って出す,スプレー缶は使い切り個別条件に従う,DIRECT_ITEM,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『缶類』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,通常缶を採点。,TRUE,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『缶類』欄
M111,I004,2,アルミ缶,アルミ缶,スプレー缶,C-M111-07,缶類,中身を使い切ったスプレー缶,中身を使い切り町の指定方法で出す,飲食用缶は洗って出す,DIRECT_ITEM,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『缶類』スプレー缶条件,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,類似缶条件を保持。,FALSE,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『缶類』スプレー缶条件
M111,I006,1,ガラスびん,びん,ガラスびん,C-M111-08,びん類,割れていない飲食用びん,ふたを外し中を洗う,割れたガラスは埋立ごみ,DIRECT_ITEM,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『びん類』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,通常びんを採点。,TRUE,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『びん類』欄
M111,I006,2,ガラスびん,びん,割れたガラスびん,C-M111-04,埋立ごみ,破損したガラスびん,危険がないよう包む,割れていない飲食用びんはびん類,DIRECT_ITEM,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『ガラス・びん』,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,破損枝を保持。,FALSE,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『ガラス・びん』
M111,I007,1,白色食品トレー,白いトレー,白色トレイ,C-M111-14,白色トレイ,白色の食品トレイ,洗って乾かす,白色以外・資源化できないものはもやせるごみ,DIRECT_ITEM,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『白色トレイ』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,固定画像の白色トレーを採点。,TRUE,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『白色トレイ』欄
M111,I007,2,白色食品トレー,白いトレー,資源化できない食品トレイ,C-M111-01,もやせるごみ,白色トレイ区分の対象外となるもの,中身を除きもやせるごみへ出す,対象の白色トレイは資源ごみ,OFFICIAL_RULE_DERIVED,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『トレイ』,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,条件外枝を保持。,FALSE,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『トレイ』
M111,I013,1,新聞,新聞,新聞,C-M111-09,紙類,家庭から出る汚れのない新聞,新聞としてまとめてひもでしばる,汚れた紙はもやせるごみ,DIRECT_ITEM,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『紙類』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,通常新聞を採点。,TRUE,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『紙類』欄
M111,I013,2,新聞,新聞,汚れた新聞,C-M111-01,もやせるごみ,資源化できない汚れた新聞,もやせるごみへ出す,資源化できる新聞は紙類,OFFICIAL_RULE_DERIVED,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『新聞』,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,資源化不可枝を保持。,FALSE,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『新聞』
M111,I014,1,段ボール,段ボール,ダンボール,C-M111-11,ダンボール,家庭から出る汚れのないダンボール,たたんでひもでしばる,汚れたものはもやせるごみ,DIRECT_ITEM,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『ダンボール』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,通常段ボールを採点。,TRUE,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『ダンボール』欄
M111,I014,2,段ボール,段ボール,汚れたダンボール,C-M111-01,もやせるごみ,資源化できない汚れたダンボール,もやせるごみへ出す,資源化できるものはダンボール区分,OFFICIAL_RULE_DERIVED,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『ダンボール』,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,資源化不可枝を保持。,FALSE,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『ダンボール』
M111,I017,1,紙パック,牛乳パック,牛乳パック,C-M111-10,牛乳パック,資源化できる牛乳等の紙パック,洗い、開いて乾かす,資源化できない紙パックはもやせるごみ,DIRECT_ITEM,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『牛乳パック』欄,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,通常紙パックを採点。,TRUE,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,資源ごみ『牛乳パック』欄
M111,I017,2,紙パック,牛乳パック,資源化できない紙パック,C-M111-01,もやせるごみ,汚れや加工で資源化条件を満たさないもの,中身を除きもやせるごみへ出す,資源化できる牛乳パックは専用区分,OFFICIAL_RULE_DERIVED,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『紙パック』,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,条件外枝を保持。,FALSE,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『紙パック』
M111,I029,1,モバイルバッテリー,モバイルバッテリー,リチウム電池・モバイルバッテリー,C-M111-15,町で収集しないごみ（リチウム電池等）,家庭から出るモバイルバッテリー,販売店等の回収先を確認する,町の通常収集には出さない,DIRECT_ITEM,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『リチウム電池』,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,非通常経路は正本に保持し教材では回収・確認。,TRUE,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『リチウム電池』
M111,I031,1,電球,電球,電球,C-M111-05,有害ごみ,家庭用の電球,破損を防いで出す,割れたガラス等は埋立ごみの条件を確認,DIRECT_ITEM,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『電球』,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,電球を有害ごみとして採点。,TRUE,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『電球』
M111,I033,1,使い捨てライター,ライター,使い捨てライター,C-M111-01,もやせるごみ,中身を使い切った使い捨てライター,ガスを使い切って出す,中身が残る状態では出さない,DIRECT_ITEM,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,もやせるごみ『使い捨てライター』,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,使い切った通常枝を採点。,TRUE,S-M111-01,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,もやせるごみ『使い捨てライター』
M111,I033,2,使い捨てライター,ライター,中身が残る使い捨てライター,C-M111-01,もやせるごみ,燃料又はガスが残っている使い捨てライター,使い切るまでは排出しない,使い切ったものをもやせるごみへ出す,DIRECT_ITEM,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『使い捨てライター』の条件,COMPLETE,2026-08-28,OPENAI_CHATGPT_BATCH11_M110_M112_LESSON_READY_10_V1,残ガス条件を保持。,FALSE,S-M111-02,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/%E3%81%94%E3%81%BF%E5%88%86%E5%88%A5%E8%A1%A8.pdf,50音分別表『使い捨てライター』の条件
