municipality_id,都道府県,市町村,実装区分,ごみ処理主体,自治体ごみトップURL,分別ガイドURL,品目検索URL,やさしい日本語URL,多言語資料URL,対象年度,最終確認日,確認ステータス,備考,official_category_count,reviewed_category_count,category_count_basis,category_count_verified,category_count_check_status,category_count_review_id,category_count_reviewed_date,category_count_reviewed_by,search_service_check_status,search_service_check_evidence,easy_japanese_check_status,easy_japanese_check_evidence,multilingual_check_status,multilingual_check_evidence
M023,大阪府,大阪市,個別指定,大阪市,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,https://www.city.osaka.lg.jp/kankyo/page/0000201907.html,,,令和8年度,2026-08-19,QA_PASSED,定曜日4区分と粗大・拠点回収・電池等の公式導線を照合,,8,公式分別見出し・索引と補足資料を全件照合し、CURRENTかつ非EXCLUDED_NOTICEの公式葉区分を記録。,TRUE,MANUAL_INDEX_REVIEW,CR-M023-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH03_REVIEW,CHECKED_PRESENT,URL:https://www.city.osaka.lg.jp/kankyo/page/0000201907.html; checked:2026-08-19,NOT_CHECKED,,NOT_CHECKED,
M024,兵庫県,神戸市,個別指定,神戸市,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/dashikata/index.html,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/dashikata/bunbetsukubun/bunbetsuflowchart.html,,,,令和8年度,2026-08-19,QA_PASSED,家庭ごみ主要6区分と資源・回収協力店の公式導線を照合,,11,公式分別見出し・索引と補足資料を全件照合し、CURRENTかつ非EXCLUDED_NOTICEの公式葉区分を記録。,TRUE,MANUAL_INDEX_REVIEW,CR-M024-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH03_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M025,兵庫県,豊岡市,個別指定,豊岡市／北但行政事務組合,https://www.city.toyooka.lg.jp/kurashi/gomikankyo/gomi/1000944/1000945.html,https://www.city.toyooka.lg.jp/kurashi/gomikankyo/gomi/1000944/1000945.html,,,,現行（市の分別区分9分別）,2026-08-19,QA_PASSED,公式ページが明示する9分別を全件照合,,9,公式分別見出し・索引と補足資料を全件照合し、CURRENTかつ非EXCLUDED_NOTICEの公式葉区分を記録。,TRUE,MANUAL_INDEX_REVIEW,CR-M025-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH03_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M026,兵庫県,姫路市,個別指定,姫路市,https://www.city.himeji.lg.jp/kurashi/category/2-10-3-5-0-0-0-0-0-0.html,https://www.city.himeji.lg.jp/kurashi/category/2-10-3-5-0-0-0-0-0-0.html,https://www.city.himeji.lg.jp/kurashi/0000000097.html,,,令和8年度,2026-08-19,QA_PASSED,市域共通区分と旧市域・合併地域の地域条件付き区分を分離,,20,公式分別見出し・索引と補足資料を全件照合し、CURRENTかつ非EXCLUDED_NOTICEの公式葉区分を記録。,TRUE,MANUAL_INDEX_REVIEW,CR-M026-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH03_REVIEW,CHECKED_PRESENT,URL:https://www.city.himeji.lg.jp/kurashi/0000000097.html; checked:2026-08-19,NOT_CHECKED,,NOT_CHECKED,
M027,奈良県,大和郡山市,個別指定,大和郡山市,https://www.city.yamatokoriyama.lg.jp/soshiki/cleancenter/gomi_recycle/26/1374.html,https://www.city.yamatokoriyama.lg.jp/soshiki/cleancenter/gomi_recycle/26/1374.html,,,,令和8年度,2026-08-19,QA_PASSED,公式ページの可燃・不燃・粗大・有害・PET・資源の6区分を照合,,6,公式分別見出し・索引と補足資料を全件照合し、CURRENTかつ非EXCLUDED_NOTICEの公式葉区分を記録。,TRUE,MANUAL_INDEX_REVIEW,CR-M027-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH03_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M028,和歌山県,由良町,個別指定,由良町,https://www.town.yura.wakayama.jp/,https://www.town.yura.wakayama.jp/docs/2014011700505/,,,,令和8年度,2026-08-19,QA_PASSED,町公式の住民向け分別案内を分類体系の主根拠とし、2026年3月公式広報カレンダーで同区分の現行運用を確認,,5,公式分別見出し・索引と補足資料を全件照合し、CURRENTかつ非EXCLUDED_NOTICEの公式葉区分を記録。,TRUE,MANUAL_INDEX_REVIEW,CR-M028-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH03_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M029,鳥取県,鳥取市,中国5県全市町村,鳥取市／鳥取県東部広域行政管理組合,https://www.city.tottori.lg.jp/page/4083.html,https://www.city.tottori.lg.jp/page/4083.html,,,,令和8年度,2026-08-19,QA_PASSED,鳥取地域の現行分別区分と令和8年度収集区分を照合,,9,公式分別見出し・索引と補足資料を全件照合し、CURRENTかつ非EXCLUDED_NOTICEの公式葉区分を記録。,TRUE,MANUAL_INDEX_REVIEW,CR-M029-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH03_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M031,鳥取県,倉吉市,中国5県全市町村,倉吉市／鳥取中部ふるさと広域連合,https://www.city.kurayoshi.lg.jp/1878.htm,https://www.city.kurayoshi.lg.jp/1878.htm,,,,令和8年度,2026-08-19,QA_PASSED,保存版分別案内と令和8年度日程表の再生資源・粗大・有害区分を照合,,17,公式分別見出し・索引と補足資料を全件照合し、CURRENTかつ非EXCLUDED_NOTICEの公式葉区分を記録。,TRUE,MANUAL_INDEX_REVIEW,CR-M031-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH03_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M032,鳥取県,境港市,中国5県全市町村,境港市,https://www.city.sakaiminato.lg.jp/index.php?view=108858,https://www.city.sakaiminato.lg.jp/index.php?view=108858,,,,令和8年度,2026-08-19,QA_PASSED,家庭ごみ案内と市公式モバイル版の分類一覧を照合,,9,公式分別見出し・索引と補足資料を全件照合し、CURRENTかつ非EXCLUDED_NOTICEの公式葉区分を記録。,TRUE,MANUAL_INDEX_REVIEW,CR-M032-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH03_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M033,鳥取県,岩美町,中国5県全市町村,岩美町／鳥取県東部広域行政管理組合,https://www.iwami.gr.jp/1112.htm,https://www.iwami.gr.jp/1112.htm,,,,令和8年度,2026-08-19,QA_PASSED,家庭ごみ分別一覧・ごみの出し方と現行実施計画の区分を照合,,11,公式分別見出し・索引と補足資料を全件照合し、CURRENTかつ非EXCLUDED_NOTICEの公式葉区分を記録。,TRUE,MANUAL_INDEX_REVIEW,CR-M033-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH03_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
