municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M023,S-M023-01,ごみの出し方,自治体公式Webページ,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,大阪市,令和8年度,2026-02-12,2026-08-19,定曜日4区分・粗大・拠点回収への公式索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M023,S-M023-02,ごみ分別検索（50音順）,自治体公式Webページ,https://www.city.osaka.lg.jp/kankyo/page/0000201907.html,大阪市,令和8年度,2026-05-22,2026-08-19,品目別分別導線,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M023,S-M023-03,普通ごみ収集,自治体公式Webページ,https://www.city.osaka.lg.jp/kankyo/page/0000009139.html,大阪市,令和8年度,2025-10-15,2026-08-19,普通ごみの30cm・棒状1m基準、収集しない物・電池導線,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M024,S-M024-01,家庭ごみの出し方・分別,自治体公式Webページ,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/dashikata/calendar/suma/jinbucho.html,神戸市,令和8年度,2026,2026-08-19,主要6区分・市で収集しない物・資源回収・協力店回収,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M024,S-M024-02,分別に関するよくあるQ&A,自治体公式Webページ,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/faq/qa.html,神戸市,令和8年度,2025,2026-08-19,PETキャップ・ラベル、びん缶等の品目別条件,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M024,S-M024-03,2026年度ワケトンカレンダーパターン一覧,自治体公式Webページ,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/dashikata/calendar/pattern.html,神戸市,令和8年度,2026-02-05,2026-08-19,現行主要収集区分,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M025,S-M025-01,家庭ごみの出し方,自治体公式Webページ,https://www.city.toyooka.lg.jp/kurashi/gomikankyo/gomi/1000944/1000945.html,豊岡市,現行（市の分別区分9分別）,2022-07-04,2026-08-19,市の分別区分9分別・指定袋・手引きへの公式索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M025,S-M025-02,ごみ出し・分別でよくある間違い,自治体公式Webページ,https://www.city.toyooka.lg.jp/kurashi/gomikankyo/gomi/1000944/1009335.html,豊岡市,現行（市の分別区分9分別）,2021,2026-08-19,スプレー缶・PET等の条件,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M026,S-M026-01,家庭ごみの分け方と出し方,自治体公式Webページ,https://www.city.himeji.lg.jp/kurashi/category/2-10-3-5-0-0-0-0-0-0.html,姫路市,令和8年度,2026,2026-08-19,全分別見出し・地域条件,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M026,S-M026-02,ごみ分別一覧表,自治体公式Webページ,https://www.city.himeji.lg.jp/kurashi/0000000097.html,姫路市,令和8年度,2024,2026-08-19,地域別品目・条件・収集外,2,現行,,TRUE,MUNICIPAL_DOMAIN,
