municipality_id,category_id,自治体正式名称,category_group,parent_category_id,classification_level,表示順,collection_channel,代表品目,入れてはいけない物,適用条件,条件外の扱い,出す前の処理,袋・容器のルール,サイズ・条件,粗大ごみ扱いか,予約が必要か,有料か,料金ルール,自治体収集外か,注意事項,source_id,出典URL,出典ページ・該当箇所,確認日,ui_role,rule_status,effective_from,effective_to
M023,C-M023-01,普通ごみ,普通ごみ,,PRIMARY,1,CURBSIDE,生ごみ・資源化対象外の家庭ごみ,資源ごみ・プラスチック資源・古紙衣類・粗大ごみ対象,,各分別区分または粗大ごみ,生ごみは水分を切る,透明または半透明の中身が見える袋,最大辺・径30cm以内、棒状1m以内,FALSE,FALSE,FALSE,,FALSE,,S-M023-03,https://www.city.osaka.lg.jp/kankyo/page/0000009139.html,普通ごみ収集／対象となるごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M023,C-M023-02,資源ごみ,資源ごみ,,PRIMARY,2,CURBSIDE,空き缶・空きびん・ペットボトル・金属製生活用品,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,中身を使い切り、容器は軽くすすぐ,,,FALSE,FALSE,FALSE,,FALSE,,S-M023-01,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,定曜日に収集するごみ／資源ごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M023,C-M023-03,プラスチック資源,プラスチック資源,,PRIMARY,3,CURBSIDE,プラマーク容器包装・対象プラスチック製品,NOT_STATED_IN_CITED_SOURCE,,汚れが取れない物等は普通ごみ,中身や汚れを取り除く,,,FALSE,FALSE,FALSE,,FALSE,,S-M023-01,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,定曜日に収集するごみ／プラスチック資源,2026-08-19,SORT_BUCKET,CURRENT,,
M023,C-M023-04,古紙・衣類,古紙・衣類,,PRIMARY,4,CURBSIDE,新聞・段ボール・紙パック・雑誌その他の紙・衣類,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,古紙は種類別にまとめ、衣類は洗濯して乾かす,,,FALSE,FALSE,FALSE,,FALSE,,S-M023-01,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,定曜日に収集するごみ／古紙・衣類,2026-08-19,SORT_BUCKET,CURRENT,,
M023,C-M023-05,粗大ごみ,粗大ごみ,,PRIMARY,5,BOOKED_PICKUP,30cmを超える家具等・棒状1m超,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,TRUE,TRUE,TRUE,,FALSE,,S-M023-01,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,粗大ごみへの公式導線,2026-08-19,REFERENCE_ONLY,CURRENT,,
M023,C-M023-06,リチウムイオン電池等,リチウムイオン電池等,,PRIMARY,6,DROP_OFF,小型充電式電池・モバイルバッテリー・電池内蔵機器,普通ごみへの混入,,市指定の回収方法,端子を絶縁する,,,FALSE,FALSE,FALSE,,FALSE,,S-M023-03,https://www.city.osaka.lg.jp/kankyo/page/0000009139.html,普通ごみ収集／リチウムイオン電池等の回収,2026-08-19,REFERENCE_ONLY,CURRENT,,
M023,C-M023-07,小型家電回収,小型家電回収,,PRIMARY,7,DROP_OFF,回収対象の使用済小型家電,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,個人情報を消去し電池を外す,,,FALSE,FALSE,FALSE,,FALSE,,S-M023-01,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,小型家電リサイクル回収への公式導線,2026-08-19,REFERENCE_ONLY,CURRENT,,
M023,C-M023-08,拠点回収,拠点回収,,PRIMARY,8,DROP_OFF,市が指定する資源物,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,FALSE,FALSE,FALSE,,FALSE,,S-M023-01,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,拠点回収への公式導線,2026-08-19,REFERENCE_ONLY,CURRENT,,
M023,C-M023-09,大阪市で収集しないもの,大阪市で収集しないもの,,EXCLUDED,9,NOT_COLLECTED,家電4品目・処理困難物等,市の家庭ごみ収集への排出,,販売店・メーカー等へ相談,受入先の指示に従う,,,FALSE,FALSE,FALSE,,TRUE,,S-M023-03,https://www.city.osaka.lg.jp/kankyo/page/0000009139.html,普通ごみ収集／大阪市で収集しないもの,2026-08-19,EXCLUDED_NOTICE,CURRENT,,
M024,C-M024-01,大型ごみ,大型ごみ,,PRIMARY,1,BOOKED_PICKUP,指定袋に入らない又は一定重量以上の大型品,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,TRUE,TRUE,TRUE,,FALSE,,S-M024-01,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/dashikata/calendar/suma/jinbucho.html,ごみの出し方・分別／大型ごみ,2026-08-19,REFERENCE_ONLY,CURRENT,,
