mapping_id,municipality_id,internal_item_id,branch_order,自治体での品目表記,category_id,分別区分正式名称,条件,前処理,例外分別先,自治体収集外,rule_status,effective_from,effective_to,category_source_id,category_source_url,category_source_locator,item_evidence_source_id,item_evidence_url,item_evidence_locator,確認日,mapping_status,evidence_scope,branch_review_status,reviewed_date,reviewed_by,備考
MAP-M023-I018-C-M023-01,M023,I018,1,category正式名称・代表品目から機械抽出,C-M023-01,普通ごみ,要品目別確認,生ごみは水分を切る,各分別区分または粗大ごみ,FALSE,CURRENT,,,S-M023-03,https://www.city.osaka.lg.jp/kankyo/page/0000009139.html,普通ごみ収集／対象となるごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M023-I021-C-M023-04,M023,I021,1,category正式名称・代表品目から機械抽出,C-M023-04,古紙・衣類,要品目別確認,古紙は種類別にまとめ、衣類は洗濯して乾かす,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M023-01,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,定曜日に収集するごみ／古紙・衣類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M023-I029-C-M023-06,M023,I029,1,category正式名称・代表品目から機械抽出,C-M023-06,リチウムイオン電池等,要品目別確認,端子を絶縁する,市指定の回収方法,FALSE,CURRENT,,,S-M023-03,https://www.city.osaka.lg.jp/kankyo/page/0000009139.html,普通ごみ収集／リチウムイオン電池等の回収,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M023-I034-C-M023-07,M023,I034,1,category正式名称・代表品目から機械抽出,C-M023-07,小型家電回収,要品目別確認,個人情報を消去し電池を外す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M023-01,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,小型家電リサイクル回収への公式導線,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M023-I037-C-M023-09,M023,I037,1,category正式名称・代表品目から機械抽出,C-M023-09,大阪市で収集しないもの,要品目別確認,受入先の指示に従う,販売店・メーカー等へ相談,TRUE,CURRENT,,,S-M023-03,https://www.city.osaka.lg.jp/kankyo/page/0000009139.html,普通ごみ収集／大阪市で収集しないもの,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M024-I001-C-M024-06,M024,I001,1,category正式名称・代表品目から機械抽出,C-M024-06,缶・びん・ペットボトル,要品目別確認,中身を使い切り軽くすすぐ。PETはキャップとラベルを外す,燃えないごみ,FALSE,CURRENT,,,S-M024-02,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/faq/qa.html,Q&A／缶・びん・ペットボトル,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M024-I002-C-M024-05,M024,I002,1,category正式名称・代表品目から機械抽出,C-M024-05,容器包装プラスチック,要品目別確認,中身を使い切り汚れを取り除く,燃えるごみ,FALSE,CURRENT,,,S-M024-02,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/faq/qa.html,Q&A／PETキャップ・ラベル、容器包装プラスチック,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M024-I003-C-M024-05,M024,I003,1,category正式名称・代表品目から機械抽出,C-M024-05,容器包装プラスチック,要品目別確認,中身を使い切り汚れを取り除く,燃えるごみ,FALSE,CURRENT,,,S-M024-02,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/faq/qa.html,Q&A／PETキャップ・ラベル、容器包装プラスチック,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M024-I006-C-M024-06,M024,I006,1,category正式名称・代表品目から機械抽出,C-M024-06,缶・びん・ペットボトル,要品目別確認,中身を使い切り軽くすすぐ。PETはキャップとラベルを外す,燃えないごみ,FALSE,CURRENT,,,S-M024-02,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/faq/qa.html,Q&A／缶・びん・ペットボトル,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M024-I018-C-M024-04,M024,I018,1,category正式名称・代表品目から機械抽出,C-M024-04,燃えるごみ,要品目別確認,生ごみは水切り,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M024-01,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/dashikata/calendar/suma/jinbucho.html,ごみの出し方・分別／燃えるごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M024-I021-C-M024-07,M024,I021,1,category正式名称・代表品目から機械抽出,C-M024-07,資源集団回収,要品目別確認,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M024-01,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/dashikata/calendar/suma/jinbucho.html,地域での資源回収,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
