municipality_id,都道府県,市町村,実装区分,ごみ処理主体,自治体ごみトップURL,分別ガイドURL,品目検索URL,やさしい日本語URL,多言語資料URL,対象年度,最終確認日,確認ステータス,備考,official_category_count,reviewed_category_count,category_count_basis,category_count_verified,category_count_check_status,category_count_review_id,category_count_reviewed_date,category_count_reviewed_by,search_service_check_status,search_service_check_evidence,easy_japanese_check_status,easy_japanese_check_evidence,multilingual_check_status,multilingual_check_evidence
M044,鳥取県,伯耆町,中国5県全市町村,伯耆町／南部町・伯耆町清掃施設管理組合／鳥取県西部広域行政管理組合,https://www.houki-town.jp/new1/10/12/gomi/,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,https://www.houki-town.jp/new1/10/12/gomi/6/search/,,,令和8年度,2026-08-19,QA_PASSED,令和5年11月改定冊子の住民向け分別区分を、令和8年度カレンダーと現行公式ごみページで確認。,,11,住民が家庭ごみ排出時に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。処理施設側だけの分類は独立SORT_BUCKETへ昇格させない。,TRUE,MANUAL_INDEX_REVIEW,CR-M044-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH05_REVIEW,CHECKED_PRESENT,URL:https://www.houki-town.jp/new1/10/12/gomi/6/search/; checked:2026-08-19,NOT_CHECKED,,NOT_CHECKED,
M045,鳥取県,日南町,中国5県全市町村,日南町／日野町江府町日南町衛生施設組合／鳥取県西部広域行政管理組合,https://www.town.nichinan.lg.jp/soshikikarasagasu/kankyouenergyka/gomi_kankyo_pet/1/22079.html,https://www.town.nichinan.lg.jp/material/files/group/31/nichinantyou_gomibunbetu202503.pdf,,,,令和8年度,2026-08-19,QA_PASSED,町公式が明示する26種類をそのまま採用。令和8年度カレンダーで現行運用を確認。,,26,住民が家庭ごみ排出時に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。処理施設側だけの分類は独立SORT_BUCKETへ昇格させない。,TRUE,MANUAL_INDEX_REVIEW,CR-M045-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH05_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M046,鳥取県,日野町,中国5県全市町村,日野町／日野町江府町日南町衛生施設組合／鳥取県西部広域行政管理組合,https://www.town.hino.tottori.jp/2653.htm,https://www.town.hino.tottori.jp/secure/43691/2026karendagetumoku.pdf,,,,令和8年度,2026-08-19,QA_PASSED,令和8年度カレンダーに実際に表示される12収集ラベルを住民向け主体系として採用。,,13,住民が家庭ごみ排出時に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。処理施設側だけの分類は独立SORT_BUCKETへ昇格させない。,TRUE,MANUAL_INDEX_REVIEW,CR-M046-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH05_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M047,鳥取県,江府町,中国5県全市町村,江府町／日野町江府町日南町衛生施設組合／鳥取県西部広域行政管理組合,https://www.town-kofu.jp/2/1/4/9/2/,https://www.town-kofu.jp/2/1/4/9/2/,https://www.town-kofu.jp/2/1/4/9/2/g103/,,,令和8年度,2026-08-19,QA_PASSED,現行の家庭ごみ分別表にある19住民向け区分を採用し、令和8年度収集案内の同ページで現行性を確認。,,19,住民が家庭ごみ排出時に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。処理施設側だけの分類は独立SORT_BUCKETへ昇格させない。,TRUE,MANUAL_INDEX_REVIEW,CR-M047-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH05_REVIEW,CHECKED_PRESENT,URL:https://www.town-kofu.jp/2/1/4/9/2/g103/; checked:2026-08-19,NOT_CHECKED,,NOT_CHECKED,
M048,島根県,松江市,中国5県全市町村,松江市,https://www.city.matsue.lg.jp/kurashi_tetsuzuki/gomi_kankyo_pet/6/index.html,https://www.city.matsue.lg.jp/kurashi_tetsuzuki/gomi_kankyo_pet/6/2/7883.html,,,https://www.city.matsue.lg.jp/kurashi_tetsuzuki/gomi_kankyo_pet/6/2/7883.html,令和8年度,2026-08-19,QA_PASSED,住民向け公式ページの7葉区分を採用し、令和8年度家庭ごみ収集日程で現行性を確認。,,7,住民が家庭ごみ排出時に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。処理施設側だけの分類は独立SORT_BUCKETへ昇格させない。,TRUE,MANUAL_INDEX_REVIEW,CR-M048-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH05_REVIEW,NOT_CHECKED,,NOT_CHECKED,,CHECKED_PRESENT,URL:https://www.city.matsue.lg.jp/kurashi_tetsuzuki/gomi_kankyo_pet/6/2/7883.html; checked:2026-08-19
M049,島根県,浜田市,中国5県全市町村,浜田市,https://www.city.hamada.shimane.jp/www/genre/1000170010134/index.html,https://www.city.hamada.shimane.jp/www/contents/1001000003096/index.html,,,https://www.city.hamada.shimane.jp/www/contents/1521173944629/index.html,令和8年度,2026-08-19,QA_PASSED,一般家庭向け8区分を採用。古着・古布は2016年収集終了のためCURRENT箱に含めず、令和8年度日程で現行性を確認。,,8,住民が家庭ごみ排出時に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。処理施設側だけの分類は独立SORT_BUCKETへ昇格させない。,TRUE,MANUAL_INDEX_REVIEW,CR-M049-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH05_REVIEW,NOT_CHECKED,,NOT_CHECKED,,CHECKED_PRESENT,URL:https://www.city.hamada.shimane.jp/www/contents/1521173944629/index.html; checked:2026-08-19
M050,島根県,出雲市,中国5県全市町村,出雲市,https://www.city.izumo.shimane.jp/www/genre/1179814088744/index.html,https://www.city.izumo.shimane.jp/www/contents/1751940594041/index.html,,,https://www.city.izumo.shimane.jp/www/contents/1746759657207/index.html,令和8年度,2026-08-19,QA_PASSED,ごみの分類・処理の流れに示される13住民向け葉区分を採用し、2026年度カレンダー公式導線で現行性を確認。,,13,住民が家庭ごみ排出時に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。処理施設側だけの分類は独立SORT_BUCKETへ昇格させない。,TRUE,MANUAL_INDEX_REVIEW,CR-M050-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH05_REVIEW,NOT_CHECKED,,NOT_CHECKED,,CHECKED_PRESENT,URL:https://www.city.izumo.shimane.jp/www/contents/1746759657207/index.html; checked:2026-08-19
M051,島根県,益田市,中国5県全市町村,益田市／益田地区広域市町村圏事務組合,https://www.city.masuda.lg.jp/soshikikarasagasu/fukushikankyobu/kankyoeiseika/2/11/2554.html,https://www.city.masuda.lg.jp/soshikikarasagasu/fukushikankyobu/kankyoeiseika/2/11/2554.html,,,,令和8年度,2026-08-19,QA_PASSED,公式Web本文の住民向け区分を採用。資源類は実際に別々に出す5葉へ分け、2026年度収集案内で現行性を確認。,,13,住民が家庭ごみ排出時に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。処理施設側だけの分類は独立SORT_BUCKETへ昇格させない。,TRUE,MANUAL_INDEX_REVIEW,CR-M051-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH05_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M052,島根県,大田市,中国5県全市町村,大田市,https://www.city.oda.lg.jp/ohda_city/city_organization/33/38/gomi-risaikuru/2028/9495,https://www.city.oda.lg.jp/ohda_city/city_organization/33/38/gomi-risaikuru/2028/9495,,,,令和8年度,2026-08-19,QA_PASSED,令和8年度カレンダーで住民が選ぶ資源A/B/C・プラ・可燃・不燃・不燃粗大の7区分を採用。,,7,住民が家庭ごみ排出時に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。処理施設側だけの分類は独立SORT_BUCKETへ昇格させない。,TRUE,MANUAL_INDEX_REVIEW,CR-M052-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH05_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
M053,島根県,安来市,中国5県全市町村,安来市,https://www.city.yasugi.shimane.jp/kurashi/gomi/gomi-recycle/tebiki.html,https://www.city.yasugi.shimane.jp/kurashi/gomi/gomi-recycle/tebiki.html,,,,令和8年度,2026-08-19,QA_PASSED,令和7年2月改訂のごみ分別手引き16葉区分を採用し、令和8年度カレンダーで現行性を確認。,,16,住民が家庭ごみ排出時に選択する公式分別区分を全件照合し、現年度カレンダー・現行公式導線で稼働を確認。処理施設側だけの分類は独立SORT_BUCKETへ昇格させない。,TRUE,MANUAL_INDEX_REVIEW,CR-M053-CATEGORY-COVERAGE,2026-08-19,OPENAI_CHATGPT_BATCH05_REVIEW,NOT_CHECKED,,NOT_CHECKED,,NOT_CHECKED,
