mapping_id,municipality_id,internal_item_id,branch_order,自治体での品目表記,category_id,分別区分正式名称,条件,前処理,例外分別先,自治体収集外,rule_status,effective_from,effective_to,category_source_id,category_source_url,category_source_locator,item_evidence_source_id,item_evidence_url,item_evidence_locator,確認日,mapping_status,evidence_scope,branch_review_status,reviewed_date,reviewed_by,備考
MAP-M044-I001-C-M044-08,M044,I001,1,category正式名称・代表品目から機械抽出,C-M044-08,ペットボトル,要品目別確認,キャップとラベルを外し中をすすぐ,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M044-01,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,冊子／資源ごみ（ペットボトル）,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M044-I012-C-M044-07,M044,I012,1,category正式名称・代表品目から機械抽出,C-M044-07,発泡スチロール・軟質プラスチック,要品目別確認,汚れを落とす,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M044-01,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,冊子／資源ごみ（発泡スチロール・軟質プラスチック）,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M044-I018-C-M044-01,M044,I018,1,category正式名称・代表品目から機械抽出,C-M044-01,可燃ごみ,要品目別確認,生ごみは水切り,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M044-01,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,冊子／可燃ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M044-I021-C-M044-09,M044,I021,1,category正式名称・代表品目から機械抽出,C-M044-09,布類,要品目別確認,袋の口をしばる,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M044-01,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,冊子／布類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M044-I023-C-M044-02,M044,I023,1,category正式名称・代表品目から機械抽出,C-M044-02,不燃ごみ,要品目別確認,割れ物・刃物は危険防止,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M044-01,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,冊子／不燃ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M044-I027-C-M044-10,M044,I027,1,category正式名称・代表品目から機械抽出,C-M044-10,有害ごみ,要品目別確認,電池は絶縁し、蛍光管は破損防止,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M044-01,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,冊子／有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M044-I030-C-M044-10,M044,I030,1,category正式名称・代表品目から機械抽出,C-M044-10,有害ごみ,要品目別確認,電池は絶縁し、蛍光管は破損防止,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M044-01,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,冊子／有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M044-I037-C-M044-12,M044,I037,1,category正式名称・代表品目から機械抽出,C-M044-12,町で収集しないごみ,要品目別確認,受入先の指示に従う,販売店・メーカー・専門業者等の公式案内に従う,TRUE,CURRENT,,,S-M044-01,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,冊子／町で収集しないごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M045-I001-C-M045-07,M045,I001,1,category正式名称・代表品目から機械抽出,C-M045-07,ペットボトル（資源）,要品目別確認,中を洗う。汚れが落ちない物は可燃。キャップは別回収又は不燃,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M045-01,https://www.town.nichinan.lg.jp/material/files/group/31/nichinantyou_gomibunbetu202503.pdf,日南町ごみ分別表／ペットボトル（資源）,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M045-I001-C-M045-21,M045,I001,2,category正式名称・代表品目から機械抽出,C-M045-21,ペットボトルキャップ,要品目別確認,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M045-01,https://www.town.nichinan.lg.jp/material/files/group/31/nichinantyou_gomibunbetu202503.pdf,日南町ごみ分別表／ペットボトルキャップ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M045-I002-C-M045-21,M045,I002,1,category正式名称・代表品目から機械抽出,C-M045-21,ペットボトルキャップ,要品目別確認,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M045-01,https://www.town.nichinan.lg.jp/material/files/group/31/nichinantyou_gomibunbetu202503.pdf,日南町ごみ分別表／ペットボトルキャップ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M045-I006-C-M045-05,M045,I006,1,category正式名称・代表品目から機械抽出,C-M045-05,ビン類（資源）,要品目別確認,中身を空にしてよくすすぐ。ふたは不燃,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M045-01,https://www.town.nichinan.lg.jp/material/files/group/31/nichinantyou_gomibunbetu202503.pdf,日南町ごみ分別表／ビン類（資源）,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
