review_evidence_id,review_id,municipality_id,source_id,locator,evidence_role,notes
CRE-M116-01,CR-M116-CATEGORY-COVERAGE,M116,S-M116-01,燃やしてよいごみ、空きカン3区分、空きビン3区分、容器包装プラ3区分、不燃系4区分、資源化ごみ、粗大、特定家電、有害ごみ,PRIMARY_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M116-02,CR-M116-CATEGORY-COVERAGE,M116,S-M116-02,粗大ごみの対象と排出経路,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M116-03,CR-M116-CATEGORY-COVERAGE,M116,S-M116-03,乾電池・ボタン電池・充電式電池・蛍光灯・水銀製品等の現行経路,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M117-01,CR-M117-CATEGORY-COVERAGE,M117,S-M117-01,令和8年度のステーション収集・戸別収集体系と古紙等の現行案内,PRIMARY_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M117-02,CR-M117-CATEGORY-COVERAGE,M117,S-M117-02,燃やせるごみ、資源ごみ、古紙の区分と前処理,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M117-03,CR-M117-CATEGORY-COVERAGE,M117,S-M117-03,燃やせないごみ、有害ごみ、粗大ごみ等の現行ルール,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M118-01,CR-M118-CATEGORY-COVERAGE,M118,S-M118-01,燃やせる、プラ容器包装、燃やせない、月1回燃やせる、危険、びん缶、PET、紙製容器包装、古紙3区分,PRIMARY_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M118-02,CR-M118-CATEGORY-COVERAGE,M118,S-M118-02,びん・缶の前処理とスプレー缶の穴あけ必須,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M118-03,CR-M118-CATEGORY-COVERAGE,M118,S-M118-03,充電式電池はステーション外の回収ボックス等へ出す現行経路,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M118-04,CR-M118-CATEGORY-COVERAGE,M118,S-M118-04,予約制有料の粗大ごみ戸別収集,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
