mapping_id,municipality_id,internal_item_id,branch_order,自治体での品目表記,category_id,分別区分正式名称,条件,前処理,例外分別先,自治体収集外,rule_status,effective_from,effective_to,category_source_id,category_source_url,category_source_locator,item_evidence_source_id,item_evidence_url,item_evidence_locator,確認日,mapping_status,evidence_scope,branch_review_status,reviewed_date,reviewed_by,備考
MAP-M116-I001-C-M116-10,M116,I001,1,category正式名称・代表品目から機械抽出,C-M116-10,ペットボトル,要品目別確認,キャップ・ラベルを外し、中を洗う,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M116-01,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/gomi/,ペットボトル,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M116-I004-C-M116-04,M116,I004,1,category正式名称・代表品目から機械抽出,C-M116-04,アルミ缶,要品目別確認,中を洗う,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M116-01,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/gomi/,アルミ缶,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M116-I005-C-M116-03,M116,I005,1,category正式名称・代表品目から機械抽出,C-M116-03,スチール缶,要品目別確認,中を洗う,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M116-01,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/gomi/,スチール缶,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M116-I007-C-M116-12,M116,I007,1,category正式名称・代表品目から機械抽出,C-M116-12,白色トレー,要品目別確認,白色のみ。汚れを落として乾かす,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M116-01,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/gomi/,白色トレー,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M116-I018-C-M116-01,M116,I018,1,category正式名称・代表品目から機械抽出,C-M116-01,燃やしてよいごみ,要品目別確認,生ごみは水切りする,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M116-01,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/gomi/,燃やしてよいごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M116-I021-C-M116-01,M116,I021,1,category正式名称・代表品目から機械抽出,C-M116-01,燃やしてよいごみ,要品目別確認,生ごみは水切りする,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M116-01,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/gomi/,燃やしてよいごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M116-I021-C-M116-18,M116,I021,2,category正式名称・代表品目から機械抽出,C-M116-18,資源化しているごみ,要品目別確認,紙類等は荷崩れしないようひもで十字に縛る,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M116-01,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/gomi/,資源化しているごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M116-I023-C-M116-16,M116,I023,1,category正式名称・代表品目から機械抽出,C-M116-16,不燃物,要品目別確認,割れ物等は安全に包む,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M116-01,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/gomi/,不燃物,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M116-I026-C-M116-14,M116,I026,1,category正式名称・代表品目から機械抽出,C-M116-14,金属類,要品目別確認,刃物等は安全に包む,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M116-01,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/gomi/,金属類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M116-I027-C-M116-21,M116,I027,1,category正式名称・代表品目から機械抽出,C-M116-21,有害ごみ,要品目別確認,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M116-03,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/sodai/yugai/,有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
