municipality_id,category_id,自治体正式名称,category_group,parent_category_id,classification_level,表示順,collection_channel,代表品目,入れてはいけない物,適用条件,条件外の扱い,出す前の処理,袋・容器のルール,サイズ・条件,粗大ごみ扱いか,予約が必要か,有料か,料金ルール,自治体収集外か,注意事項,source_id,出典URL,出典ページ・該当箇所,確認日,ui_role,rule_status,effective_from,effective_to
M137,C-M137-01,燃やせるごみ,燃やせるごみ,,PRIMARY,1,CURBSIDE,生ごみ・可燃性家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,FALSE,FALSE,FALSE,,FALSE,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,燃やせるごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M137,C-M137-02,プラスチック容器包装,プラスチック容器包装,,PRIMARY,2,CURBSIDE,プラマークの容器包装,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,汚れを落とす,,,FALSE,FALSE,FALSE,,FALSE,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,プラスチック容器包装,2026-08-19,SORT_BUCKET,CURRENT,,
M137,C-M137-03,破砕ごみ,破砕ごみ,,PRIMARY,3,CURBSIDE,陶器・ガラス・金属複合品等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,FALSE,FALSE,FALSE,,FALSE,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,破砕ごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M137,C-M137-04,ペットボトル,ペットボトル,,PRIMARY,4,CURBSIDE,PETマークのペットボトル,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,洗って出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M137-01,https://www.town.ayagawa.lg.jp/docs/2011071100382/,ペットボトル,2026-08-19,SORT_BUCKET,CURRENT,,
M137,C-M137-05,ビン類,ビン類,,PRIMARY,5,CURBSIDE,飲食用びん等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,洗って出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,ビン類,2026-08-19,SORT_BUCKET,CURRENT,,
M137,C-M137-06,缶類,缶類,,PRIMARY,6,CURBSIDE,飲食用缶等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,洗って出す,,,FALSE,FALSE,FALSE,,FALSE,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,缶類,2026-08-19,SORT_BUCKET,CURRENT,,
M137,C-M137-07,古紙類,古紙類,,PRIMARY,7,CURBSIDE,新聞・雑誌・段ボール等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,FALSE,FALSE,FALSE,,FALSE,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,古紙類,2026-08-19,SORT_BUCKET,CURRENT,,
M137,C-M137-08,有害ごみ,有害ごみ,,PRIMARY,8,CURBSIDE,蛍光灯・電球・使い捨てライター・乾電池等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,FALSE,FALSE,FALSE,,FALSE,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,有害ごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M137,C-M137-09,粗大ごみ,粗大ごみ,,PRIMARY,9,CURBSIDE,大型家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,TRUE,FALSE,FALSE,,FALSE,,S-M137-01,https://www.town.ayagawa.lg.jp/docs/2011071100382/,粗大ごみ,2026-08-19,REFERENCE_ONLY,CURRENT,,
M137,C-M137-10,小型充電式電池,小型充電式電池,,PRIMARY,10,DROP_OFF,ニカド電池・ニッケル水素電池・リチウムイオン電池,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,端子部分にテープを貼るなど絶縁し、役場本庁・綾上支所の黄色の回収ボックス缶へ,,,FALSE,FALSE,FALSE,,FALSE,,S-M137-03,https://www.town.ayagawa.lg.jp/docs/2026031600017/,小型充電式電池,2026-08-19,REFERENCE_ONLY,CURRENT,,
M137,C-M137-11,小型家電,小型家電,,PRIMARY,11,DROP_OFF,スマートフォン・携帯型ゲーム機・ハンディファン等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,取り外せる小型充電式電池は外す。外せない機器は小型家電回収ボックスへ,,,FALSE,FALSE,FALSE,,FALSE,,S-M137-03,https://www.town.ayagawa.lg.jp/docs/2026031600017/,小型家電,2026-08-19,REFERENCE_ONLY,CURRENT,,
M138,C-M138-01,可燃ごみ,可燃ごみ,,PRIMARY,1,CURBSIDE,可燃性家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,町指定袋へ,,,FALSE,FALSE,FALSE,,FALSE,,S-M138-05,https://www.town.tadotsu.kagawa.jp/material/files/group/6/kanennhunenn.pdf,可燃ごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M138,C-M138-02,不燃ごみ,不燃ごみ,,PRIMARY,2,CURBSIDE,不燃性家庭ごみ,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,町指定袋へ,,,FALSE,FALSE,FALSE,,FALSE,,S-M138-05,https://www.town.tadotsu.kagawa.jp/material/files/group/6/kanennhunenn.pdf,不燃ごみ,2026-08-19,SORT_BUCKET,CURRENT,,
M138,C-M138-03,資源ごみ,資源ごみ,,PRIMARY,3,CURBSIDE,缶・金属・布・紙・びん・PET・白色トレイ・廃食油・乾電池・蛍光管・小型家電等,NOT_STATED_IN_CITED_SOURCE,,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,,,FALSE,FALSE,FALSE,,FALSE,,S-M138-04,https://www.town.tadotsu.kagawa.jp/soshikikarasagasu/juminkankyoka/gomi_recycle/1/725.html,資源ごみ,2026-08-19,SORT_BUCKET,CURRENT,,
