mapping_id,municipality_id,internal_item_id,branch_order,自治体での品目表記,category_id,分別区分正式名称,条件,前処理,例外分別先,自治体収集外,rule_status,effective_from,effective_to,category_source_id,category_source_url,category_source_locator,item_evidence_source_id,item_evidence_url,item_evidence_locator,確認日,mapping_status,evidence_scope,branch_review_status,reviewed_date,reviewed_by,備考
MAP-M137-I001-C-M137-04,M137,I001,1,category正式名称・代表品目から機械抽出,C-M137-04,ペットボトル,要品目別確認,洗って出す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M137-01,https://www.town.ayagawa.lg.jp/docs/2011071100382/,ペットボトル,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M137-I006-C-M137-05,M137,I006,1,category正式名称・代表品目から機械抽出,C-M137-05,ビン類,要品目別確認,洗って出す,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,ビン類,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M137-I018-C-M137-01,M137,I018,1,category正式名称・代表品目から機械抽出,C-M137-01,燃やせるごみ,要品目別確認,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,燃やせるごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M137-I027-C-M137-08,M137,I027,1,category正式名称・代表品目から機械抽出,C-M137-08,有害ごみ,要品目別確認,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M137-I030-C-M137-08,M137,I030,1,category正式名称・代表品目から機械抽出,C-M137-08,有害ごみ,要品目別確認,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M137-I031-C-M137-08,M137,I031,1,category正式名称・代表品目から機械抽出,C-M137-08,有害ごみ,要品目別確認,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M137-I033-C-M137-08,M137,I033,1,category正式名称・代表品目から機械抽出,C-M137-08,有害ごみ,要品目別確認,NOT_STATED_IN_CITED_SOURCE,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,有害ごみ,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M137-I034-C-M137-11,M137,I034,1,category正式名称・代表品目から機械抽出,C-M137-11,小型家電,要品目別確認,取り外せる小型充電式電池は外す。外せない機器は小型家電回収ボックスへ,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M137-03,https://www.town.ayagawa.lg.jp/docs/2026031600017/,小型家電,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M138-I001-C-M138-13,M138,I001,1,category正式名称・代表品目から機械抽出,C-M138-13,ペットボトル,要品目別確認,キャップを外し、すすぎ洗いして水切りする,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M138-02,https://www.town.tadotsu.kagawa.jp/material/files/group/6/SIGENN.pdf,ペットボトル,,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
MAP-M138-I004-C-M138-04,M138,I004,1,category正式名称・代表品目から機械抽出,C-M138-04,空かん(アルミ・スチール),要品目別確認,中身を出し、洗浄する,NOT_STATED_IN_CITED_SOURCE,FALSE,CURRENT,,,S-M138-02,https://www.town.tadotsu.kagawa.jp/material/files/group/6/SIGENN.pdf,空かん(アルミ・スチール),,,,2026-08-19,INITIAL_REVIEW_REQUIRED,CATEGORY_LEVEL,UNREVIEWED,,,Positive evidence（category正式名称・代表品目）から機械抽出。品目別公式根拠と条件枝の確認前はAPP_READYにしない。
