review_evidence_id,review_id,municipality_id,source_id,locator,evidence_role,notes
CRE-M137-01,CR-M137-CATEGORY-COVERAGE,M137,S-M137-01,令和8年度の町内共通分別と地区別日程。プラスチック容器包装、ビン、PET、缶等の現行運用,PRIMARY_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M137-02,CR-M137-CATEGORY-COVERAGE,M137,S-M137-02,燃やせる、プラスチック容器包装、破砕、PET、ビン類、缶類、古紙類、有害ごみの公式8区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M137-03,CR-M137-CATEGORY-COVERAGE,M137,S-M137-03,2026年3月開始の小型充電式電池回収と小型家電回収。充電池は端子絶縁,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M138-01,CR-M138-CATEGORY-COVERAGE,M138,S-M138-01,令和8年度の可燃・不燃・資源・粗大・小型家電の現行資料一式への公式導線,PRIMARY_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M138-02,CR-M138-CATEGORY-COVERAGE,M138,S-M138-02,缶類等、金属、びん、PET、紙、布、白色トレイ、廃食油、乾電池、蛍光管等の分別・前処理,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M138-03,CR-M138-CATEGORY-COVERAGE,M138,S-M138-03,粗大ごみの定義、集積場排出と大型・重量物のリサイクルプラザ搬入条件,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M138-04,CR-M138-CATEGORY-COVERAGE,M138,S-M138-04,資源ごみとして品目別に分けて持ち込む15住民区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M138-05,CR-M138-CATEGORY-COVERAGE,M138,S-M138-05,可燃ごみ・不燃ごみの現行排出区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M140-01,CR-M140-CATEGORY-COVERAGE,M140,S-M140-01,市全域の12分別見出し、紙類布類の別出力、廃食用油・粗大ごみ等の経路,PRIMARY_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M140-02,CR-M140-CATEGORY-COVERAGE,M140,S-M140-02,令和8年の市全域有害・金属ごみ収集日と島しょ部の日程差,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M140-03,CR-M140-CATEGORY-COVERAGE,M140,S-M140-03,有害・金属・廃食用油・紙類・布類の現行持込経路,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M141-01,CR-M141-CATEGORY-COVERAGE,M141,S-M141-01,2026年度家庭ごみの排出ルール,PRIMARY_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M141-02,CR-M141-CATEGORY-COVERAGE,M141,S-M141-02,固形燃料用ごみ（燃えるごみ）、びん・缶、PET、燃えないゴミ、粗大ごみの5分類,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M141-03,CR-M141-CATEGORY-COVERAGE,M141,S-M141-03,2026年4月19日開始。食品用トレイ類と発泡スチロールを別々の透明袋で拠点回収,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M142-01,CR-M142-CATEGORY-COVERAGE,M142,S-M142-01,家庭ごみ、資源化物、粗大、拠点回収、市が収集しないものの現行索引,PRIMARY_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M142-02,CR-M142-CATEGORY-COVERAGE,M142,S-M142-02,かん・びんとPETの別指定袋・別車収集。スプレー缶は穴を開けず家庭ごみ,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M142-03,CR-M142-CATEGORY-COVERAGE,M142,S-M142-03,紙パック・トレイ、蛍光管、小物金属、小型電子機器、食用油、電池、古紙、古着等の拠点回収,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M142-04,CR-M142-CATEGORY-COVERAGE,M142,S-M142-04,家電4品目等の市収集対象外,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M142-05,CR-M142-CATEGORY-COVERAGE,M142,S-M142-05,容器包装と対象プラスチック製品を同一プラスチック区分で収集,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M143-01,CR-M143-CATEGORY-COVERAGE,M143,S-M143-01,令和6年4月改定の現行家庭ごみ冊子への公式導線,PRIMARY_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M143-02,CR-M143-CATEGORY-COVERAGE,M143,S-M143-02,燃える、燃えない、有害物、資源物の実排出単位と粗大ごみ経路,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M143-03,CR-M143-CATEGORY-COVERAGE,M143,S-M143-03,家庭ごみ分別区分。資源物子区分、有害物、ガレキ類,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M143-04,CR-M143-CATEGORY-COVERAGE,M143,S-M143-04,令和8年度も現行処理体系を運用していること,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M143-05,CR-M143-CATEGORY-COVERAGE,M143,S-M143-05,スプレー缶等は使い切り、屋外でガス抜きし、穴を2か所あけて燃えないごみ,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
CRE-M143-06,CR-M143-CATEGORY-COVERAGE,M143,S-M143-06,粗大ごみの自己搬入・戸別収集等の現行経路,SUPPLEMENTAL_INDEX,2026-08-19 Batch 14 resident-facing category completeness review
