municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M137,S-M137-01,令和8年度 ごみ収集日程表,自治体公式Webページ,https://www.town.ayagawa.lg.jp/docs/2011071100382/,綾川町,令和8年度,2026-03-24,2026-08-19,令和8年度の町内共通分別と地区別日程。プラスチック容器包装、ビン、PET、缶等の現行運用,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M137,S-M137-02,綾川町高齢者等ごみ出しサポートほっと歓事業実施要綱,自治体公式例規,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,綾川町,令和8年度,現行,2026-08-19,燃やせる、プラスチック容器包装、破砕、PET、ビン類、缶類、古紙類、有害ごみの公式8区分,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M137,S-M137-03,リチウムイオン電池等の回収について,自治体公式Webページ,https://www.town.ayagawa.lg.jp/docs/2026031600017/,綾川町,令和8年度,2026-04-01,2026-08-19,2026年3月開始の小型充電式電池回収と小型家電回収。充電池は端子絶縁,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M138,S-M138-01,令和8年度 ごみの出し方・収集計画表,自治体公式Webページ,https://www.town.tadotsu.kagawa.jp/kurashi_tetsuzuki/gomi_kankyo_pet/gomi_recycle/1/1444.html,多度津町,令和8年度,2026-02-27,2026-08-19,令和8年度の可燃・不燃・資源・粗大・小型家電の現行資料一式への公式導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M138,S-M138-02,資源ごみの正しい分け方 出し方 令和8年度,自治体公式PDF,https://www.town.tadotsu.kagawa.jp/material/files/group/6/SIGENN.pdf,多度津町,令和8年度,2026年度,2026-08-19,缶類等、金属、びん、PET、紙、布、白色トレイ、廃食油、乾電池、蛍光管等の分別・前処理,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M138,S-M138-03,粗大ごみの出し方 令和8年度,自治体公式PDF,https://www.town.tadotsu.kagawa.jp/material/files/group/6/SODAI.pdf,多度津町,令和8年度,2026年度,2026-08-19,粗大ごみの定義、集積場排出と大型・重量物のリサイクルプラザ搬入条件,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M138,S-M138-04,第3日曜日のごみの持ち込みについて,自治体公式Webページ,https://www.town.tadotsu.kagawa.jp/soshikikarasagasu/juminkankyoka/gomi_recycle/1/725.html,多度津町,令和8年度,2024-09-17,2026-08-19,資源ごみとして品目別に分けて持ち込む15住民区分,4,現行,,TRUE,MUNICIPAL_DOMAIN,
M138,S-M138-05,可燃・不燃ごみの正しい分け方 出し方,自治体公式PDF,https://www.town.tadotsu.kagawa.jp/material/files/group/6/kanennhunenn.pdf,多度津町,令和8年度,2026年度,2026-08-19,可燃ごみ・不燃ごみの現行排出区分,5,現行,,TRUE,MUNICIPAL_DOMAIN,
M140,S-M140-01,ごみ・資源物の分別種類(詳細),自治体公式Webページ,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1511.html,三豊市,令和8年度,2023-12-26,2026-08-19,市全域の12分別見出し、紙類布類の別出力、廃食用油・粗大ごみ等の経路,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M140,S-M140-02,有害ごみ・金属ごみの収集について,自治体公式Webページ,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1516.html,三豊市,令和8年度,2024-10-23,2026-08-19,令和8年の市全域有害・金属ごみ収集日と島しょ部の日程差,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M140,S-M140-03,持込回収（有害・金属・廃食用油及び紙類・布類）について,自治体公式Webページ,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1515.html,三豊市,令和8年度,2026-01-06,2026-08-19,有害・金属・廃食用油・紙類・布類の現行持込経路,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M141,S-M141-01,2026年度 家庭ごみの正しい出し方,自治体公式Webページ,https://town.kotake.lg.jp/hpkiji/pub/detail.aspx?c_id=3&id=3989&type=top,小竹町,令和8年度,2026-04-01,2026-08-19,2026年度家庭ごみの排出ルール,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M141,S-M141-02,ゴミ出しカレンダー,自治体公式Webサービス,https://town.kotake.lg.jp/cal_recycle/pub/default.aspx?c_id=6,小竹町,令和8年度,現行,2026-08-19,固形燃料用ごみ（燃えるごみ）、びん・缶、PET、燃えないゴミ、粗大ごみの5分類,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M141,S-M141-03,食品用トレイ類・発泡スチロールの回収を始めます,自治体公式Webページ,https://town.kotake.lg.jp/hpkiji/pub/detail.aspx?c_id=3&id=3963&type=top,小竹町,令和8年度,2026-04-01,2026-08-19,2026年4月19日開始。食品用トレイ類と発泡スチロールを別々の透明袋で拠点回収,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M142,S-M142-01,『資源』と『ごみ』の分け方・出し方,自治体公式Webページ,https://www.city.kitakyushu.lg.jp/contents/924_10025.html,北九州市,令和8年度,2025-04-03,2026-08-19,家庭ごみ、資源化物、粗大、拠点回収、市が収集しないものの現行索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M142,S-M142-02,かん・びん・ペットボトル,自治体公式Webページ,https://www.city.kitakyushu.lg.jp/contents/924_10035.html,北九州市,令和8年度,2024-02-05,2026-08-19,かん・びんとPETの別指定袋・別車収集。スプレー缶は穴を開けず家庭ごみ,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M142,S-M142-03,拠点回収ボックス等設置場所,自治体公式Webページ,https://www.city.kitakyushu.lg.jp/contents/00800208.html,北九州市,令和8年度,2026-05-13,2026-08-19,紙パック・トレイ、蛍光管、小物金属、小型電子機器、食用油、電池、古紙、古着等の拠点回収,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M142,S-M142-04,市が収集しないもの,自治体公式Webページ,https://www.city.kitakyushu.lg.jp/contents/924_10085.html,北九州市,令和8年度,2026-07-10,2026-08-19,家電4品目等の市収集対象外,4,現行,,TRUE,MUNICIPAL_DOMAIN,
M142,S-M142-05,プラスチック,自治体公式Webページ,https://www.city.kitakyushu.lg.jp/contents/924_10030.html,北九州市,令和8年度,現行,2026-08-19,容器包装と対象プラスチック製品を同一プラスチック区分で収集,5,現行,,TRUE,MUNICIPAL_DOMAIN,
M143,S-M143-01,佐伯市家庭ごみの分け方・出し方について,自治体公式Webページ,https://www.city.saiki.oita.jp/kiji0032215/index.html,佐伯市,令和8年度,2024-05-28,2026-08-19,令和6年4月改定の現行家庭ごみ冊子への公式導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M143,S-M143-02,佐伯市家庭ごみの分け方・出し方（令和6年4月～）,自治体公式PDF,https://www.city.saiki.oita.jp/kiji0032215/3_2215_32330_up_avmysieh.pdf,佐伯市,令和8年度,2024-04,2026-08-19,燃える、燃えない、有害物、資源物の実排出単位と粗大ごみ経路,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M143,S-M143-03,第2次佐伯市一般廃棄物（ごみ）処理基本計画,自治体公式PDF,https://www.city.saiki.oita.jp/kiji0038696/3_8696_up_xghyp5wr.pdf,佐伯市,令和8年度,2023-10,2026-08-19,家庭ごみ分別区分。資源物子区分、有害物、ガレキ類,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M143,S-M143-04,令和8年度 佐伯市一般廃棄物（ごみ）処理実施計画の公表,自治体公式Webページ,https://www.city.saiki.oita.jp/kiji00311436/index.html,佐伯市,令和8年度,2026-03-30,2026-08-19,令和8年度も現行処理体系を運用していること,4,現行,,TRUE,MUNICIPAL_DOMAIN,
M143,S-M143-05,カセットボンベやスプレー缶の捨て方について(燃えないごみ）,自治体公式Webページ,https://www.city.saiki.oita.jp/kiji0037638/index.html,佐伯市,令和8年度,2024-04-16,2026-08-19,スプレー缶等は使い切り、屋外でガス抜きし、穴を2か所あけて燃えないごみ,5,現行,,TRUE,MUNICIPAL_DOMAIN,
M143,S-M143-06,多量ごみや粗大ごみの処理について,自治体公式Webページ,https://www.city.saiki.oita.jp/kiji0038689/index.html,佐伯市,令和8年度,2026-04-16,2026-08-19,粗大ごみの自己搬入・戸別収集等の現行経路,6,現行,,TRUE,MUNICIPAL_DOMAIN,
